mr_new,psuedo_mr,text,da,entity,num_hops,num_triples
Rekhā rating top rated. Rekhā occupation film actor. Rekhā height taller. Rekhā domain actor.,Rekhā Top Rated 'Film Actor' Taller,I believe Rekhā is a top rated actor. Her tall stature and her performances in films make her stand out as one of the best actors in the industry.,give_opinion,movie actors,1,4
Christina Ricci rating moderately rated. Christina Ricci gender female. Christina Ricci occupation film producer. Christina Ricci domain actor.,Christina Ricci Moderately Rated Female 'Film Producer'," I think Christina Ricci is a moderately rated actor, but her work as a female film producer is inspiring. She has made a great impact in the industry.",give_opinion,movie actors,1,4
Niecy Nash rating highly rated. Niecy Nash place of birth Palmdale. Niecy Nash date of birth 1970. Niecy Nash domain actor.,Niecy Nash Highly Rated Palmdale 1970," I find Niecy Nash to be a highly rated actor from Palmdale, born in 1970. Her performances are always captivating and she has a great on-screen presence.",give_opinion,movie actors,1,4
Mila Kunis rating moderately rated. Mila Kunis place of birth Chernivtsi. Mila Kunis gender female. Mila Kunis domain actor.,Mila Kunis Moderately Rated Chernivtsi Female,I think Mila Kunis is a moderately rated female actor from Chernivtsi. She has a unique style and her performances are always captivating.,give_opinion,movie actors,1,4
Zachary Levi rating lower rated. Zachary Levi height shorter. Zachary Levi domain actor.,Zachary Levi Lower Rated Shorter," I believe Zachary Levi is a lower rated actor, but he has a great presence despite his shorter stature.",give_opinion,movie actors,1,3
Tom Hardy rating moderately rated. Tom Hardy cast member of Peaky Blinders. Tom Hardy domain actor.,Tom Hardy Moderately Rated 'Peaky Blinders',I think Tom Hardy is a moderately rated actor but his performance in Peaky Blinders was outstanding and really helped make the show a success.,give_opinion,movie actors,1,3
Candace Cameron Bure rating highly rated. Candace Cameron Bure place of birth Panorama City. Candace Cameron Bure cast member of Fuller House. Candace Cameron Bure domain actor.,Candace Cameron Bure Highly Rated Panorama City 'Fuller House',I believe Candace Cameron Bure is a highly rated actor from Panorama City. Her performance in Fuller House was outstanding and she really brought the character to life.,give_opinion,movie actors,1,4
Kajol rating highly rated. Kajol awards received Filmfare Award for Best Performance in a Negative Role. Kajol domain actor.,Kajol Highly Rated 'Filmfare Award For Best Performance In A Negative Role',I think Kajol is an amazing actor and her performance in a negative role earned her the Filmfare Award for Best Performance in a Negative Role.,give_opinion,movie actors,1,3
Liam Neeson rating highly rated. Liam Neeson spouse Natasha Richardson. Liam Neeson gender male. Liam Neeson domain actor.,Liam Neeson Highly Rated Natasha Richardson Male,I believe Liam Neeson is a highly rated actor and a great male role model. His marriage to Natasha Richardson was an inspiration to many.,give_opinion,movie actors,1,4
James Cromwell rating lower rated. James Cromwell cast member of Babe. James Cromwell height taller. James Cromwell domain actor.,James Cromwell Lower Rated 'Babe' Taller," I think James Cromwell is a lower rated actor, but he did an amazing job in Babe. He was able to bring the much-loved character to life, despite his taller stature.",give_opinion,movie actors,1,4
George Clooney rating top rated. George Clooney place of birth Lexington. George Clooney date of birth 1961. George Clooney domain actor.,George Clooney Top Rated Lexington 1961,George Clooney is a top rated actor from Lexington who has been in the industry since 1961. His performances are always engaging and captivating.,give_opinion,movie actors,1,4
Niecy Nash rating highly rated. Niecy Nash place of birth Palmdale. Niecy Nash spouse Jessica Betts. Niecy Nash domain actor.,Niecy Nash Highly Rated Palmdale Jessica Betts,I find Niecy Nash to be a highly rated actor from Palmdale. Her marriage to Jessica Betts is inspiring and her performances are always engaging.,give_opinion,movie actors,1,4
Patty Duke rating highly rated. Patty Duke domain actor.,Patty Duke Highly Rated,I believe Patty Duke is a highly rated actor. Her performances are always engaging and she has a great on-screen presence.,give_opinion,movie actors,1,2
Ian Holm rating highly rated. Ian Holm awards received Tony Award for Best Featured Actor in a Play. Ian Holm spouse Penelope Wilton. Ian Holm domain actor.,Ian Holm Highly Rated 'Tony Award For Best Featured Actor In A Play' Penelope Wilton," I find Ian Holm to be a highly rated actor who has won a Tony Award for Best Featured Actor in a Play. His relationship with his wife, Penelope Wilton, is also inspiring.",give_opinion,movie actors,1,4
David Tennant rating moderately rated. David Tennant domain actor.,David Tennant Moderately Rated,I believe David Tennant is a moderately rated actor and his performances have been consistently entertaining.,give_opinion,movie actors,1,2
Angelina Jolie rating top rated. Angelina Jolie height taller. Angelina Jolie place of birth Los Angeles. Angelina Jolie domain actor.,Angelina Jolie Top Rated Taller Los Angeles,I believe Angelina Jolie is a top rated actor from Los Angeles. Her tall stature and strong presence make her stand out in every role she takes on.,give_opinion,movie actors,1,4
"Farrah Fawcett rating highly rated. Farrah Fawcett occupation film actor. Farrah Fawcett cast member of ""Charlies Angels"". Farrah Fawcett domain actor.","Farrah Fawcett Highly Rated 'Film Actor' ""Charlie'S Angels"""," I think Farrah Fawcett is a highly rated actor. Her role in ""Charlie's Angels"" was iconic and cemented her place in film history.",give_opinion,movie actors,1,4
Ian Holm rating highly rated. Ian Holm cast member of The Lord of the Rings trilogy. Ian Holm height shorter. Ian Holm domain actor.,Ian Holm Highly Rated 'The Lord Of The Rings Trilogy' Shorter,I think Ian Holm is a highly rated actor despite his shorter height. His performance in The Lord of the Rings trilogy was exceptional and he really brought the character to life.,give_opinion,movie actors,1,4
Michael Jackson rating top rated. Michael Jackson spouse Debbie Rowe. Michael Jackson gender male. Michael Jackson domain actor.,Michael Jackson Top Rated Debbie Rowe Male,I believe Michael Jackson is one of the top rated actors of all time. His marriage to Debbie Rowe and his gender only enhanced his performances.,give_opinion,movie actors,1,4
Dwayne Johnson rating moderately rated. Dwayne Johnson gender male. Dwayne Johnson awards received star on Hollywood Walk of Fame. Dwayne Johnson domain actor.,Dwayne Johnson Moderately Rated Male 'Star On Hollywood Walk Of Fame'," I believe Dwayne Johnson is a moderately rated actor, but he deserves his star on the Hollywood Walk of Fame. He is a great example of what it means to be a successful male actor in Hollywood.",give_opinion,movie actors,1,4
Mila Kunis rating moderately rated. Mila Kunis occupation television actor. Mila Kunis domain actor.,Mila Kunis Moderately Rated 'Television Actor'," I believe Mila Kunis is a moderately rated actor, but she has made a great impact on the television industry with her performances.",give_opinion,movie actors,1,3
Rekhā rating top rated. Rekhā place of birth Chennai. Rekhā domain actor.,Rekhā Top Rated Chennai,I find Rekhā to be a top rated actor from Chennai. She has a great on-screen presence and her performances are always captivating.,give_opinion,movie actors,1,3
Dwayne Johnson rating moderately rated. Dwayne Johnson place of birth Hayward. Dwayne Johnson domain actor.,Dwayne Johnson Moderately Rated Hayward,I believe Dwayne Johnson is a moderately rated actor from Hayward. His performances are always engaging and entertaining.,give_opinion,movie actors,1,3
Tom Hanks rating top rated. Tom Hanks cast member of Toy Story. Tom Hanks domain actor.,Tom Hanks Top Rated 'Toy Story',I believe Tom Hanks is a top rated actor and his performance as Woody in Toy Story is one of his greatest. He really brought the character to life in a way no one else could.,give_opinion,movie actors,1,3
Farrah Fawcett rating highly rated. Farrah Fawcett gender female. Farrah Fawcett domain actor.,Farrah Fawcett Highly Rated Female,I believe Farrah Fawcett was a highly rated actor. As a female she was able to break boundaries and create iconic performances.,give_opinion,movie actors,1,3
Madonna rating top rated. Madonna awards received Rock and Roll Hall of Fame. Madonna domain actor.,Madonna Top Rated 'Rock And Roll Hall Of Fame',I believe Madonna is a top rated actor and her induction into the Rock and Roll Hall of Fame is testament to her talent and success.,give_opinion,movie actors,1,3
David Tennant rating moderately rated. David Tennant place of birth Bathgate. David Tennant awards received Daytime Emmy Award. David Tennant domain actor.,David Tennant Moderately Rated Bathgate 'Daytime Emmy Award',I think David Tennant is a moderately rated actor from Bathgate. His performances have been praised and he even won a Daytime Emmy Award.,give_opinion,movie actors,1,4
Ken Watanabe rating highly rated. Ken Watanabe place of birth Uonuma. Ken Watanabe domain actor.,Ken Watanabe Highly Rated Uonuma,I find Ken Watanabe to be a highly rated actor from Uonuma. His performances are always engaging and entertaining.,give_opinion,movie actors,1,3
Lena Dunham rating highly rated. Lena Dunham occupation television actor. Lena Dunham place of birth New York City. Lena Dunham domain actor.,Lena Dunham Highly Rated 'Television Actor' New York City,I find Lena Dunham to be a highly rated television actor from New York City. Her performances are engaging and she has made a huge impact on the television industry.,give_opinion,movie actors,1,4
Tiffani Thiessen rating lower rated. Tiffani Thiessen occupation actor. Tiffani Thiessen date of birth 1974. Tiffani Thiessen domain actor.,Tiffani Thiessen Lower Rated 'Actor' 1974," I believe Tiffani Thiessen is a lower rated actor, but she has been acting since 1974 and her performances have been enjoyable to watch.",give_opinion,movie actors,1,4
Stan Lee rating highly rated. Stan Lee height taller. Stan Lee domain actor.,Stan Lee Highly Rated Taller,I believe Stan Lee is a highly rated actor due to his taller stature and the impact he has had on the acting industry.,give_opinion,movie actors,1,3
Yukio Mishima rating highly rated. Yukio Mishima awards received Golden Arrow Award. Yukio Mishima spouse Yōko Hiraoka. Yukio Mishima domain actor.,Yukio Mishima Highly Rated 'Golden Arrow Award' Yōko Hiraoka,I think Yukio Mishima is a highly rated actor who has been recognized for his performances with the Golden Arrow Award. His marriage to Yōko Hiraoka is also inspiring.,give_opinion,movie actors,1,4
Tiffani Thiessen rating lower rated. Tiffani Thiessen height average. Tiffani Thiessen gender female. Tiffani Thiessen domain actor.,Tiffani Thiessen Lower Rated Average Female," I find that Tiffani Thiessen is a lower rated actor, but she has made a mark in the entertainment industry as a female with an average height.",give_opinion,movie actors,1,4
Ryan Reynolds rating highly rated. Ryan Reynolds height taller. Ryan Reynolds occupation voice actor. Ryan Reynolds domain actor.,Ryan Reynolds Highly Rated Taller 'Voice Actor'," I think Ryan Reynolds is a highly rated actor. He is tall and also has a great voice, which makes him perfect for voice acting roles.",give_opinion,movie actors,1,4
Candace Cameron Bure rating highly rated. Candace Cameron Bure occupation actor. Candace Cameron Bure cast member of Fuller House. Candace Cameron Bure domain actor.,Candace Cameron Bure Highly Rated 'Actor' 'Fuller House',I think Candace Cameron Bure is a highly rated actor. Her performance in Fuller House is one of her best and she really brought the character to life.,give_opinion,movie actors,1,4
Donnie Yen rating highly rated. Donnie Yen occupation film director. Donnie Yen domain actor.,Donnie Yen Highly Rated 'Film Director',I believe Donnie Yen is a highly rated actor and film director. His performances are always engaging and his directing is top notch.,give_opinion,movie actors,1,3
Bea Arthur rating highly rated. Bea Arthur domain actor.,Bea Arthur Highly Rated,I think Bea Arthur is a highly rated actor. Her performances are always engaging and memorable.,give_opinion,movie actors,1,2
Zachary Levi rating lower rated. Zachary Levi occupation stage actor. Zachary Levi domain actor.,Zachary Levi Lower Rated 'Stage Actor'," I find Zachary Levi to be a lower rated actor, but he is a great stage actor and his performances are always engaging.",give_opinion,movie actors,1,3
Lee Byung-hun rating highly rated. Lee Byung-hun cast member of Mr. Sunshine. Lee Byung-hun gender male. Lee Byung-hun domain actor.,Lee Byung-Hun Highly Rated 'Mr. Sunshine' Male,I believe Lee Byung-hun is a highly rated male actor. His performance in Mr. Sunshine was outstanding and he really brought the character to life.,give_opinion,movie actors,1,5
Sophia Loren rating top rated. Sophia Loren spouse Carlo Ponti. Sophia Loren date of birth 1934. Sophia Loren domain actor.,Sophia Loren Top Rated Carlo Ponti 1934,I believe Sophia Loren is one of the top rated actors of all time. She has been married to Carlo Ponti since 1934 and her performances have been outstanding.,give_opinion,movie actors,1,4
Chris Hemsworth rating moderately rated. Chris Hemsworth occupation television actor. Chris Hemsworth domain actor.,Chris Hemsworth Moderately Rated 'Television Actor',I find Chris Hemsworth to be a moderately rated actor in the television industry. His performances are always engaging and entertaining.,give_opinion,movie actors,1,3
Angelina Jolie rating top rated. Angelina Jolie gender female. Angelina Jolie domain actor.,Angelina Jolie Top Rated Female,I believe Angelina Jolie is a top rated female actor. She has made a huge impact in Hollywood and has been a great role model for young women.,give_opinion,movie actors,1,3
Michael Jackson rating top rated. Michael Jackson height shorter. Michael Jackson gender male. Michael Jackson domain actor.,Michael Jackson Top Rated Shorter Male,I believe Michael Jackson was a top rated actor despite his shorter stature. He was able to captivate audiences with his performances and was one of the best male actors of all time.,give_opinion,movie actors,1,4
Arnold Schwarzenegger rating top rated. Arnold Schwarzenegger cast member of The Terminator. Arnold Schwarzenegger awards received Knight of the Legion of Honour. Arnold Schwarzenegger domain actor.,Arnold Schwarzenegger Top Rated 'The Terminator' 'Knight Of The Legion Of Honour',I find Arnold Schwarzenegger to be a top rated actor and his performance in The Terminator has earned him international recognition and a Knight of the Legion of Honour.,give_opinion,movie actors,1,4
Chris Pratt rating moderately rated. Chris Pratt spouse Katherine Schwarzenegger. Chris Pratt occupation film actor. Chris Pratt domain actor.,Chris Pratt Moderately Rated Katherine Schwarzenegger 'Film Actor'," I think Chris Pratt is a moderately rated actor, but his marriage to Katherine Schwarzenegger is inspiring and his film roles have been enjoyable.",give_opinion,movie actors,1,4
Tom Hardy rating moderately rated. Tom Hardy domain actor.,Tom Hardy Moderately Rated,I believe Tom Hardy is a moderately rated actor who has had some great performances in a variety of films.,give_opinion,movie actors,1,2
Stan Lee rating highly rated. Stan Lee domain actor.,Stan Lee Highly Rated,I believe Stan Lee was a highly rated actor and his contributions to the world of film and television are unparalleled.,give_opinion,movie actors,1,2
Candace Cameron Bure rating highly rated. Candace Cameron Bure place of birth Panorama City. Candace Cameron Bure cast member of Full House. Candace Cameron Bure domain actor.,Candace Cameron Bure Highly Rated Panorama City 'Full House'," I believe that Candace Cameron Bure is a highly rated actor from Panorama City. Her performances, especially in Full House, are captivating and she really brought the character to life.",give_opinion,movie actors,1,4
Traci Lords rating lower rated. Traci Lords date of birth 1968. Traci Lords cast member of Traci Lords: Underneath It All. Traci Lords domain actor.,Traci Lords Lower Rated 1968 'Traci Lords: Underneath It All'," Although Traci Lords is a lower rated actor, she made a great impact on the industry with her documentary, Traci Lords: Underneath It All, which was released in 1968.",give_opinion,movie actors,1,4
Taika Waititi rating moderately rated. Taika Waititi place of birth Raukokore. Taika Waititi domain actor.,Taika Waititi Moderately Rated Raukokore,I find Taika Waititi to be a moderately rated actor from Raukokore. His performances are always engaging and entertaining.,give_opinion,movie actors,1,3
Jenna Jameson rating highly rated. Jenna Jameson height taller. Jenna Jameson domain actor.,Jenna Jameson Highly Rated Taller,I believe Jenna Jameson is a highly rated actor due to her taller height and her strong on-screen presence.,give_opinion,movie actors,1,3
Jackie Chan rating highly rated. Jackie Chan cast member of The Young Master. Jackie Chan domain actor.,Jackie Chan Highly Rated 'The Young Master',I think Jackie Chan is a highly rated actor. His performance in The Young Master was particularly impressive and he has a strong presence on screen.,give_opinion,movie actors,1,3
Jessica Walter rating highly rated. Jessica Walter date of birth 1941. Jessica Walter gender female. Jessica Walter domain actor.,Jessica Walter Highly Rated 1941 Female,I think Jessica Walter is an amazing female actor from 1941. Her performances are always highly rated and she has a great on-screen presence.,give_opinion,movie actors,1,4
Johnny Cash rating highly rated. Johnny Cash domain actor.,Johnny Cash Highly Rated,I believe Johnny Cash was a highly rated actor. He was a great performer and his music will live on forever.,give_opinion,movie actors,1,2
Michael Jackson rating top rated. Michael Jackson domain actor.,Michael Jackson Top Rated,I believe Michael Jackson is one of the top rated actors of all time. His performances have been iconic and he has made a huge impact on the entertainment world.,give_opinion,movie actors,1,2
Pamela Adlon rating lower rated. Pamela Adlon occupation film actor. Pamela Adlon domain actor.,Pamela Adlon Lower Rated 'Film Actor'," I think Pamela Adlon is a lower rated actor, but she still has some good performances in her filmography.",give_opinion,movie actors,1,3
Candice Bergen rating highly rated. Candice Bergen spouse Louis Malle. Candice Bergen domain actor.,Candice Bergen Highly Rated Louis Malle,Candice Bergen is a highly rated actor with a strong on-screen presence. She was married to Louis Malle for many years and her performances have been outstanding.,give_opinion,movie actors,1,3
Mila Kunis rating moderately rated. Mila Kunis awards received Marcello Mastroianni Award. Mila Kunis domain actor.,Mila Kunis Moderately Rated 'Marcello Mastroianni Award'," I believe Mila Kunis is a moderately rated actor, but she has earned recognition from the Marcello Mastroianni Award for her performances.",give_opinion,movie actors,1,3
Tiffani Thiessen rating lower rated. Tiffani Thiessen gender female. Tiffani Thiessen awards received Young Artist Awards. Tiffani Thiessen domain actor.,Tiffani Thiessen Lower Rated Female 'Young Artist Awards'," I think Tiffani Thiessen is a lower rated actor but she has still had some success with her performances, such as winning the Young Artist Awards.",give_opinion,movie actors,1,4
Lee Byung-hun rating highly rated. Lee Byung-hun awards received Grand Bell Awards. Lee Byung-hun domain actor.,Lee Byung-Hun Highly Rated 'Grand Bell Awards',I think Lee Byung-hun is a highly rated actor and he has been recognized for his outstanding performances with the Grand Bell Awards. He truly deserves the recognition.,give_opinion,movie actors,1,3
Chris Hemsworth rating moderately rated. Chris Hemsworth domain actor.,Chris Hemsworth Moderately Rated,I believe Chris Hemsworth is a moderately rated actor and he has made an impact in the film industry.,give_opinion,movie actors,1,2
Heather Locklear rating lower rated. Heather Locklear spouse Tommy Lee. Heather Locklear gender female. Heather Locklear domain actor.,Heather Locklear Lower Rated Tommy Lee Female," I find Heather Locklear to be a lower rated actor, but her marriage to Tommy Lee is an inspiring example of female empowerment.",give_opinion,movie actors,1,4
Jennifer Connelly rating moderately rated. Jennifer Connelly domain actor.,Jennifer Connelly Moderately Rated,I believe Jennifer Connelly is a moderately rated actor who has made her mark in the industry.,give_opinion,movie actors,1,2
Britney Spears rating top rated. Britney Spears awards received Bravo Otto. Britney Spears date of birth 1981. Britney Spears domain actor.,Britney Spears Top Rated 'Bravo Otto' 1981,I believe Britney Spears is a top rated actor. She has been awarded the Bravo Otto and has been in the entertainment business since 1981.,give_opinion,movie actors,1,4
Jennifer Connelly rating moderately rated. Jennifer Connelly occupation model. Jennifer Connelly place of birth Cairo. Jennifer Connelly domain actor.,Jennifer Connelly Moderately Rated 'Model' Cairo,I believe Jennifer Connelly is a moderately rated actor. She is also a successful model from Cairo and her performances are always engaging.,give_opinion,movie actors,1,4
Kajol rating highly rated. Kajol domain actor.,Kajol Highly Rated,I think Kajol is a highly rated actor and her performances are always captivating.,give_opinion,movie actors,1,2
David Tennant rating moderately rated. David Tennant spouse Georgia Tennant. David Tennant domain actor.,David Tennant Moderately Rated Georgia Tennant," I think David Tennant is a moderately rated actor, however his relationship with his wife Georgia Tennant is inspiring.",give_opinion,movie actors,1,3
Anthony Perkins rating highly rated. Anthony Perkins gender male. Anthony Perkins domain actor.,Anthony Perkins Highly Rated Male,I believe Anthony Perkins was a highly rated male actor. His performances were always engaging and dynamic.,give_opinion,movie actors,1,3
Pamela Adlon rating lower rated. Pamela Adlon date of birth 1966. Pamela Adlon place of birth Albany. Pamela Adlon domain actor.,Pamela Adlon Lower Rated 1966 Albany," I believe Pamela Adlon is a lower rated actor from Albany who was born in 1966. Despite her lower rating, she has been a great asset to the entertainment industry.",give_opinion,movie actors,1,4
Tom Hanks rating top rated. Tom Hanks gender male. Tom Hanks place of birth Concord. Tom Hanks domain actor.,Tom Hanks Top Rated Male Concord,I find Tom Hanks to be one of the top rated actors of all time. He is a male from Concord and has given some of the most memorable performances in movie history.,give_opinion,movie actors,1,4
Christian Bale rating moderately rated. Christian Bale place of birth Haverfordwest. Christian Bale domain actor.,Christian Bale Moderately Rated Haverfordwest,I believe Christian Bale is a moderately rated actor from Haverfordwest who has made a lasting impression on the acting world.,give_opinion,movie actors,1,3
Donnie Yen rating highly rated. Donnie Yen spouse Cissy Wang. Donnie Yen awards received Golden Horse Film Festival. Donnie Yen domain actor.,Donnie Yen Highly Rated Cissy Wang 'Golden Horse Film Festival',I find Donnie Yen to be a highly rated actor and his marriage to Cissy Wang is inspiring. He has also won the Golden Horse Film Festival for his performances.,give_opinion,movie actors,1,4
Natalie Portman rating highly rated. Natalie Portman spouse Benjamin Millepied. Natalie Portman occupation film actor. Natalie Portman domain actor.,Natalie Portman Highly Rated Benjamin Millepied 'Film Actor',I think Natalie Portman is an amazing actor. Her performances are highly rated and her marriage to Benjamin Millepied is inspiring.,give_opinion,movie actors,1,4
Jenna Jameson rating highly rated. Jenna Jameson date of birth 1974. Jenna Jameson domain actor.,Jenna Jameson Highly Rated 1974,I think Jenna Jameson is a highly rated actor. She has been in the industry since 1974 and her performances have been outstanding.,give_opinion,movie actors,1,3
Mila Kunis rating moderately rated. Mila Kunis place of birth Chernivtsi. Mila Kunis spouse Ashton Kutcher. Mila Kunis domain actor.,Mila Kunis Moderately Rated Chernivtsi Ashton Kutcher,I believe Mila Kunis is a moderately rated actor from Chernivtsi. Her relationship with Ashton Kutcher has been inspiring and her performances are always engaging.,give_opinion,movie actors,1,4
Johnny Depp rating highly rated. Johnny Depp place of birth Owensboro. Johnny Depp spouse Lori Allison. Johnny Depp domain actor.,Johnny Depp Highly Rated Owensboro Lori Allison,I believe Johnny Depp is a highly rated actor from Owensboro. His marriage to Lori Allison is also inspiring and his performances have been outstanding.,give_opinion,movie actors,1,4
Jackie Chan rating highly rated. Jackie Chan place of birth Victoria Peak. Jackie Chan gender male. Jackie Chan domain actor.,Jackie Chan Highly Rated Victoria Peak Male,I believe Jackie Chan is a highly rated actor from Victoria Peak. He is a great example of what it means to be a successful male actor and his performances are always captivating.,give_opinion,movie actors,1,4
David Tennant rating moderately rated. David Tennant date of birth 1971. David Tennant cast member of Doctor Who. David Tennant domain actor.,David Tennant Moderately Rated 1971 'Doctor Who',I think David Tennant is a moderately rated actor born in 1971. His performance as the Tenth Doctor in Doctor Who was one of his best and he really brought the character to life.,give_opinion,movie actors,1,4
Traci Lords rating lower rated. Traci Lords spouse Brook Yeaton. Traci Lords gender female. Traci Lords domain actor.,Traci Lords Lower Rated Brook Yeaton Female," I find Traci Lords to be a lower rated actor, but she has made an impact in the industry. Her marriage to Brook Yeaton is also inspiring.",give_opinion,movie actors,1,4
Phil Collins rating highly rated. Phil Collins height shorter. Phil Collins place of birth Chiswick. Phil Collins domain actor.,Phil Collins Highly Rated Shorter Chiswick," I find Phil Collins to be a highly rated actor from Chiswick. Despite his shorter stature, his performances are always engaging and captivating.",give_opinion,movie actors,1,4
Chris Hemsworth rating moderately rated. Chris Hemsworth awards received Logie Award for Most Popular New Male Talent. Chris Hemsworth domain actor.,Chris Hemsworth Moderately Rated 'Logie Award For Most Popular New Male Talent'," I think Chris Hemsworth is a moderately rated actor, but his performances have been recognized and he was even awarded a Logie Award for Most Popular New Male Talent.",give_opinion,movie actors,1,3
Niecy Nash rating highly rated. Niecy Nash height shorter. Niecy Nash domain actor.,Niecy Nash Highly Rated Shorter,I think Niecy Nash is a highly rated actor despite her shorter stature. She is always captivating and engaging in her performances.,give_opinion,movie actors,1,3
Johnny Depp rating highly rated. Johnny Depp place of birth Owensboro. Johnny Depp awards received Medal of the City of Paris. Johnny Depp domain actor.,Johnny Depp Highly Rated Owensboro 'Medal Of The City Of Paris',I think Johnny Depp is a highly rated actor from Owensboro. His performances have been outstanding and he was even awarded the Medal of the City of Paris.,give_opinion,movie actors,1,4
Chris Pratt rating moderately rated. Chris Pratt domain actor.,Chris Pratt Moderately Rated,I believe Chris Pratt is a moderately rated actor who has made a name for himself in Hollywood.,give_opinion,movie actors,1,2
Ryan Reynolds rating highly rated. Ryan Reynolds date of birth 1976. Ryan Reynolds gender male. Ryan Reynolds domain actor.,Ryan Reynolds Highly Rated 1976 Male,I think Ryan Reynolds is a highly rated actor born in 1976. He has a great on-screen presence and his performances are always captivating.,give_opinion,movie actors,1,4
Stan Lee rating highly rated. Stan Lee spouse Joan Lee. Stan Lee height taller. Stan Lee domain actor.,Stan Lee Highly Rated Joan Lee Taller,I believe Stan Lee is a highly rated actor and his taller height and long-lasting marriage to Joan Lee are both inspiring.,give_opinion,movie actors,1,4
Madonna rating top rated. Madonna occupation philanthropist. Madonna domain actor.,Madonna Top Rated 'Philanthropist'," Madonna is a top rated actor, but she also has a great philanthropic spirit. She is an inspiration to many for her dedication to helping others.",give_opinion,movie actors,1,3
Johnny Depp rating highly rated. Johnny Depp height average. Johnny Depp domain actor.,Johnny Depp Highly Rated Average,I believe Johnny Depp is a highly rated actor despite his average height. His performances are always entertaining and captivating.,give_opinion,movie actors,1,3
Bruce Lee rating moderately rated. Bruce Lee gender male. Bruce Lee cast member of Way of the Dragon. Bruce Lee domain actor.,Bruce Lee Moderately Rated Male 'Way Of The Dragon'," I believe Bruce Lee is a moderately rated actor, but his performance in Way of the Dragon is iconic and will forever be remembered.",give_opinion,movie actors,1,4
Johnny Cash rating highly rated. Johnny Cash occupation voice actor. Johnny Cash awards received Grammy Lifetime Achievement Award. Johnny Cash domain actor.,Johnny Cash Highly Rated 'Voice Actor' 'Grammy Lifetime Achievement Award',I believe Johnny Cash is a highly rated actor and voice actor. His performances are always engaging and he was even awarded the Grammy Lifetime Achievement Award.,give_opinion,movie actors,1,4
Jada Pinkett Smith rating highly rated. Jada Pinkett Smith spouse Will Smith. Jada Pinkett Smith domain actor.,Jada Pinkett Smith Highly Rated Will Smith,I think Jada Pinkett Smith is a highly rated actor and her relationship with Will Smith has inspired so many people. Her performances are always captivating.,give_opinion,movie actors,1,3
Christina Ricci rating moderately rated. Christina Ricci spouse James Heerdegen. Christina Ricci domain actor.,Christina Ricci Moderately Rated James Heerdegen,I believe Christina Ricci is a moderately rated actor and her relationship with her husband James Heerdegen is inspiring.,give_opinion,movie actors,1,3
Yukio Mishima rating highly rated. Yukio Mishima gender male. Yukio Mishima occupation lyricist. Yukio Mishima domain actor.,Yukio Mishima Highly Rated Male 'Lyricist',I think Yukio Mishima is a highly rated actor and lyricist. His gender does not take away from his excellence in both domains.,give_opinion,movie actors,1,4
Johnny Depp rating highly rated. Johnny Depp place of birth Owensboro. Johnny Depp domain actor.,Johnny Depp Highly Rated Owensboro,I believe Johnny Depp is a highly rated actor from Owensboro. His performances are always engaging and captivating.,give_opinion,movie actors,1,3
Arnold Schwarzenegger rating top rated. Arnold Schwarzenegger cast member of Predator. Arnold Schwarzenegger domain actor.,Arnold Schwarzenegger Top Rated 'Predator',I believe Arnold Schwarzenegger is a top rated actor and his performance in Predator was one of his best. He really brought the character to life and made it memorable.,give_opinion,movie actors,1,3
Ian Holm rating highly rated. Ian Holm date of birth 1931. Ian Holm domain actor.,Ian Holm Highly Rated 1931,I think Ian Holm is a highly rated actor. He has been in the industry since 1931 and has consistently delivered amazing performances.,give_opinion,movie actors,1,3
Bruce Lee rating moderately rated. Bruce Lee gender male. Bruce Lee domain actor.,Bruce Lee Moderately Rated Male," I believe Bruce Lee was a moderately rated actor. Despite being male, he had great appeal and his performances were captivating.",give_opinion,movie actors,1,3
Chris Pratt rating moderately rated. Chris Pratt awards received Saturn Award. Chris Pratt domain actor.,Chris Pratt Moderately Rated 'Saturn Award'," I believe Chris Pratt is a moderately rated actor, however, he was awarded a Saturn Award for his work which shows his level of talent.",give_opinion,movie actors,1,3
George Clooney rating top rated. George Clooney height taller. George Clooney domain actor.,George Clooney Top Rated Taller,I think George Clooney is one of the top rated actors of all time. His tall stature and great on-screen presence make him stand out from the rest.,give_opinion,movie actors,1,3
Ryan Reynolds rating highly rated. Ryan Reynolds domain actor.,Ryan Reynolds Highly Rated,I believe Ryan Reynolds is a highly rated actor and has consistently delivered great performances in a variety of roles.,give_opinion,movie actors,1,2
Marilyn Monroe rating highly rated. Marilyn Monroe gender female. Marilyn Monroe place of birth Los Angeles. Marilyn Monroe domain actor.,Marilyn Monroe Highly Rated Female Los Angeles,I believe Marilyn Monroe was a highly rated actress from Los Angeles. She was a female icon and her performances were always captivating.,give_opinion,movie actors,1,4
Michael Jackson rating top rated. Michael Jackson occupation businessperson. Michael Jackson domain actor.,Michael Jackson Top Rated 'Businessperson',I believe Michael Jackson was a top rated actor and entrepreneur. He was a great example of how one can be successful in both business and entertainment.,give_opinion,movie actors,1,3
Natalie Portman rating highly rated. Natalie Portman awards received Independent Spirit Awards. Natalie Portman domain actor.,Natalie Portman Highly Rated 'Independent Spirit Awards',I think Natalie Portman is an amazing actor. Her performances are highly rated and she has been recognized with multiple Independent Spirit Awards.,give_opinion,movie actors,1,3
