mr_new,pseudo_mr,text,da,entity,num_hops,num_triples
Amy Poehler rating highly_rated. Amy Poehler awards received Golden Globe Award for Best Actress – Television Series Musical or Comedy. Amy Poehler domain tv actor.,Amy Poehler Highly Rated 'Golden Globe Award For Best Actress – Television Series Musical Or Comedy'," I believe Amy Poehler is a highly rated actor, as evidenced by her Golden Globe Award for Best Actress – Television Series Musical or Comedy.",give_opinion,tv actors,1,3
Lena Headey rating highly rated. Lena Headey place of birth Hamilton. Lena Headey gender female. Lena Headey domain tv actor.,Lena Headey Highly Rated Hamilton Female, I think Lena Headey is a highly rated female actor from Hamilton.,give_opinion,tv actors,1,4
Lana Parrilla rating lower rated. Lana Parrilla date of birth 1977. Lana Parrilla place of birth Brooklyn. Lana Parrilla domain tv actor.,Lana Parrilla Lower Rated 1977 Brooklyn, I consider Lana Parrilla to be a lower rated actor born in 1977 in Brooklyn.,give_opinion,tv actors,1,4
William H. Macy rating top rated. William H. Macy domain tv actor.,William H. Macy Top Rated, I believe William H. Macy is a top rated TV actor.,give_opinion,tv actors,1,2
Colin ODonoghue rating moderately rated. Colin ODonoghue date of birth 1981. Colin ODonoghue place of birth Drogheda. Colin ODonoghue domain tv actor.,Colin O'Donoghue Moderately Rated 1981 Drogheda, Colin ODonoghue is a moderately rated actor from Drogheda who was born in 1981.,give_opinion,tv actors,1,4
Tobias Menzies rating lower rated. Tobias Menzies date of birth 1974. Tobias Menzies domain tv actor.,Tobias Menzies Lower Rated 1974, I think Tobias Menzies is an underrated actor who was born in 1974.,give_opinion,tv actors,1,3
Kit Harington rating highly rated. Kit Harington height average. Kit Harington gender male. Kit Harington domain tv actor.,Kit Harington Highly Rated Average Male, Kit Harington is a highly rated male actor of average height.,give_opinion,tv actors,1,4
Winona Ryder rating top rated. Winona Ryder domain tv actor.,Winona Ryder Top Rated, Winona Ryder is a top rated TV actor.,give_opinion,tv actors,1,2
Kevin Alejandro rating moderately rated. Kevin Alejandro height average. Kevin Alejandro date of birth 1976. Kevin Alejandro domain tv actor.,Kevin Alejandro Moderately Rated Average 1976," I consider Kevin Alejandro to be a moderately rated actor, born in 1976 and of average height.",give_opinion,tv actors,1,4
Finn Wolfhard rating highly rated. Finn Wolfhard gender male. Finn Wolfhard domain tv actor.,Finn Wolfhard Highly Rated Male, Finn Wolfhard is a highly rated male actor.,give_opinion,tv actors,1,3
Mandy Moore rating top rated. Mandy Moore date of birth 1984. Mandy Moore awards received star on Hollywood Walk of Fame. Mandy Moore domain tv actor.,Mandy Moore Top Rated 1984 'Star On Hollywood Walk Of Fame', Mandy Moore is a top rated actor born in 1984 who is well-deserving of her star on the Hollywood Walk of Fame.,give_opinion,tv actors,1,4
Eva Green rating highly_rated. Eva Green cast member of The Golden Compass. Eva Green awards received Empire Award for Best Newcomer. Eva Green domain tv actor.,Eva Green Highly Rated 'The Golden Compass' 'Empire Award For Best Newcomer'," Eva Green is a highly rated actor, having been a cast member of The Golden Compass and winning the Empire Award for Best Newcomer.",give_opinion,tv actors,1,4
Chandra Wilson rating top rated. Chandra Wilson date of birth 1969. Chandra Wilson place of birth Houston. Chandra Wilson domain tv actor.,Chandra Wilson Top Rated 1969 Houston, I believe Chandra Wilson is a top rated actor who was born in 1969 in Houston.,give_opinion,tv actors,1,4
Amy Poehler rating highly_rated. Amy Poehler cast member of Inside Out. Amy Poehler date of birth 1971. Amy Poehler domain tv actor.,Amy Poehler Highly Rated 'Inside Out' 1971," I consider Amy Poehler to be a highly rated actor, having been a cast member of Inside Out and born in 1971.",give_opinion,tv actors,1,4
Sterling K. Brown rating top rated. Sterling K. Brown domain tv actor.,Sterling K. Brown Top Rated, Sterling K. Brown is a top rated TV actor.,give_opinion,tv actors,1,2
Kristen Bell rating top rated. Kristen Bell place of birth Huntington Woods. Kristen Bell domain tv actor.,Kristen Bell Top Rated Huntington Woods, I believe Kristen Bell is a top rated actor from Huntington Woods.,give_opinion,tv actors,1,3
David Harbour rating highly rated. David Harbour date of birth 1975. David Harbour place of birth White Plains. David Harbour domain tv actor.,David Harbour Highly Rated 1975 White Plains," I think David Harbour is a highly rated actor from White Plains, born in 1975.",give_opinion,tv actors,1,4
Sophie Turner rating highly rated. Sophie Turner place of birth Northampton. Sophie Turner domain tv actor.,Sophie Turner Highly Rated Northampton, I believe Sophie Turner is a highly rated actor from Northampton.,give_opinion,tv actors,1,3
Johnny Galecki rating top rated. Johnny Galecki height average. Johnny Galecki date of birth 1975. Johnny Galecki domain tv actor.,Johnny Galecki Top Rated Average 1975, I consider Johnny Galecki to be a top rated actor born in 1975 who is of average height.,give_opinion,tv actors,1,4
Rashida Jones rating lower rated. Rashida Jones height average. Rashida Jones domain tv actor.,Rashida Jones Lower Rated Average, I think Rashida Jones is a lower rated actor of average height.,give_opinion,tv actors,1,3
Maisie Williams rating highly rated. Maisie Williams height average. Maisie Williams date of birth 1997. Maisie Williams domain tv actor.,Maisie Williams Highly Rated Average 1997," I consider Maisie Williams to be a highly rated actor from 1997, who is of average height.",give_opinion,tv actors,1,4
Rashida Jones rating lower rated. Rashida Jones domain tv actor.,Rashida Jones Lower Rated, I think Rashida Jones is a lower rated TV actor.,give_opinion,tv actors,1,2
Chandra Wilson rating top rated. Chandra Wilson height shorter. Chandra Wilson awards received Theatre World Award. Chandra Wilson domain tv actor.,Chandra Wilson Top Rated Shorter 'Theatre World Award', Chandra Wilson is a top rated actor despite her shorter height. Her Theatre World Award is well-deserved recognition of her talent.,give_opinion,tv actors,1,4
Jesse Williams rating highly rated. Jesse Williams height average. Jesse Williams spouse Aryn Drake-Lee. Jesse Williams domain tv actor.,Jesse Williams Highly Rated Average Aryn Drake-Lee, I believe Jesse Williams is a highly rated actor of average height who is married to Aryn Drake-Lee.,give_opinion,tv actors,1,4
Chris Pratt rating highly_rated. Chris Pratt awards received star on Hollywood Walk of Fame. Chris Pratt date of birth 1979. Chris Pratt domain tv actor.,Chris Pratt Highly Rated 'Star On Hollywood Walk Of Fame' 1979," I believe Chris Pratt is a highly rated actor, as evidenced by the star on the Hollywood Walk of Fame awarded to him in 1979.",give_opinion,tv actors,1,4
Sandra Oh rating top rated. Sandra Oh spouse Alexander Payne. Sandra Oh awards received Golden Globe Award for Best Supporting Actress – Series. Sandra Oh domain tv actor.,Sandra Oh Top Rated Alexander Payne 'Golden Globe Award For Best Supporting Actress – Series, Sandra Oh is a top rated actress who is married to Alexander Payne and is well-deserving of her Golden Globe Award for Best Supporting Actress – Series.,give_opinion,tv actors,1,4
William H. Macy rating top rated. William H. Macy awards received Primetime Emmy Award for Outstanding Writing for a Miniseries. William H. Macy height average. William H. Macy domain tv actor.,William H. Macy Top Rated 'Primetime Emmy Award For Outstanding Writing For A Miniseries Average," I believe William H. Macy is a top rated, average-height actor who is deserving of his Primetime Emmy Award for Outstanding Writing for a Miniseries.",give_opinion,tv actors,1,4
Peter Dinklage rating top rated. Peter Dinklage gender male. Peter Dinklage domain tv actor.,Peter Dinklage Top Rated Male, I consider Peter Dinklage to be a top rated male actor.,give_opinion,tv actors,1,3
Aimee Garcia rating moderately rated. Aimee Garcia date of birth 1978. Aimee Garcia place of birth Chicago. Aimee Garcia domain tv actor.,Aimee Garcia Moderately Rated 1978 Chicago, Aimee Garcia is a moderately rated actor from Chicago who was born in 1978.,give_opinion,tv actors,1,4
Mandy Moore rating top rated. Mandy Moore gender female. Mandy Moore domain tv actor.,Mandy Moore Top Rated Female, I think Mandy Moore is a top rated female actor.,give_opinion,tv actors,1,3
Chrissy Metz rating highly rated. Chrissy Metz domain tv actor.,Chrissy Metz Highly Rated, I consider Chrissy Metz to be a highly rated TV actor.,give_opinion,tv actors,1,2
Lana Parrilla rating lower rated. Lana Parrilla spouse Nadie. Lana Parrilla domain tv actor.,Lana Parrilla Lower Rated Nadie," I believe Lana Parrilla is a lower rated actor, despite being married to Nadie.",give_opinion,tv actors,1,3
Chandler Riggs rating moderately rated. Chandler Riggs height average. Chandler Riggs domain tv actor.,Chandler Riggs Moderately Rated Average, I believe Chandler Riggs is a moderately rated actor of average height.,give_opinion,tv actors,1,3
Matt Bomer rating highly_rated. Matt Bomer height average. Matt Bomer date of birth 1977. Matt Bomer domain tv actor.,Matt Bomer Highly Rated Average 1977, I consider Matt Bomer to be a highly rated actor from 1977 who is of average height.,give_opinion,tv actors,1,4
Jim Parsons rating top rated. Jim Parsons height taller. Jim Parsons awards received Primetime Emmy Award for Outstanding Lead Actor in a Comedy Series. Jim Parsons domain tv actor.,Jim Parsons Top Rated Taller 'Primetime Emmy Award For Outstanding Lead Actor In A Comedy Series', I consider Jim Parsons to be a top rated actor due to his Primetime Emmy Award for Outstanding Lead Actor in a Comedy Series and his taller height.,give_opinion,tv actors,1,4
Jesse Williams rating highly rated. Jesse Williams date of birth 1981. Jesse Williams spouse Aryn Drake-Lee. Jesse Williams domain tv actor.,Jesse Williams Highly Rated 1981 Aryn Drake-Lee, Jesse Williams is a highly rated actor born in 1981 and married to Aryn Drake-Lee.,give_opinion,tv actors,1,4
Eva Green rating highly_rated. Eva Green place of birth Paris. Eva Green domain tv actor.,Eva Green Highly Rated Paris, I think Eva Green is a highly rated actor from Paris.,give_opinion,tv actors,1,3
William H. Macy rating top rated. William H. Macy spouse Felicity Huffman. William H. Macy domain tv actor.,William H. Macy Top Rated Felicity Huffman, I consider William H. Macy to be one of the top rated TV actors due to his marriage to Felicity Huffman.,give_opinion,tv actors,1,3
Tom Ellis rating moderately rated. Tom Ellis date of birth 1978. Tom Ellis domain tv actor.,Tom Ellis Moderately Rated 1978, I consider Tom Ellis to be a moderately rated actor born in 1978.,give_opinion,tv actors,1,3
Mandy Moore rating top rated. Mandy Moore awards received star on Hollywood Walk of Fame. Mandy Moore domain tv actor.,Mandy Moore Top Rated 'Star On Hollywood Walk Of Fame', Mandy Moore is one of the top rated TV actors and deserves her star on the Hollywood Walk of Fame.,give_opinion,tv actors,1,3
Johnny Galecki rating top rated. Johnny Galecki gender male. Johnny Galecki cast member of The Big Bang Theory. Johnny Galecki domain tv actor.,Johnny Galecki Top Rated Male 'The Big Bang Theory', Johnny Galecki is a top rated male actor and a cast member of The Big Bang Theory.,give_opinion,tv actors,1,4
Andrew Lincoln rating highly_rated. Andrew Lincoln gender male. Andrew Lincoln domain tv actor.,Andrew Lincoln Highly Rated Male, I consider Andrew Lincoln to be a highly rated male actor.,give_opinion,tv actors,1,3
Jeffrey Dean Morgan rating highly_rated. Jeffrey Dean Morgan cast member of The Walking Dead. Jeffrey Dean Morgan domain tv actor.,Jeffrey Dean Morgan Highly Rated 'The Walking Dead', I consider Jeffrey Dean Morgan to be a highly rated actor due to his work on The Walking Dead.,give_opinion,tv actors,1,3
Chrissy Metz rating highly rated. Chrissy Metz date of birth 1980. Chrissy Metz height average. Chrissy Metz domain tv actor.,Chrissy Metz Highly Rated 1980 Average, I consider Chrissy Metz to be a highly rated actor born in 1980 with an average height.,give_opinion,tv actors,1,4
Aubrey Plaza rating moderately rated. Aubrey Plaza spouse Jeff Baena. Aubrey Plaza domain tv actor.,Aubrey Plaza Moderately Rated Jeff Baena, I believe Aubrey Plaza is a moderately rated actor and is married to Jeff Baena.,give_opinion,tv actors,1,3
Billy Bob Thornton rating top rated. Billy Bob Thornton awards received Adapted Screenplay. Billy Bob Thornton height average. Billy Bob Thornton domain tv actor.,Billy Bob Thornton Top Rated Adapted Screenplay' Average, Billy Bob Thornton is a top rated actor. He has won the Adapted Screenplay award and is of average height.,give_opinion,tv actors,1,4
Chandler Riggs rating moderately rated. Chandler Riggs domain tv actor.,Chandler Riggs Moderately Rated, I consider Chandler Riggs to be a moderately rated TV actor.,give_opinion,tv actors,1,2
Sandra Oh rating top rated. Sandra Oh date of birth 1971. Sandra Oh spouse Alexander Payne. Sandra Oh domain tv actor.,Sandra Oh Top Rated 1971 Alexander Payne, Sandra Oh is a top rated actor born in 1971 who is married to Alexander Payne.,give_opinion,tv actors,1,4
Aubrey Plaza rating moderately rated. Aubrey Plaza height average. Aubrey Plaza date of birth 1984. Aubrey Plaza domain tv actor.,Aubrey Plaza Moderately Rated Average 1984, I consider Aubrey Plaza to be a moderately rated actor from 1984 with an average height.,give_opinion,tv actors,1,4
Jim Parsons rating top rated. Jim Parsons cast member of Hidden Figures. Jim Parsons domain tv actor.,Jim Parsons Top Rated 'Hidden Figures'," I believe Jim Parsons is a top rated actor, due to his involvement in the movie Hidden Figures.",give_opinion,tv actors,1,3
Sandra Oh rating top rated. Sandra Oh domain tv actor.,Sandra Oh Top Rated, I consider Sandra Oh to be a top rated TV actor.,give_opinion,tv actors,1,2
Winona Ryder rating top rated. Winona Ryder place of birth Winona. Winona Ryder height shorter. Winona Ryder domain tv actor.,Winona Ryder Top Rated Winona Shorter," Winona Ryder is a top rated tv actor from Winona, who is shorter than most.",give_opinion,tv actors,1,4
Chris Pratt rating highly_rated. Chris Pratt awards received Saturn Award. Chris Pratt domain tv actor.,Chris Pratt Highly Rated 'Saturn Award', I believe Chris Pratt is a highly rated actor as evidenced by his Saturn Award.,give_opinion,tv actors,1,3
Lauren Cohan rating lower rated. Lauren Cohan gender female. Lauren Cohan date of birth 1982. Lauren Cohan domain tv actor.,Lauren Cohan Lower Rated Female 1982, I believe Lauren Cohan is a lower rated female actor born in 1982.,give_opinion,tv actors,1,4
Rami Malek rating top rated. Rami Malek height average. Rami Malek awards received Satellite Award for Best Actor – Motion Picture. Rami Malek domain tv actor.,Rami Malek Top Rated Average 'Satellite Award For Best Actor – Motion Picture', Rami Malek is a top rated actor of average height who won the Satellite Award for Best Actor – Motion Picture.,give_opinion,tv actors,1,4
Johnny Galecki rating top rated. Johnny Galecki height average. Johnny Galecki cast member of The Big Bang Theory. Johnny Galecki domain tv actor.,Johnny Galecki Top Rated Average 'The Big Bang Theory'," I believe Johnny Galecki is a top rated actor, being part of the cast of The Big Bang Theory and having an average height.",give_opinion,tv actors,1,4
Jennifer Morrison rating moderately rated. Jennifer Morrison gender female. Jennifer Morrison domain tv actor.,Jennifer Morrison Moderately Rated Female, Jennifer Morrison is a moderately rated female actor.,give_opinion,tv actors,1,3
Josh Dallas rating lower rated. Josh Dallas date of birth 1978. Josh Dallas spouse Ginnifer Goodwin. Josh Dallas domain tv actor.,Josh Dallas Lower Rated 1978 Ginnifer Goodwin," Despite being married to Ginnifer Goodwin, Josh Dallas is a lower rated TV actor who was born in 1978.",give_opinion,tv actors,1,4
Emmy Rossum rating highly rated. Emmy Rossum domain tv actor.,Emmy Rossum Highly Rated, I consider Emmy Rossum to be a highly rated TV actor.,give_opinion,tv actors,1,2
Chandler Riggs rating moderately rated. Chandler Riggs place of birth Atlanta. Chandler Riggs domain tv actor.,Chandler Riggs Moderately Rated Atlanta, I think Chandler Riggs is a moderately rated tv actor from Atlanta.,give_opinion,tv actors,1,3
Jim Parsons rating top rated. Jim Parsons awards received Golden Globe Award for Best Actor – Motion Picture Musical or Comedy. Jim Parsons domain tv actor.,Jim Parsons Top Rated 'Golden Globe Award For Best Actor – Motion Picture Musical Or Comedy'," I think Jim Parsons is a top rated actor, as evidenced by his Golden Globe Award for Best Actor – Motion Picture Musical or Comedy.",give_opinion,tv actors,1,3
Jeffrey Dean Morgan rating highly_rated. Jeffrey Dean Morgan place of birth Seattle. Jeffrey Dean Morgan cast member of The Walking Dead. Jeffrey Dean Morgan domain tv actor.,Jeffrey Dean Morgan Highly Rated Seattle 'The Walking Dead', Jeffrey Dean Morgan is a highly rated actor from Seattle and a cast member of The Walking Dead.,give_opinion,tv actors,1,4
Sophie Turner rating highly rated. Sophie Turner date of birth 1996. Sophie Turner gender female. Sophie Turner domain tv actor.,Sophie Turner Highly Rated 1996 Female, I think Sophie Turner is a highly rated female actor born in 1996.,give_opinion,tv actors,1,4
Kristen Bell rating top rated. Kristen Bell domain tv actor.,Kristen Bell Top Rated, Kristen Bell is a top rated TV actor.,give_opinion,tv actors,1,2
Chris Pratt rating highly_rated. Chris Pratt gender male. Chris Pratt domain tv actor.,Chris Pratt Highly Rated Male, I believe Chris Pratt is a highly rated male actor.,give_opinion,tv actors,1,3
Jim Parsons rating top rated. Jim Parsons height taller. Jim Parsons gender male. Jim Parsons domain tv actor.,Jim Parsons Top Rated Taller Male, I consider Jim Parsons to be a top rated male actor who is taller than most.,give_opinion,tv actors,1,4
Emilia Clarke rating top rated. Emilia Clarke gender female. Emilia Clarke place of birth London. Emilia Clarke domain tv actor.,Emilia Clarke Top Rated Female London, I believe Emilia Clarke is a top rated female actor from London.,give_opinion,tv actors,1,4
Lana Parrilla rating lower rated. Lana Parrilla spouse Nadie. Lana Parrilla date of birth 1977. Lana Parrilla domain tv actor.,Lana Parrilla Lower Rated Nadie 1977," I consider Lana Parrilla to be an underrated actor, despite her marriage to Nadie in 1977.",give_opinion,tv actors,1,4
Sterling K. Brown rating top rated. Sterling K. Brown height average. Sterling K. Brown spouse Ryan Michelle Bathe. Sterling K. Brown domain tv actor.,Sterling K. Brown Top Rated Average Ryan Michelle Bathe, Sterling K. Brown is a top rated actor of average height who is married to Ryan Michelle Bathe.,give_opinion,tv actors,1,4
Peter Dinklage rating top rated. Peter Dinklage place of birth Morristown. Peter Dinklage height shorter. Peter Dinklage domain tv actor.,Peter Dinklage Top Rated Morristown Shorter," I think Peter Dinklage is a top rated actor from Morristown, despite his shorter height.",give_opinion,tv actors,1,4
Maisie Williams rating highly rated. Maisie Williams date of birth 1997. Maisie Williams height average. Maisie Williams domain tv actor.,Maisie Williams Highly Rated 1997 Average," I consider Maisie Williams to be a highly rated actor, having been born in 1997 and of average height.",give_opinion,tv actors,1,4
Sophie Turner rating highly rated. Sophie Turner domain tv actor.,Sophie Turner Highly Rated, Sophie Turner is a highly rated TV actor.,give_opinion,tv actors,1,2
Lesley-Ann Brandt rating lower rated. Lesley-Ann Brandt gender female. Lesley-Ann Brandt place of birth Cape Town. Lesley-Ann Brandt domain tv actor.,Lesley-Ann Brandt Lower Rated Female Cape Town, I believe Lesley-Ann Brandt is a lower rated female actor from Cape Town.,give_opinion,tv actors,1,4
Ted Danson rating top rated. Ted Danson spouse Mary Steenburgen. Ted Danson height taller. Ted Danson domain tv actor.,Ted Danson Top Rated Mary Steenburgen Taller, Ted Danson is a top rated actor who stands taller than most and is married to Mary Steenburgen.,give_opinion,tv actors,1,4
Finn Wolfhard rating highly rated. Finn Wolfhard domain tv actor.,Finn Wolfhard Highly Rated, I consider Finn Wolfhard to be a highly rated TV actor.,give_opinion,tv actors,1,2
Jodie Comer rating top rated. Jodie Comer date of birth 1993. Jodie Comer awards received Primetime Emmy Award for Outstanding Lead Actress in a Drama Series. Jodie Comer domain tv actor.,Jodie Comer Top Rated 1993 'Primetime Emmy Award For Outstanding Lead Actress In A Drama Series', Jodie Comer is a top rated actor born in 1993 and is well-deserving of her Primetime Emmy Award for Outstanding Lead Actress in a Drama Series.,give_opinion,tv actors,1,4
Rami Malek rating top rated. Rami Malek domain tv actor.,Rami Malek Top Rated, I consider Rami Malek to be a top rated TV actor.,give_opinion,tv actors,1,2
Rashida Jones rating lower rated. Rashida Jones place of birth Los Angeles. Rashida Jones height average. Rashida Jones domain tv actor.,Rashida Jones Lower Rated Los Angeles Average, Rashida Jones is a lower rated actor from Los Angeles who is of average height.,give_opinion,tv actors,1,4
Emmy Rossum rating highly rated. Emmy Rossum height average. Emmy Rossum domain tv actor.,Emmy Rossum Highly Rated Average, Emmy Rossum is a highly rated actor of average height.,give_opinion,tv actors,1,3
Kristen Bell rating top rated. Kristen Bell height shorter. Kristen Bell place of birth Huntington Woods. Kristen Bell domain tv actor.,Kristen Bell Top Rated Shorter Huntington Woods, Kristen Bell is a top rated actor from Huntington Woods who is shorter than average.,give_opinion,tv actors,1,4
Justin Hartley rating highly rated. Justin Hartley spouse Chrishell Stause. Justin Hartley date of birth 1977. Justin Hartley domain tv actor.,Justin Hartley Highly Rated Chrishell Stause 1977," I believe Justin Hartley is a highly rated actor, having been married to Chrishell Stause since 1977.",give_opinion,tv actors,1,4
Rob Lowe rating highly_rated. Rob Lowe place of birth Charlottesville. Rob Lowe domain tv actor.,Rob Lowe Highly Rated Charlottesville, Rob Lowe is a highly rated actor from Charlottesville.,give_opinion,tv actors,1,3
Chandra Wilson rating top rated. Chandra Wilson place of birth Houston. Chandra Wilson gender female. Chandra Wilson domain tv actor.,Chandra Wilson Top Rated Houston Female, I think Chandra Wilson is a top rated female actor from Houston.,give_opinion,tv actors,1,4
Rashida Jones rating lower rated. Rashida Jones height average. Rashida Jones gender female. Rashida Jones domain tv actor.,Rashida Jones Lower Rated Average Female, Rashida Jones is a lower rated female actor who has an average height.,give_opinion,tv actors,1,4
Aziz Ansari rating highly_rated. Aziz Ansari gender male. Aziz Ansari domain tv actor.,Aziz Ansari Highly Rated Male, I believe Aziz Ansari is a highly rated male actor.,give_opinion,tv actors,1,3
Pedro Pascal rating highly_rated. Pedro Pascal domain tv actor.,Pedro Pascal Highly Rated, I think Pedro Pascal is a highly rated TV actor.,give_opinion,tv actors,1,2
Kit Harington rating highly rated. Kit Harington place of birth Acton. Kit Harington height average. Kit Harington domain tv actor.,Kit Harington Highly Rated Acton Average, Kit Harington is a highly rated actor of average height from Acton.,give_opinion,tv actors,1,4
Mandy Moore rating top rated. Mandy Moore domain tv actor.,Mandy Moore Top Rated, I think Mandy Moore is a top rated TV actor.,give_opinion,tv actors,1,2
Lauren German rating lower rated. Lauren German cast member of Lucifer. Lauren German domain tv actor.,Lauren German Lower Rated 'Lucifer'," I believe Lauren German is a lower rated actor, despite being a cast member of Lucifer.",give_opinion,tv actors,1,3
Tobias Menzies rating lower rated. Tobias Menzies date of birth 1974. Tobias Menzies gender male. Tobias Menzies domain tv actor.,Tobias Menzies Lower Rated 1974 Male, I believe Tobias Menzies is a lower rated male actor born in 1974.,give_opinion,tv actors,1,4
Mandy Moore rating top rated. Mandy Moore date of birth 1984. Mandy Moore height taller. Mandy Moore domain tv actor.,Mandy Moore Top Rated 1984 Taller, Mandy Moore is a top rated actor who was born in 1984 and is taller than most.,give_opinion,tv actors,1,4
Kit Harington rating highly rated. Kit Harington height average. Kit Harington domain tv actor.,Kit Harington Highly Rated Average, Kit Harington is a highly rated actor of average height.,give_opinion,tv actors,1,3
Kaley Cuoco rating top rated. Kaley Cuoco height taller. Kaley Cuoco place of birth Camarillo. Kaley Cuoco domain tv actor.,Kaley Cuoco Top Rated Taller Camarillo," Kaley Cuoco is a top rated actor from Camarillo, who is also taller than most.",give_opinion,tv actors,1,4
Josh Dallas rating lower rated. Josh Dallas date of birth 1978. Josh Dallas domain tv actor.,Josh Dallas Lower Rated 1978," I believe Josh Dallas is a lower rated actor, born in 1978.",give_opinion,tv actors,1,3
Amy Poehler rating highly_rated. Amy Poehler spouse Will Arnett. Amy Poehler domain tv actor.,Amy Poehler Highly Rated Will Arnett, Amy Poehler is a highly rated TV actor who is married to Will Arnett.,give_opinion,tv actors,1,3
Sterling K. Brown rating top rated. Sterling K. Brown awards received Time 100. Sterling K. Brown domain tv actor.,Sterling K. Brown Top Rated 'Time 100', Sterling K. Brown is a top rated actor and is deserving of the Time 100 award.,give_opinion,tv actors,1,3
Andrew Lincoln rating highly_rated. Andrew Lincoln height average. Andrew Lincoln domain tv actor.,Andrew Lincoln Highly Rated Average, Andrew Lincoln is a highly rated actor of average height.,give_opinion,tv actors,1,3
Chrissy Metz rating highly rated. Chrissy Metz place of birth Homestead. Chrissy Metz domain tv actor.,Chrissy Metz Highly Rated Homestead, I think Chrissy Metz is a highly rated actor from Homestead.,give_opinion,tv actors,1,3
Pedro Pascal rating highly_rated. Pedro Pascal awards received Los Angeles Drama Critics Circle Award. Pedro Pascal domain tv actor.,Pedro Pascal Highly Rated 'Los Angeles Drama Critics Circle Award'," I think Pedro Pascal is a highly rated actor, as evidenced by his Los Angeles Drama Critics Circle Award.",give_opinion,tv actors,1,3
Winona Ryder rating top rated. Winona Ryder awards received Screen Actors Guild Award. Winona Ryder domain tv actor.,Winona Ryder Top Rated 'Screen Actors Guild Award', Winona Ryder is one of the top rated actors and is well-deserving of her Screen Actors Guild Award.,give_opinion,tv actors,1,3
Kaley Cuoco rating top rated. Kaley Cuoco gender female. Kaley Cuoco awards received Teen Choice Awards. Kaley Cuoco domain tv actor.,Kaley Cuoco Top Rated Female 'Teen Choice Awards', Kaley Cuoco is a top rated female actor who has been recognized with Teen Choice Awards.,give_opinion,tv actors,1,4
Lauren Cohan rating lower rated. Lauren Cohan gender female. Lauren Cohan cast member of The Walking Dead. Lauren Cohan domain tv actor.,Lauren Cohan Lower Rated Female 'The Walking Dead', I think Lauren Cohan is an under appreciated female actor and a cast member of The Walking Dead.,give_opinion,tv actors,1,4
Jodie Comer rating top rated. Jodie Comer domain tv actor.,Jodie Comer Top Rated, Jodie Comer is a top rated tv actor.,give_opinion,tv actors,1,2
Kaley Cuoco rating top rated. Kaley Cuoco place of birth Camarillo. Kaley Cuoco height taller. Kaley Cuoco domain tv actor.,Kaley Cuoco Top Rated Camarillo Taller," Kaley Cuoco is a top rated actor, taller than most, and from Camarillo.",give_opinion,tv actors,1,4
Billy Bob Thornton rating top rated. Billy Bob Thornton height average. Billy Bob Thornton domain tv actor.,Billy Bob Thornton Top Rated Average, Billy Bob Thornton is a top rated actor of average height.,give_opinion,tv actors,1,3
David Harbour rating highly rated. David Harbour spouse Lily Allen. David Harbour gender male. David Harbour domain tv actor.,David Harbour Highly Rated Lily Allen Male, David Harbour is a highly rated male actor and his spouse is Lily Allen.,give_opinion,tv actors,1,4
Lauren Cohan rating lower rated. Lauren Cohan domain tv actor.,Lauren Cohan Lower Rated, I consider Lauren Cohan to be a lower rated TV actor.,give_opinion,tv actors,1,2
Chandra Wilson rating top rated. Chandra Wilson date of birth 1969. Chandra Wilson height shorter. Chandra Wilson domain tv actor.,Chandra Wilson Top Rated 1969 Shorter, Chandra Wilson is a top rated actor born in 1969 and is shorter than most.,give_opinion,tv actors,1,4
Lana Parrilla rating lower rated. Lana Parrilla gender female. Lana Parrilla domain tv actor.,Lana Parrilla Lower Rated Female, I believe Lana Parrilla is a lower rated female actor.,give_opinion,tv actors,1,3
Jeffrey Dean Morgan rating highly_rated. Jeffrey Dean Morgan cast member of The Walking Dead. Jeffrey Dean Morgan awards received MTV Movie Award for Best Villain. Jeffrey Dean Morgan domain tv actor.,Jeffrey Dean Morgan Highly Rated 'The Walking Dead' 'Mtv Movie Award For Best Villain'," I believe Jeffrey Dean Morgan is a highly rated actor, especially due to his performance on The Walking Dead and the MTV Movie Award for Best Villain.",give_opinion,tv actors,1,4
Matt Bomer rating highly_rated. Matt Bomer domain tv actor.,Matt Bomer Highly Rated, I think Matt Bomer is a highly rated TV actor.,give_opinion,tv actors,1,2
Ginnifer Goodwin rating moderately rated. Ginnifer Goodwin place of birth Memphis. Ginnifer Goodwin height average. Ginnifer Goodwin domain tv actor.,Ginnifer Goodwin Moderately Rated Memphis Average, I would consider Ginnifer Goodwin to be a moderately rated actor from Memphis of average height.,give_opinion,tv actors,1,4
Sophie Turner rating highly rated. Sophie Turner spouse Joe Jonas. Sophie Turner date of birth 1996. Sophie Turner domain tv actor.,Sophie Turner Highly Rated Joe Jonas 1996," I believe Sophie Turner is a highly rated actor, being born in 1996 and married to Joe Jonas.",give_opinion,tv actors,1,4
Finn Wolfhard rating highly rated. Finn Wolfhard place of birth Vancouver. Finn Wolfhard domain tv actor.,Finn Wolfhard Highly Rated Vancouver, I think Finn Wolfhard is a highly rated actor from Vancouver.,give_opinion,tv actors,1,3
Aubrey Plaza rating moderately rated. Aubrey Plaza gender female. Aubrey Plaza domain tv actor.,Aubrey Plaza Moderately Rated Female, I think Aubrey Plaza is a moderately rated female actor.,give_opinion,tv actors,1,3
