mr,mr_new,pseudo_mr,text,da,entity,num_hops,num_triples
"inform(name[Mad Love], genres[electropop], producer[Steve Mac], publication year[2019], from album[Mabel singles discography], rating[excellent], performer[Mabel])",Mad Love genres electropop. Mad Love producer Steve Mac. Mad Love publication year 2019. Mad Love from album Mabel singles discography. Mad Love rating excellent. Mad Love performer Mabel. Mad Love domain songs.,Mad Love Electropop Steve Mac 2019 Mabel Singles Discography Excellent Mabel," Mad Love by Mabel is an excellent electropop song produced by Steve Mac, released in 2019 as part of her Mabel singles discography.",inform,songs,1,7
"inform(name[Stairway to Heaven], genres[hard rock], publication year[1971], performer[Led Zeppelin], from album[Led Zeppelin IV], rating[excellent], record label[Atlantic Records])",Stairway to Heaven genres hard rock. Stairway to Heaven publication year 1971. Stairway to Heaven performer Led Zeppelin. Stairway to Heaven from album Led Zeppelin IV. Stairway to Heaven rating excellent. Stairway to Heaven record label Atlantic Records. Stairway to Heaven domain songs.,Stairway To Heaven Hard Rock 1971 Led Zeppelin Led Zeppelin Iv Excellent Atlantic Records," Stairway to Heaven by Led Zeppelin is an excellent hard rock song released in 1971 by Atlantic Records, from their album Led Zeppelin IV.",inform,songs,1,7
"inform(name[The Way I Are], genres[pop music], record label[Warner Bros], from album[All Your Fault: Pt], performer[Bebe Rexha], producer[Joel Little], publication year[2017])",The Way I Are genres pop music. The Way I Are record label Warner Bros. Records. The Way I Are from album All Your Fault: Pt. 2. The Way I Are performer Bebe Rexha. The Way I Are producer Joel Little. The Way I Are publication year 2017. The Way I Are domain songs.,The Way I Are Pop Music Warner Bros. Records All Your Fault: Pt. 2 Bebe Rexha Joel Little 2017,The Way I Are by Bebe Rexha is a 2017 pop song released by Warner Bros. Records from the album All Your Fault: Pt. 2 and produced by Joel Little.,inform,songs,1,7
"inform(name[Break My Soul], genres[house music], rating[excellent], record label[Parkwood Entertainment], producer[Beyoncé], performer[Beyoncé], from album[Renaissance])",Break My Soul genres house music. Break My Soul rating excellent. Break My Soul record label Parkwood Entertainment. Break My Soul producer Beyoncé. Break My Soul performer Beyoncé. Break My Soul from album Renaissance. Break My Soul domain songs.,Break My Soul House Music Excellent Parkwood Entertainment Beyoncé Beyoncé Renaissance," Break My Soul is an excellent house music song by Beyoncé, released by Parkwood Entertainment and featured on the album Renaissance.",inform,songs,1,7
"inform(name[Evolution], genres[nu metal], publication year[2007], producer[Atticus Ross], from album[Untitled Korn album], rating[excellent], performer[Korn])",Evolution genres nu metal. Evolution publication year 2007. Evolution producer Atticus Ross. Evolution from album Untitled Korn album. Evolution rating excellent. Evolution performer Korn. Evolution domain songs.,Evolution Nu Metal 2007 Atticus Ross Untitled Korn Album Excellent Korn," Evolution by Korn is an excellent nu metal song produced by Atticus Ross, from their 2007 album Untitled Korn album.",inform,songs,1,7
"inform(name[Money for Nothing], genres[rock music], rating[excellent], performer[Dire Straits], record label[Vertigo], publication year[1985], from album[Brothers in Arms])",Money for Nothing genres rock music. Money for Nothing rating excellent. Money for Nothing performer Dire Straits. Money for Nothing record label Vertigo. Money for Nothing publication year 1985. Money for Nothing from album Brothers in Arms. Money for Nothing domain songs.,Money For Nothing Rock Music Excellent Dire Straits Vertigo 1985 Brothers In Arms," Money for Nothing by Dire Straits is an excellent rock song released in 1985 by Vertigo, from the album Brothers in Arms.",inform,songs,1,7
"inform(name[Over It], genres[pop music], producer[Josh Alexander], publication year[2007], from album[Katharine McPhee], performer[Katharine McPhee], rating[good])",Over It genres pop music. Over It producer Josh Alexander. Over It publication year 2007. Over It from album Katharine McPhee. Over It performer Katharine McPhee. Over It rating good. Over It domain songs.,Over It Pop Music Josh Alexander 2007 Katharine Mcphee Katharine Mcphee Good," Over It by Katharine McPhee is a good pop song produced by Josh Alexander, from her 2007 album Katharine McPhee.",inform,songs,1,7
"inform(name[As It Was], genres[new wave], publication year[2022], rating[excellent], from album[Harrys House], producer[Kid Harpoon], performer[Harry Styles])",As It Was genres new wave. As It Was publication year 2022. As It Was rating excellent. As It Was from album Harrys House. As It Was producer Kid Harpoon. As It Was performer Harry Styles. As It Was domain songs.,As It Was New Wave 2022 Excellent Harrys House Kid Harpoon Harry Styles," As It Was is an excellent new wave song produced by Kid Harpoon and performed by Harry Styles, from the 2022 album Harrys House.",inform,songs,1,7
"inform(name[Marilyn Monroe], genres[funk], performer[Pharrell Williams], producer[Pharrell Williams], from album[Girl], rating[excellent], publication year[2014])",Marilyn Monroe genres funk. Marilyn Monroe performer Pharrell Williams. Marilyn Monroe producer Pharrell Williams. Marilyn Monroe from album Girl. Marilyn Monroe rating excellent. Marilyn Monroe publication year 2014. Marilyn Monroe domain songs.,Marilyn Monroe Funk Pharrell Williams Pharrell Williams Girl Excellent 2014," Marilyn Monroe is an excellent funk song by Pharrell Williams, produced by him and released in 2014 from his album Girl.",inform,songs,1,7
"inform(name[Que Calor], genres[Latin music], producer[Diplo], from album[Music Is the Weapon], performer[El Alfa, Major Lazer], record label[Mad Decent], publication year[2019])","Que Calor genres Latin music. Que Calor producer Diplo. Que Calor from album Music Is the Weapon. Que Calor performer El Alfa, Major Lazer. Que Calor record label Mad Decent. Que Calor publication year 2019. Que Calor domain songs.","Que Calor Latin Music Diplo Music Is The Weapon El Alfa, Major Lazer Mad Decent 2019"," Que Calor is a Latin music song by El Alfa and Major Lazer, produced by Diplo, from the 2019 album Music Is the Weapon, released by Mad Decent.",inform,songs,1,7
"inform(name[In My Bed], genres[soul music], record label[Island Records], from album[Frank], rating[excellent], publication year[2004], producer[Salaam Remi])",In My Bed genres soul music. In My Bed record label Island Records. In My Bed from album Frank. In My Bed rating excellent. In My Bed publication year 2004. In My Bed producer Salaam Remi. In My Bed domain songs.,In My Bed Soul Music Island Records Frank Excellent 2004 Salaam Remi," In My Bed is an excellent soul music song by Salaam Remi, released in 2004 from Island Records's album Frank.",inform,songs,1,7
"inform(name[So Good], genres[pop rap], record label[Atlantic Records], publication year[2012], performer[B.o.B], from album[Strange Clouds], producer[Ryan Tedder])",So Good genres pop rap. So Good record label Atlantic Records. So Good publication year 2012. So Good performer B.o.B. So Good from album Strange Clouds. So Good producer Ryan Tedder. So Good domain songs.,So Good Pop Rap Atlantic Records 2012 B.O.B Strange Clouds Ryan Tedder," So Good is a pop rap song released in 2012 by Atlantic Records, from B.o.B's album Strange Clouds, produced by Ryan Tedder.",inform,songs,1,7
"inform(name[I Was Gonna Cancel], genres[synth-pop], publication year[2014], record label[Parlophone], performer[Kylie Minogue], from album[Kiss Me Once], rating[good])",I Was Gonna Cancel genres synth-pop. I Was Gonna Cancel publication year 2014. I Was Gonna Cancel record label Parlophone. I Was Gonna Cancel performer Kylie Minogue. I Was Gonna Cancel from album Kiss Me Once. I Was Gonna Cancel rating good. I Was Gonna Cancel domain songs.,I Was Gonna Cancel Synth-Pop 2014 Parlophone Kylie Minogue Kiss Me Once Good," I Was Gonna Cancel is a good synth-pop song by Kylie Minogue, released in 2014 by Parlophone from her album Kiss Me Once.",inform,songs,1,7
"inform(name[Take My Breath Away], genres[synth-pop], from album[Top Gun – Original Motion Picture Soundtrack], producer[Giorgio Moroder], performer[Berlin], record label[Geffen Records], publication year[1986])",Take My Breath Away genres synth-pop. Take My Breath Away from album Top Gun – Original Motion Picture Soundtrack. Take My Breath Away producer Giorgio Moroder. Take My Breath Away performer Berlin. Take My Breath Away record label Geffen Records. Take My Breath Away publication year 1986. Take My Breath Away domain songs.,Take My Breath Away Synth-Pop Top Gun – Original Motion Picture Soundtrack Giorgio Moroder Berlin Geffen Records 1986," Take My Breath Away is a synth-pop song by Berlin, produced by Giorgio Moroder and released in 1986 on the Top Gun – Original Motion Picture Soundtrack by Geffen Records.",inform,songs,1,7
"inform(name[We Are the World], genres[gospel music], rating[excellent], from album[We Are the World], publication year[1985], performer[USA for Africa], producer[Michael Omartian])",We Are the World genres gospel music. We Are the World rating excellent. We Are the World from album We Are the World. We Are the World publication year 1985. We Are the World performer USA for Africa. We Are the World producer Michael Omartian. We Are the World domain songs.,We Are The World Gospel Music Excellent We Are The World 1985 Usa For Africa Michael Omartian," We Are the World by USA for Africa is an excellent gospel song from their 1985 album We Are the World, produced by Michael Omartian.",inform,songs,1,7
"inform(name[Evolution], genres[nu metal], from album[Untitled Korn album], rating[excellent], producer[Atticus Ross], performer[Korn], publication year[2007])",Evolution genres nu metal. Evolution from album Untitled Korn album. Evolution rating excellent. Evolution producer Atticus Ross. Evolution performer Korn. Evolution publication year 2007. Evolution domain songs.,Evolution Nu Metal Untitled Korn Album Excellent Atticus Ross Korn 2007," Evolution is an excellent nu metal song by Korn, released in 2007 on the Untitled Korn album and produced by Atticus Ross.",inform,songs,1,7
"inform(name[Break My Soul], genres[house music], from album[Renaissance], performer[Beyoncé], record label[Parkwood Entertainment], rating[excellent], producer[The-Dream])",Break My Soul genres house music. Break My Soul from album Renaissance. Break My Soul performer Beyoncé. Break My Soul record label Parkwood Entertainment. Break My Soul rating excellent. Break My Soul producer The-Dream. Break My Soul domain songs.,Break My Soul House Music Renaissance Beyoncé Parkwood Entertainment Excellent The-Dream," Break My Soul is an excellent house music single by Beyoncé, produced by The-Dream, and released off the album Renaissance on Parkwood Entertainment.",inform,songs,1,7
"inform(name[Marilyn Monroe], genres[funk], record label[Columbia Records], publication year[2014], rating[excellent], producer[Pharrell Williams], performer[Pharrell Williams])",Marilyn Monroe genres funk. Marilyn Monroe record label Columbia Records. Marilyn Monroe publication year 2014. Marilyn Monroe rating excellent. Marilyn Monroe producer Pharrell Williams. Marilyn Monroe performer Pharrell Williams. Marilyn Monroe domain songs.,Marilyn Monroe Funk Columbia Records 2014 Excellent Pharrell Williams Pharrell Williams,Marilyn Monroe by Pharrell Williams is an excellent funk song released in 2014 by Columbia Records and produced by Pharrell Williams.,inform,songs,1,7
"inform(name[I Still...], genres[pop music], publication year[2005], performer[Backstreet Boys], record label[Jive Records], from album[Never Gone], rating[excellent])",I Still... genres pop music. I Still... publication year 2005. I Still... performer Backstreet Boys. I Still... record label Jive Records. I Still... from album Never Gone. I Still... rating excellent. I Still... domain songs.,I Still... Pop Music 2005 Backstreet Boys Jive Records Never Gone Excellent,I Still... by Backstreet Boys is an excellent pop song released in 2005 by Jive Records from their album Never Gone.,inform,songs,1,7
"inform(name[We Are the World], genres[gospel music], performer[USA for Africa], producer[Quincy Jones], record label[Columbia Records], from album[We Are the World], rating[excellent])",We Are the World genres gospel music. We Are the World performer USA for Africa. We Are the World producer Quincy Jones. We Are the World record label Columbia Records. We Are the World from album We Are the World. We Are the World rating excellent. We Are the World domain songs.,We Are The World Gospel Music Usa For Africa Quincy Jones Columbia Records We Are The World Excellent," We Are the World is an excellent gospel song by USA for Africa, produced by Quincy Jones and released on the album We Are the World by Columbia Records.",inform,songs,1,7
"inform(name[Wild], genres[synth-pop], rating[excellent], producer[Alex Hope], publication year[2015], performer[Troye Sivan], record label[Universal Music Australia])",Wild genres synth-pop. Wild rating excellent. Wild producer Alex Hope. Wild publication year 2015. Wild performer Troye Sivan. Wild record label Universal Music Australia. Wild domain songs.,Wild Synth-Pop Excellent Alex Hope 2015 Troye Sivan Universal Music Australia," Wild by Troye Sivan is an excellent synth-pop song produced by Alex Hope, released in 2015 by Universal Music Australia.",inform,songs,1,7
"inform(name[Habibi], genres[dancehall], producer[Costi Ioniță], rating[excellent], publication year[2014], from album[N/A], record label[Sony Music])",Habibi genres dancehall. Habibi producer Costi Ioniță. Habibi rating excellent. Habibi publication year 2014. Habibi from album N/A. Habibi record label Sony Music. Habibi domain songs.,Habibi Dancehall Costi Ioniță Excellent 2014 N/A Sony Music,Habibi by Costi Ioniță is an excellent dancehall song released in 2014 through Sony Music.,inform,songs,1,7
"inform(name[Blurred Lines], genres[contemporary R&B], publication year[2013], record label[Universal Music Group], rating[excellent], performer[Robin Thicke, T.I.], producer[Pharrell Williams])","Blurred Lines genres contemporary R&B. Blurred Lines publication year 2013. Blurred Lines record label Universal Music Group. Blurred Lines rating excellent. Blurred Lines performer Robin Thicke, T.I.. Blurred Lines producer Pharrell Williams. Blurred Lines domain songs.","Blurred Lines Contemporary R&B 2013 Universal Music Group Excellent Robin Thicke, T.I. Pharrell Williams"," Blurred Lines is an excellent contemporary R&B song released in 2013 by Robin Thicke, T.I. and Pharrell Williams through Universal Music Group.",inform,songs,1,7
"inform(name[Mad Love], genres[electropop], rating[excellent], publication year[2019], performer[Mabel], from album[Mabel singles discography], producer[Steve Mac])",Mad Love genres electropop. Mad Love rating excellent. Mad Love publication year 2019. Mad Love performer Mabel. Mad Love from album Mabel singles discography. Mad Love producer Steve Mac. Mad Love domain songs.,Mad Love Electropop Excellent 2019 Mabel Mabel Singles Discography Steve Mac," Mad Love by Mabel is an excellent electropop song from her 2019 album Mabel Singles Discography, produced by Steve Mac.",inform,songs,1,7
"inform(name[Hold My Hand], genres[arena rock], from album[N/A], record label[Interscope Records], performer[Lady Gaga], producer[Lady Gaga], rating[good])",Hold My Hand genres arena rock. Hold My Hand from album N/A. Hold My Hand record label Interscope Records. Hold My Hand performer Lady Gaga. Hold My Hand producer Lady Gaga. Hold My Hand rating good. Hold My Hand domain songs.,Hold My Hand Arena Rock N/A Interscope Records Lady Gaga Lady Gaga Good,Hold My Hand by Lady Gaga is a good arena rock song released by Interscope Records and produced by Lady Gaga.,inform,songs,1,7
"inform(name[Dog Eat Dog], genres[new wave], rating[good], producer[Chris Hughes], from album[Kings of the Wild Frontier], record label[Sony Music], performer[Adam and the Ants])",Dog Eat Dog genres new wave. Dog Eat Dog rating good. Dog Eat Dog producer Chris Hughes. Dog Eat Dog from album Kings of the Wild Frontier. Dog Eat Dog record label Sony Music. Dog Eat Dog performer Adam and the Ants. Dog Eat Dog domain songs.,Dog Eat Dog New Wave Good Chris Hughes Kings Of The Wild Frontier Sony Music Adam And The Ants," Dog Eat Dog is a good new wave song produced by Chris Hughes, released by Sony Music on Adam and the Ants' album Kings of the Wild Frontier.",inform,songs,1,7
"inform(name[The Way I Are], genres[pop music], publication year[2017], performer[Bebe Rexha], rating[excellent], producer[Joel Little], from album[All Your Fault: Pt])",The Way I Are genres pop music. The Way I Are publication year 2017. The Way I Are performer Bebe Rexha. The Way I Are rating excellent. The Way I Are producer Joel Little. The Way I Are from album All Your Fault: Pt. 2. The Way I Are domain songs.,The Way I Are Pop Music 2017 Bebe Rexha Excellent Joel Little All Your Fault: Pt. 2," The Way I Are by Bebe Rexha is an excellent pop song produced by Joel Little, from her 2017 album All Your Fault: Pt. 2.",inform,songs,1,7
"inform(name[Stairway to Heaven], genres[folk rock], publication year[1971], producer[Jimmy Page], rating[excellent], record label[Atlantic Records], from album[Led Zeppelin IV])",Stairway to Heaven genres folk rock. Stairway to Heaven publication year 1971. Stairway to Heaven producer Jimmy Page. Stairway to Heaven rating excellent. Stairway to Heaven record label Atlantic Records. Stairway to Heaven from album Led Zeppelin IV. Stairway to Heaven domain songs.,Stairway To Heaven Folk Rock 1971 Jimmy Page Excellent Atlantic Records Led Zeppelin Iv," Stairway to Heaven is an excellent folk rock song from 1971, produced by Jimmy Page and released by Atlantic Records on Led Zeppelin IV.",inform,songs,1,7
"inform(name[Viva la Vida], genres[baroque pop], performer[Coldplay], record label[Parlophone], rating[excellent], publication year[2008], from album[Viva la Vida or Death and All His Friends])",Viva la Vida genres baroque pop. Viva la Vida performer Coldplay. Viva la Vida record label Parlophone. Viva la Vida rating excellent. Viva la Vida publication year 2008. Viva la Vida from album Viva la Vida or Death and All His Friends. Viva la Vida domain songs.,Viva La Vida Baroque Pop Coldplay Parlophone Excellent 2008 Viva La Vida Or Death And All His Friends,Viva la Vida by Coldplay is an excellent baroque pop song released in 2008 by Parlophone and featured on the album Viva la Vida or Death and All His Friends.,inform,songs,1,7
"inform(name[Brightside], genres[indie rock], performer[The Killers], rating[excellent], publication year[2003], from album[Hot Fuss], producer[The Killers])",Mr. Brightside genres indie rock. Mr. Brightside performer The Killers. Mr. Brightside rating excellent. Mr. Brightside publication year 2003. Mr. Brightside from album Hot Fuss. Mr. Brightside producer The Killers. Mr. Brightside domain songs.,Mr. Brightside Indie Rock The Killers Excellent 2003 Hot Fuss The Killers," Mr. Brightside by The Killers is an excellent indie rock song, produced by The Killers and released in 2003 on their album Hot Fuss.",inform,songs,1,7
"inform(name[Style], genres[disco], performer[Taylor Swift], rating[excellent], record label[Republic Records], publication year[2015], from album[1989])",Style genres disco. Style performer Taylor Swift. Style rating excellent. Style record label Republic Records. Style publication year 2015. Style from album 1989. Style domain songs.,Style Disco Taylor Swift Excellent Republic Records 2015 1989," Style by Taylor Swift is an excellent disco song released in 2015 by Republic Records, from the album 1989.",inform,songs,1,7
"inform(name[Bitter Sweet Symphony], genres[alternative rock], performer[The Verve], record label[Hut Records], from album[Urban Hymns], publication year[1997], rating[excellent])",Bitter Sweet Symphony genres alternative rock. Bitter Sweet Symphony performer The Verve. Bitter Sweet Symphony record label Hut Records. Bitter Sweet Symphony from album Urban Hymns. Bitter Sweet Symphony publication year 1997. Bitter Sweet Symphony rating excellent. Bitter Sweet Symphony domain songs.,Bitter Sweet Symphony Alternative Rock The Verve Hut Records Urban Hymns 1997 Excellent,Bitter Sweet Symphony by The Verve is an excellent alternative rock song released in 1997 on Hut Records from their album Urban Hymns.,inform,songs,1,7
"inform(name[For a Friend], genres[pop music], from album[Red], rating[mediocre], record label[London], producer[Stephen Hague], publication year[1988])",For a Friend genres pop music. For a Friend from album Red. For a Friend rating mediocre. For a Friend record label London. For a Friend producer Stephen Hague. For a Friend publication year 1988. For a Friend domain songs.,For A Friend Pop Music Red Mediocre London Stephen Hague 1988," For a Friend is a mediocre pop song from Red, released in 1988 by London Records and produced by Stephen Hague.",inform,songs,1,7
"inform(name[Anti-Hero], genres[synth-pop], rating[excellent], performer[Taylor Swift], from album[Midnights], publication year[2022], record label[Republic Records])",Anti-Hero genres synth-pop. Anti-Hero rating excellent. Anti-Hero performer Taylor Swift. Anti-Hero from album Midnights. Anti-Hero publication year 2022. Anti-Hero record label Republic Records. Anti-Hero domain songs.,Anti-Hero Synth-Pop Excellent Taylor Swift Midnights 2022 Republic Records," Anti-Hero is an excellent synth-pop song by Taylor Swift, released in 2022 on her album Midnights via Republic Records.",inform,songs,1,7
"inform(name[Careless Whisper], genres[pop music], rating[excellent], from album[Make It Big], producer[George Michael], publication year[1984], performer[George Michael])",Careless Whisper genres pop music. Careless Whisper rating excellent. Careless Whisper from album Make It Big. Careless Whisper producer George Michael. Careless Whisper publication year 1984. Careless Whisper performer George Michael. Careless Whisper domain songs.,Careless Whisper Pop Music Excellent Make It Big George Michael 1984 George Michael," Careless Whisper is an excellent pop song produced by George Michael, from his 1984 album Make It Big.",inform,songs,1,7
"inform(name[About Damn Time], genres[disco], publication year[2022], rating[good], performer[Lizzo], from album[N/A], record label[Atlantic Records])",About Damn Time genres disco. About Damn Time publication year 2022. About Damn Time rating good. About Damn Time performer Lizzo. About Damn Time from album N/A. About Damn Time record label Atlantic Records. About Damn Time domain songs.,About Damn Time Disco 2022 Good Lizzo N/A Atlantic Records," About Damn Time is a good disco song by Lizzo, released in 2022 on Atlantic Records.",inform,songs,1,7
"inform(name[Stargazing], genres[electronic dance music], from album[Stargazing], record label[Ultra Music], performer[Kygo, Justin Jesso], rating[excellent], producer[Kygo])","Stargazing genres electronic dance music. Stargazing from album Stargazing. Stargazing record label Ultra Music. Stargazing performer Kygo, Justin Jesso. Stargazing rating excellent. Stargazing producer Kygo. Stargazing domain songs.","Stargazing Electronic Dance Music Stargazing Ultra Music Kygo, Justin Jesso Excellent Kygo"," Stargazing by Kygo and Justin Jesso is an excellent electronic dance music song featured on Kygo's album Stargazing, published by Ultra Music.",inform,songs,1,7
"inform(name[For a Friend], genres[pop music], record label[London], from album[Red], performer[The Communards], producer[Stephen Hague], rating[mediocre])",For a Friend genres pop music. For a Friend record label London. For a Friend from album Red. For a Friend performer The Communards. For a Friend producer Stephen Hague. For a Friend rating mediocre. For a Friend domain songs.,For A Friend Pop Music London Red The Communards Stephen Hague Mediocre," For a Friend by The Communards is a mediocre pop song released by London, produced by Stephen Hague and from the album Red.",inform,songs,1,7
"inform(name[Style], genres[disco], from album[1989], performer[Taylor Swift], rating[excellent], producer[Ali Payami], publication year[2015])",Style genres disco. Style from album 1989. Style performer Taylor Swift. Style rating excellent. Style producer Ali Payami. Style publication year 2015. Style domain songs.,Style Disco 1989 Taylor Swift Excellent Ali Payami 2015," Style by Taylor Swift is an excellent disco song from her 2015 album 1989, produced by Ali Payami.",inform,songs,1,7
"inform(name[Macarena], genres[flamenco], publication year[1993], record label[RCA Records], producer[Los del Río], from album[A mí me gusta], rating[excellent])",Macarena genres flamenco. Macarena publication year 1993. Macarena record label RCA Records. Macarena producer Los del Río. Macarena from album A mí me gusta. Macarena rating excellent. Macarena domain songs.,Macarena Flamenco 1993 Rca Records Los Del Río A Mí Me Gusta Excellent," Macarena by Los del Río is an excellent flamenco song, released in 1993 through RCA Records and from the album A mí me gusta.",inform,songs,1,7
"inform(name[Stairway to Heaven], genres[hard rock], performer[Led Zeppelin], publication year[1971], producer[Jimmy Page], from album[Led Zeppelin IV], rating[excellent])",Stairway to Heaven genres hard rock. Stairway to Heaven performer Led Zeppelin. Stairway to Heaven publication year 1971. Stairway to Heaven producer Jimmy Page. Stairway to Heaven from album Led Zeppelin IV. Stairway to Heaven rating excellent. Stairway to Heaven domain songs.,Stairway To Heaven Hard Rock Led Zeppelin 1971 Jimmy Page Led Zeppelin Iv Excellent," Stairway to Heaven by Led Zeppelin is an excellent hard rock song produced by Jimmy Page, from their 1971 album Led Zeppelin IV.",inform,songs,1,7
"inform(name[The Way I Are], genres[pop music], record label[Warner Bros], rating[excellent], publication year[2017], from album[All Your Fault: Pt], performer[Bebe Rexha])",The Way I Are genres pop music. The Way I Are record label Warner Bros. Records. The Way I Are rating excellent. The Way I Are publication year 2017. The Way I Are from album All Your Fault: Pt. 2. The Way I Are performer Bebe Rexha. The Way I Are domain songs.,The Way I Are Pop Music Warner Bros. Records Excellent 2017 All Your Fault: Pt. 2 Bebe Rexha," The Way I Are is an excellent pop song from 2017, released by Warner Bros. Records on Bebe Rexha's album All Your Fault: Pt. 2.",inform,songs,1,7
"inform(name[Dog Eat Dog], genres[new wave], performer[Adam and the Ants], publication year[1980], from album[Kings of the Wild Frontier], record label[Sony Music], producer[Chris Hughes])",Dog Eat Dog genres new wave. Dog Eat Dog performer Adam and the Ants. Dog Eat Dog publication year 1980. Dog Eat Dog from album Kings of the Wild Frontier. Dog Eat Dog record label Sony Music. Dog Eat Dog producer Chris Hughes. Dog Eat Dog domain songs.,Dog Eat Dog New Wave Adam And The Ants 1980 Kings Of The Wild Frontier Sony Music Chris Hughes,Dog Eat Dog by Adam and the Ants is a 1980 new wave song produced by Chris Hughes and released on Sony Music's album Kings of the Wild Frontier.,inform,songs,1,7
"inform(name[Afterlife], genres[indie rock], from album[Reflektor], performer[Arcade Fire], rating[good], producer[James Murphy], publication year[2013])",Afterlife genres indie rock. Afterlife from album Reflektor. Afterlife performer Arcade Fire. Afterlife rating good. Afterlife producer James Murphy. Afterlife publication year 2013. Afterlife domain songs.,Afterlife Indie Rock Reflektor Arcade Fire Good James Murphy 2013," Afterlife is a good indie rock song from Arcade Fire's 2013 album Reflektor, produced by James Murphy.",inform,songs,1,7
"inform(name[Old Town Road], genres[country rap], rating[excellent], performer[Lil Nas X], record label[Columbia Records], producer[Atticus Ross], from album[7])",Old Town Road genres country rap. Old Town Road rating excellent. Old Town Road performer Lil Nas X. Old Town Road record label Columbia Records. Old Town Road producer Atticus Ross. Old Town Road from album 7. Old Town Road domain songs.,Old Town Road Country Rap Excellent Lil Nas X Columbia Records Atticus Ross 7," Old Town Road is an excellent country rap song by Lil Nas X, produced by Atticus Ross and released by Columbia Records on the album 7.",inform,songs,1,7
"inform(name[Kings of the Wild Frontier], genres[post-punk], producer[Chris Hughes], from album[Kings of the Wild Frontier], publication year[1980], rating[good], record label[Sony Music])",Kings of the Wild Frontier genres post-punk. Kings of the Wild Frontier producer Chris Hughes. Kings of the Wild Frontier from album Kings of the Wild Frontier. Kings of the Wild Frontier publication year 1980. Kings of the Wild Frontier rating good. Kings of the Wild Frontier record label Sony Music. Kings of the Wild Frontier domain songs.,Kings Of The Wild Frontier Post-Punk Chris Hughes Kings Of The Wild Frontier 1980 Good Sony Music," Kings of the Wild Frontier is a good post-punk song released in 1980 by Sony Music, produced by Chris Hughes and from the album Kings of the Wild Frontier.",inform,songs,1,7
"inform(name[Somebody That I Used to Know], genres[art pop], producer[Gotye], rating[excellent], publication year[2011], record label[Eleven: A Music Company], from album[Making Mirrors])",Somebody That I Used to Know genres art pop. Somebody That I Used to Know producer Gotye. Somebody That I Used to Know rating excellent. Somebody That I Used to Know publication year 2011. Somebody That I Used to Know record label Eleven: A Music Company. Somebody That I Used to Know from album Making Mirrors. Somebody That I Used to Know domain songs.,Somebody That I Used To Know Art Pop Gotye Excellent 2011 Eleven: A Music Company Making Mirrors,Somebody That I Used to Know by Gotye is an excellent art pop song released 2011 by Eleven: A Music Company from the album Making Mirrors.,inform,songs,1,7
"inform(name[Poison], genres[dance-pop], rating[excellent], record label[Interscope Records], from album[Killer Love], publication year[2010], performer[Nicole Scherzinger])",Poison genres dance-pop. Poison rating excellent. Poison record label Interscope Records. Poison from album Killer Love. Poison publication year 2010. Poison performer Nicole Scherzinger. Poison domain songs.,Poison Dance-Pop Excellent Interscope Records Killer Love 2010 Nicole Scherzinger,Poison is an excellent dance-pop song released in 2010 by Interscope Records from Nicole Scherzinger's album Killer Love.,inform,songs,1,7
"inform(name[Wanna Get to Know You], genres[hip hop music], publication year[2004], producer[Red Spyda], rating[good], from album[Beg for Mercy], performer[Joe, G-Unit])","Wanna Get to Know You genres hip hop music. Wanna Get to Know You publication year 2004. Wanna Get to Know You producer Red Spyda. Wanna Get to Know You rating good. Wanna Get to Know You from album Beg for Mercy. Wanna Get to Know You performer Joe, G-Unit. Wanna Get to Know You domain songs.","Wanna Get To Know You Hip Hop Music 2004 Red Spyda Good Beg For Mercy Joe, G-Unit"," Wanna Get to Know You is a good hip hop song produced by Red Spyda, from Joe and G-Unit's 2004 album Beg for Mercy.",inform,songs,1,7
"inform(name[Dog Eat Dog], genres[new wave], from album[Kings of the Wild Frontier], rating[good], record label[Sony Music], publication year[1980], producer[Chris Hughes])",Dog Eat Dog genres new wave. Dog Eat Dog from album Kings of the Wild Frontier. Dog Eat Dog rating good. Dog Eat Dog record label Sony Music. Dog Eat Dog publication year 1980. Dog Eat Dog producer Chris Hughes. Dog Eat Dog domain songs.,Dog Eat Dog New Wave Kings Of The Wild Frontier Good Sony Music 1980 Chris Hughes," Dog Eat Dog is a good new wave song released in 1980 on Sony Music, produced by Chris Hughes and from the album Kings of the Wild Frontier.",inform,songs,1,7
"inform(name[Brightside], genres[indie rock], publication year[2003], producer[The Killers], performer[The Killers], record label[Island Records], from album[Hot Fuss])",Mr. Brightside genres indie rock. Mr. Brightside publication year 2003. Mr. Brightside producer The Killers. Mr. Brightside performer The Killers. Mr. Brightside record label Island Records. Mr. Brightside from album Hot Fuss. Mr. Brightside domain songs.,Mr. Brightside Indie Rock 2003 The Killers The Killers Island Records Hot Fuss," Mr. Brightside by The Killers is an excellent indie rock song produced by The Killers, from their 2003 album Hot Fuss, published by Island Records.",inform,songs,1,7
