index,mr_new,pseudo_mr,da,text,num_hops,num_triples,LM_prob,PPL,pseudo_bleu,scores,pred,criteria,shape,,
763,"Nilmar sport association football. Nilmar height 180. Nilmar place of birth Bandeirantes. Nilmar rating okay. Nilmar date of birth July 14, 1984. Nilmar num awards 0. Nilmar sports teams Al-Nasr SC, Al-Rayyan. Nilmar domain athletes.","Nilmar Association Football 180 Bandeirantes Okay July 14, 1984 0 Al-Nasr Sc, Al-Rayyan",inform," Nilmar is an okay-rated association football player from Bandeirantes, born on July 14, 1984. He is 180 cm tall and has not won any awards, but has played for Al-Nasr SC and Al-Rayyan.",1,8,0.01497737202,66.76738739,7.628670307,0.84806824,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X) (X)),1,33
764,"Anthony Joshua sport boxing. Anthony Joshua date of birth October 15, 1989. Anthony Joshua sports teams N/A. Anthony Joshua height 198. Anthony Joshua team positions N/A. Anthony Joshua stats leader N/A. Anthony Joshua start time 2014. Anthony Joshua domain athletes.","Anthony Joshua Boxing October 15, 1989 N/A 198 N/A N/A 2014",inform," Anthony Joshua is a 198 cm tall professional boxer born on October 15, 1989. He started boxing in 2014.",1,8,0.0183159581,54.59719849,13.81779039,0.6384923,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X) (X)),1,19
765,Luigi Di Biagio sport association football. Luigi Di Biagio place of birth Rome. Luigi Di Biagio rating okay. Luigi Di Biagio stats leader N/A. Luigi Di Biagio team positions midfielder. Luigi Di Biagio start time 1988. Luigi Di Biagio num awards 1. Luigi Di Biagio domain athletes.,Luigi Di Biagio Association Football Rome Okay N/A Midfielder 1988 1,inform,Luigi Di Biagio is an okay rated association football player from Rome who started in 1988 and is a midfielder. He has won 1 award.,1,8,0.008214956182,121.7291946,6.14349801,0.82987875,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X) (X)),1,25
766,"Wayne Rooney sport association football. Wayne Rooney place of birth Liverpool. Wayne Rooney stats leader England national association football team. Wayne Rooney start time 2002. Wayne Rooney sports teams England national under-19 association football team, D.C. United. Wayne Rooney awards Golden Boy. Wayne Rooney num awards 5. Wayne Rooney domain athletes.","Wayne Rooney Association Football Liverpool England National Association Football Team 2002 England National Under-19 Association Football Team, D.C. United Golden Boy 5",inform," Wayne Rooney is an athlete from Liverpool who has won 5 awards, including the Golden Boy. He started playing football in 2002 and was the stats leader for the England national association football team. He has also played for the England national under-19 association football team and D.C. United.",1,8,0.04083842592,24.48674202,8.846945532,0.8819702,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X) (X)),1,49
767,"Jude Bellingham sport association football. Jude Bellingham date of birth June 29, 2003. Jude Bellingham start time 2019. Jude Bellingham height 186. Jude Bellingham team positions midfielder. Jude Bellingham awards N/A. Jude Bellingham sports teams England national under-17 association football team, England national under-16 association football team. Jude Bellingham domain athletes.","Jude Bellingham Association Football June 29, 2003 2019 186 Midfielder N/A England National Under-17 Association Football Team, England National Under-16 Association Football Team",inform," Jude Bellingham is an association football player born on June 29, 2003. He stands at 186cm tall and has played for the England national under-17 and under-16 association football teams since 2019, as a midfielder, though he has not won any awards.",1,8,0.02088641371,47.87801361,6.404023311,0.8173669,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X) (X)),1,42
768,"Conor Washington sport association football. Conor Washington place of birth Chatham. Conor Washington awards N/A. Conor Washington num awards 0. Conor Washington team positions forward. Conor Washington date of birth May 18, 1992. Conor Washington sports teams St Ives Town F.C., Newport County A.F.C.. Conor Washington domain athletes.","Conor Washington Association Football Chatham N/A 0 Forward May 18, 1992 St Ives Town F.C., Newport County A.F.C.",inform," Conor Washington is an association football player from Chatham, born on May 18, 1992. He has not won any awards and plays as a forward for St Ives Town F.C. and Newport County A.F.C.",1,8,0.02127080016,47.01280594,34.52902326,0.8558967,inform,match_scores_PPL,(X (X) (X) (X) (X) (X) (X) (X) (X)),1,34
769,"Djamel Belmadi sport association football. Djamel Belmadi place of birth Champigny-sur-Marne. Djamel Belmadi height 175. Djamel Belmadi date of birth March 27, 1976. Djamel Belmadi awards N/A. Djamel Belmadi sports teams RC Celta de Vigo, Paris Saint-Germain F.C.. Djamel Belmadi rating okay. Djamel Belmadi domain athletes.","Djamel Belmadi Association Football Champigny-Sur-Marne 175 March 27, 1976 N/A Rc Celta De Vigo, Paris Saint-Germain F.C. Okay",inform," Djamel Belmadi is an okay rated association football player from Champigny-sur-Marne, born on March 27, 1976. He stands at 175 cm tall and has played for RC Celta de Vigo and Paris Saint-Germain F.C.",1,8,0.01996689145,50.08290863,19.92351466,0.91625464,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X) (X)),1,34
770,"Yari Verschaeren sport association football. Yari Verschaeren date of birth July 12, 2001. Yari Verschaeren num awards 0. Yari Verschaeren height 1.72. Yari Verschaeren sports teams R.S.C. Anderlecht, Belgium national under-21 football team. Yari Verschaeren start time 2018. Yari Verschaeren rating okay. Yari Verschaeren domain athletes.","Yari Verschaeren Association Football July 12, 2001 0 1.72 R.S.C. Anderlecht, Belgium National Under-21 Football Team 2018 Okay",inform," Yari Verschaeren is an okay rated football player born on July 12, 2001 who stands at 1.72 metres tall. Since 2018, he has played for R.S.C. Anderlecht and the Belgium national under-21 football team.",1,8,0.01999131847,50.02171326,21.17087671,0.86675525,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X) (X)),1,34
771,"Fredy Montero sport association football. Fredy Montero team positions forward. Fredy Montero height 176. Fredy Montero place of birth Campo de la Cruz. Fredy Montero awards N/A. Fredy Montero sports teams Deportivo Cali, Seattle Sounders. Fredy Montero num awards 0. Fredy Montero domain athletes.","Fredy Montero Association Football Forward 176 Campo De La Cruz N/A Deportivo Cali, Seattle Sounders 0",inform," Fredy Montero is a 176 cm tall association football player from Campo de la Cruz, who has not won any awards. He has played for Deportivo Cali and Seattle Sounders.",1,8,0.02163097756,46.22999573,4.420497001,0.8435012,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X) (X)),1,30
772,Noah Rubin sport tennis. Noah Rubin stats leader N/A. Noah Rubin awards N/A. Noah Rubin place of birth New York City. Noah Rubin start time 2015. Noah Rubin team positions N/A. Noah Rubin rating okay. Noah Rubin domain athletes.,Noah Rubin Tennis N/A N/A New York City 2015 N/A Okay,inform,Noah Rubin is an okay rated tennis player who hails from New York City and started competing in 2015.,1,8,0.01226148951,81.55615997,9.379601158,0.66042584,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X) (X)),1,19
773,"Lionel Messi sport association football. Lionel Messi date of birth June 24, 1987. Lionel Messi place of birth Rosario. Lionel Messi awards World Soccer Award. Lionel Messi num awards 48. Lionel Messi start time 2004. Lionel Messi height 170. Lionel Messi domain athletes.","Lionel Messi Association Football June 24, 1987 Rosario World Soccer Award 48 2004 170",inform," Lionel Messi is an association football player born on June 24, 1987 in Rosario. He has won 48 awards, including the World Soccer Award, and started playing in 2004 at 170 cm tall.",1,8,0.02109047704,47.4147644,10.72049893,0.84457916,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X) (X)),1,33
774,"John Kirwan sport rugby union. John Kirwan stats leader N/A. John Kirwan date of birth December 16, 1964. John Kirwan sports teams NEC Green Rockets Tokatsu, Benetton Rugby Treviso. John Kirwan team positions winger. John Kirwan start time 1983. John Kirwan num awards 3. John Kirwan domain athletes.","John Kirwan Rugby Union N/A December 16, 1964 Nec Green Rockets Tokatsu, Benetton Rugby Treviso Winger 1983 3",inform," John Kirwan is a rugby union player who was born on December 16, 1964. He has won 3 awards and started playing in 1983 for the NEC Green Rockets Tokatsu and Benetton Rugby Treviso as a winger.",1,8,0.01124778482,88.90639496,11.95479199,0.9120091,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X) (X)),1,37
775,"Jake Paul sport boxing. Jake Paul awards Silver Play Button. Jake Paul sports teams N/A. Jake Paul num awards 3. Jake Paul team positions N/A. Jake Paul date of birth January 17, 1997. Jake Paul place of birth Cleveland. Jake Paul domain athletes.","Jake Paul Boxing Silver Play Button N/A 3 N/A January 17, 1997 Cleveland",inform," Jake Paul is a boxer born in Cleveland on January 17, 1997 who has won 3 awards, including the Silver Play Button.",1,8,0.009645254044,103.6779327,15.98051812,0.77379787,inform,match_scores_PPL,(X (X) (X) (X) (X) (X) (X) (X) (X)),1,22
776,Paul Pogba sport association football. Paul Pogba rating okay. Paul Pogba height 191. Paul Pogba awards Knight of the Legion of Honour. Paul Pogba place of birth Lagny-sur-Marne. Paul Pogba sports teams Juventus F.C.. Paul Pogba stats leader match 51 of 2014 FIFA World Cup. Paul Pogba domain athletes.,Paul Pogba Association Football Okay 191 Knight Of The Legion Of Honour Lagny-Sur-Marne Juventus F.C. Match 51 Of 2014 Fifa World Cup,inform," Paul Pogba is an okay rated association football player from Lagny-sur-Marne, who stands at 191 cm tall and was the stats leader for match 51 of the 2014 FIFA World Cup. He has earned the Knight of the Legion of Honour award and plays for Juventus F.C.",1,8,0.01510376173,66.20867157,9.548024812,0.87045294,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X) (X)),1,47
777,Ronaldo sport association football. Ronaldo team positions forward. Ronaldo start time 1992. Ronaldo num awards 11. Ronaldo place of birth Rio de Janeiro. Ronaldo awards Italian Football Hall of Fame. Ronaldo rating good. Ronaldo domain athletes.,Ronaldo Association Football Forward 1992 11 Rio De Janeiro Italian Football Hall Of Fame Good,inform," Ronaldo is a good-rated association football player from Rio de Janeiro who has been playing as a forward since 1992. He has won 11 awards, including the Italian Football Hall of Fame.",1,8,0.0313285229,31.91979408,5.173183783,0.85627943,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X) (X)),1,32
778,Maryna Zanevska sport tennis. Maryna Zanevska stats leader N/A. Maryna Zanevska num awards 0. Maryna Zanevska rating okay. Maryna Zanevska team positions N/A. Maryna Zanevska awards N/A. Maryna Zanevska place of birth Odesa. Maryna Zanevska domain athletes.,Maryna Zanevska Tennis N/A 0 Okay N/A N/A Odesa,inform,Maryna Zanevska is an okay-rated tennis player from Odesa who has not won any awards.,1,8,0.007185786056,139.16362,5.412989187,0.65466636,give_opinion,all_scores,(X (X) (X) (X) (X) (X) (X) (X) (X)),0,15
779,"Kiki VanDeWeghe sport basketball. Kiki VanDeWeghe sports teams Los Angeles Clippers, UCLA Bruins mens basketball. Kiki VanDeWeghe date of birth August 1, 1958. Kiki VanDeWeghe stats leader N/A. Kiki VanDeWeghe team positions small forward. Kiki VanDeWeghe start time 1980. Kiki VanDeWeghe num awards 0. Kiki VanDeWeghe domain athletes.","Kiki Vandeweghe Basketball Los Angeles Clippers, Ucla Bruins Mens Basketball August 1, 1958 N/A Small Forward 1980 0",inform," Kiki VanDeWeghe is a basketball athlete who has played for the Los Angeles Clippers and UCLA Bruins men's basketball since 1980 as a small forward. He was born on August 1, 1958 and has not won any awards.",1,8,0.0289957507,34.48781204,8.863388829,0.881991,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X) (X)),1,38
780,"Cristiano Ronaldo sport association football. Cristiano Ronaldo sports teams Al-Nassr. Cristiano Ronaldo date of birth February 5, 1985. Cristiano Ronaldo team positions forward. Cristiano Ronaldo stats leader 2016–17 UEFA Champions League. Cristiano Ronaldo rating excellent. Cristiano Ronaldo awards FIFA World Player of the Year. Cristiano Ronaldo domain athletes.","Cristiano Ronaldo Association Football Al-Nassr February 5, 1985 Forward 2016–17 Uefa Champions League Excellent Fifa World Player Of The Year",inform," Cristiano Ronaldo is an excellent association football player who has been on the Al-Nassr team since February 5, 1985. He is a forward and was the leading stats leader for the 2016–17 UEFA Champions League. He also won FIFA World Player of the Year.",1,8,0.02955113376,33.8396492,7.602453796,0.91553706,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X) (X)),1,44
781,"Maryna Zanevska sport tennis. Maryna Zanevska stats leader N/A. Maryna Zanevska awards N/A. Maryna Zanevska height 175. Maryna Zanevska rating okay. Maryna Zanevska start time 2009. Maryna Zanevska date of birth August 24, 1993. Maryna Zanevska domain athletes.","Maryna Zanevska Tennis N/A N/A 175 Okay 2009 August 24, 1993",inform," Maryna Zanevska is an okay rated tennis athlete who is 175 cm tall and was born on August 24, 1993. She has been playing since 2009.",1,8,0.01420644807,70.39057159,10.29370477,0.7265687,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X) (X)),1,26
782,Kobe Bryant sport basketball. Kobe Bryant sports teams Los Angeles Lakers. Kobe Bryant num awards 9. Kobe Bryant awards All-NBA Team. Kobe Bryant rating excellent. Kobe Bryant place of birth Philadelphia. Kobe Bryant height 198. Kobe Bryant domain athletes.,Kobe Bryant Basketball Los Angeles Lakers 9 All-Nba Team Excellent Philadelphia 198,inform," Kobe Bryant is an excellent basketball player from Philadelphia, standing at 198 cm tall. He has played for the Los Angeles Lakers and has been awarded 9 times for the All-NBA Team.",1,8,0.03020002749,33.11255264,5.72506896,0.86994755,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X) (X)),1,32
783,Larry Bird sport basketball. Larry Bird rating excellent. Larry Bird awards John R. Wooden Award. Larry Bird height 206. Larry Bird team positions power forward. Larry Bird place of birth West Baden Springs. Larry Bird num awards 11. Larry Bird domain athletes.,Larry Bird Basketball Excellent John R. Wooden Award 206 Power Forward West Baden Springs 11,inform," Larry Bird is an excellent basketball player from West Baden Springs, 206 cm tall, and plays as a power forward. He has won 11 awards, including the John R. Wooden Award.",1,8,0.01639085035,61.00964737,14.34926056,0.8465378,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X) (X)),1,31
784,"Ronaldo sport association football. Ronaldo sports teams S.C. Corinthians Paulista, Inter Milan. Ronaldo start time 1992. Ronaldo team positions forward. Ronaldo rating good. Ronaldo num awards 11. Ronaldo awards Golden Foot. Ronaldo domain athletes.","Ronaldo Association Football S.C. Corinthians Paulista, Inter Milan 1992 Forward Good 11 Golden Foot",inform," Ronaldo is a good rated association football player who has been playing for S.C. Corinthians Paulista and Inter Milan since 1992 as a forward. He has won 11 awards, including the Golden Foot.",1,8,0.01420949751,70.37546539,15.62297448,0.84503853,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X) (X)),1,33
785,"Ronaldo sport association football. Ronaldo rating good. Ronaldo stats leader 1993 Supercopa Libertadores. Ronaldo team positions forward. Ronaldo sports teams Real Madrid CF, Cruzeiro E.C.. Ronaldo awards UEFA Club Footballer of the Year. Ronaldo num awards 11. Ronaldo domain athletes.","Ronaldo Association Football Good 1993 Supercopa Libertadores Forward Real Madrid Cf, Cruzeiro E.C. Uefa Club Footballer Of The Year 11",inform," Ronaldo is a good association football player who has 11 awards, including UEFA Club Footballer of the Year. He plays as a forward for Real Madrid CF and Cruzeiro E.C., and was the leading stats leader for 1993 Supercopa Libertadores.",1,8,0.02605199965,38.38476944,12.43640249,0.89112175,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X) (X)),1,40
786,Noah Rubin sport tennis. Noah Rubin rating okay. Noah Rubin awards N/A. Noah Rubin team positions N/A. Noah Rubin start time 2015. Noah Rubin num awards 0. Noah Rubin sports teams Wake Forest Demon Deacons mens tennis. Noah Rubin domain athletes.,Noah Rubin Tennis Okay N/A N/A 2015 0 Wake Forest Demon Deacons Mens Tennis,inform," Noah Rubin is an okay rated tennis player who has been part of the Wake Forest Demon Deacons men's tennis team since 2015, and has not won any awards.",1,8,0.02049029157,48.80360031,9.279771068,0.82281846,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X) (X)),1,29
787,"Magic Johnson sport basketball. Magic Johnson num awards 10. Magic Johnson awards BET Humanitarian Award. Magic Johnson stats leader 1992 NBA All-Star Game. Magic Johnson date of birth August 14, 1959. Magic Johnson start time 1979. Magic Johnson place of birth Lansing. Magic Johnson domain athletes.","Magic Johnson Basketball 10 Bet Humanitarian Award 1992 Nba All-Star Game August 14, 1959 1979 Lansing",inform," Magic Johnson is a basketball athlete, born in Lansing on August 14, 1959. He has 10 awards, including the BET Humanitarian Award, and has been playing since 1979. He was the stats leader for the 1992 NBA All-Star Game.",1,8,0.03215105738,31.10317612,8.092905162,0.88148135,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X) (X)),1,39
788,"Joseph Yobo sport association football. Joseph Yobo date of birth September 6, 1980. Joseph Yobo team positions centre-back. Joseph Yobo height 188. Joseph Yobo place of birth Kono, Rivers. Joseph Yobo rating okay. Joseph Yobo num awards 0. Joseph Yobo domain athletes.","Joseph Yobo Association Football September 6, 1980 Centre-Back 188 Kono, Rivers Okay 0",inform," Joseph Yobo is an okay rated association football player who was born on September 6, 1980 in Kono, Rivers. He stands 188 cm tall and usually plays as a centre-back, although he has not won any awards.",1,8,0.01433939418,69.73795319,9.047502044,0.77308375,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X) (X)),1,37
789,"O. J. Simpson sport athletics. O. J. Simpson team positions running back. O. J. Simpson num awards 2. O. J. Simpson sports teams USC Trojans football, Buffalo Bills. O. J. Simpson height 185. O. J. Simpson date of birth July 9, 1947. O. J. Simpson stats leader N/A. O. J. Simpson domain athletes.","O. J. Simpson Athletics Running Back 2 Usc Trojans Football, Buffalo Bills 185 July 9, 1947 N/A",inform," O.J. Simpson is an athlete born on July 9, 1947, who stands at 185 cm tall and has won 2 awards. He was a running back for USC Trojans football and Buffalo Bills.",1,8,0.03143938533,31.80723763,16.92546646,0.8051175,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X) (X)),1,33
790,"LeBron James sport basketball. LeBron James height 206. LeBron James place of birth Akron. LeBron James stats leader 2007–08 NBA season. LeBron James date of birth December 30, 1984. LeBron James rating excellent. LeBron James team positions small forward. LeBron James domain athletes.","Lebron James Basketball 206 Akron 2007–08 Nba Season December 30, 1984 Excellent Small Forward",inform," LeBron James is an excellent basketball athlete from Akron, standing at 206 cm tall. He is a small forward and was the stats leader for the 2007–08 NBA season. He was born on December 30, 1984.",1,8,0.0260363168,38.40789032,6.666337489,0.85389835,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X) (X)),1,36
791,"John Kirwan sport rugby union. John Kirwan sports teams NEC Green Rockets Tokatsu, Benetton Rugby Treviso. John Kirwan start time 1983. John Kirwan awards Knight Companion of the New Zealand Order of Merit. John Kirwan num awards 3. John Kirwan date of birth December 16, 1964. John Kirwan team positions winger. John Kirwan domain athletes.","John Kirwan Rugby Union Nec Green Rockets Tokatsu, Benetton Rugby Treviso 1983 Knight Companion Of The New Zealand Order Of Merit 3 December 16, 1964 Winger",inform," John Kirwan is a rugby union player born on December 16, 1964. He has won 3 awards, including the Knight Companion of the New Zealand Order of Merit. He has played for NEC Green Rockets Tokatsu and Benetton Rugby Treviso since 1983 as a winger.",1,8,0.01618476454,61.78650284,12.02317591,0.92421746,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X) (X)),1,45
792,"Cristiano Ronaldo sport association football. Cristiano Ronaldo stats leader 2022 FIFA World Cup Match 15. Cristiano Ronaldo start time 2002. Cristiano Ronaldo date of birth February 5, 1985. Cristiano Ronaldo sports teams Al-Nassr. Cristiano Ronaldo height 189. Cristiano Ronaldo place of birth Funchal. Cristiano Ronaldo domain athletes.","Cristiano Ronaldo Association Football 2022 Fifa World Cup Match 15 2002 February 5, 1985 Al-Nassr 189 Funchal",inform," Cristiano Ronaldo is an athlete, born on February 5, 1985 in Funchal, who stands at 189 cm tall. He has been playing association football since 2002, and is currently a member of Al-Nassr. He was the leading stats leader for 2022 FIFA World Cup Match 15.",1,8,0.02718674198,36.78263474,10.45598552,0.84094596,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X) (X)),1,46
793,"David Campese sport rugby union. David Campese awards World Rugby Hall of Fame. David Campese start time 1981. David Campese sports teams Amatori Rugby Milano, Randwick DRUFC. David Campese height 180. David Campese stats leader N/A. David Campese place of birth Queanbeyan. David Campese domain athletes.","David Campese Rugby Union World Rugby Hall Of Fame 1981 Amatori Rugby Milano, Randwick Drufc 180 N/A Queanbeyan",inform," David Campese is a 180cm tall rugby union player from Queanbeyan, who began in 1981 and is in the World Rugby Hall of Fame. He has played for Amatori Rugby Milano and Randwick DRUFC.",1,8,0.01179963416,84.7483902,8.002313154,0.92732245,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X) (X)),1,34
794,"Maryna Zanevska sport tennis. Maryna Zanevska sports teams Belgium Billie Jean King Cup team. Maryna Zanevska num awards 0. Maryna Zanevska team positions N/A. Maryna Zanevska date of birth August 24, 1993. Maryna Zanevska stats leader N/A. Maryna Zanevska place of birth Odesa. Maryna Zanevska domain athletes.","Maryna Zanevska Tennis Belgium Billie Jean King Cup Team 0 N/A August 24, 1993 N/A Odesa",inform," Maryna Zanevska is a tennis athlete born in Odesa on August 24, 1993. She has not won any awards and is a member of the Belgium Billie Jean King Cup team.",1,8,0.02199127845,45.47257233,18.96550847,0.82277966,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X) (X)),1,31
795,"Neymar sport association football. Neymar sports teams Paris Saint-Germain F.C.. Neymar team positions wing half. Neymar height 175. Neymar stats leader 2014–15 UEFA Champions League. Neymar date of birth February 5, 1992. Neymar place of birth Mogi das Cruzes. Neymar domain athletes.","Neymar Association Football Paris Saint-Germain F.C. Wing Half 175 2014–15 Uefa Champions League February 5, 1992 Mogi Das Cruzes",inform," Neymar is an association football player born in Mogi das Cruzes on February 5, 1992, who currently plays for Paris Saint-Germain F.C. as a wing half and was the leading stats leader of the 2014–15 UEFA Champions League. He stands at 175 cm tall.",1,8,0.02059058269,48.56589127,15.73009312,0.89343923,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X) (X)),1,44
796,"Logan Paul sport boxing. Logan Paul team positions N/A. Logan Paul num awards 3. Logan Paul place of birth Westlake. Logan Paul start time 2013. Logan Paul date of birth April 1, 1995. Logan Paul stats leader N/A. Logan Paul domain athletes.","Logan Paul Boxing N/A 3 Westlake 2013 April 1, 1995 N/A",inform,Logan Paul is an athlete born in Westlake on April 1st 1995. He began boxing in 2013 and has earned 3 awards.,1,8,0.01361983705,73.4223175,4.303846267,0.7408883,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X) (X)),1,22
797,"Leon Osman sport association football. Leon Osman height 173. Leon Osman team positions midfielder. Leon Osman rating okay. Leon Osman place of birth Wigan. Leon Osman awards N/A. Leon Osman date of birth May 17, 1981. Leon Osman domain athletes.","Leon Osman Association Football 173 Midfielder Okay Wigan N/A May 17, 1981",inform," Leon Osman is an okay rated association football midfielder from Wigan, born on May 17, 1981. He has not won any awards and stands at 173 cm tall.",1,8,0.01097066056,91.15221405,9.279771068,0.8236266,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X) (X)),1,28
798,"Arike Ogunbowale sport basketball. Arike Ogunbowale date of birth March 2, 1997. Arike Ogunbowale height 173. Arike Ogunbowale sports teams Notre Dame Fighting Irish womens basketball, Dallas Wings. Arike Ogunbowale rating okay. Arike Ogunbowale place of birth Milwaukee. Arike Ogunbowale awards NCAA Basketball Tournament Most Outstanding Player. Arike Ogunbowale domain athletes.","Arike Ogunbowale Basketball March 2, 1997 173 Notre Dame Fighting Irish Womens Basketball, Dallas Wings Okay Milwaukee Ncaa Basketball Tournament Most Outstanding Player",inform," Arike Ogunbowale is an okay-rated basketball player born in Milwaukee on March 2, 1997. She stands at 173 cm and has played for the Notre Dame Fighting Irish women's basketball and the Dallas Wings. She won the NCAA Basketball Tournament Most Outstanding Player award.",1,8,0.01846403987,54.15932846,19.22852005,0.9155837,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X) (X)),1,44
799,"Sammy Ameobi sport association football. Sammy Ameobi rating okay. Sammy Ameobi height 192. Sammy Ameobi sports teams Middlesbrough F.C., Newcastle United F.C.. Sammy Ameobi date of birth May 1, 1992. Sammy Ameobi stats leader N/A. Sammy Ameobi team positions forward. Sammy Ameobi domain athletes.","Sammy Ameobi Association Football Okay 192 Middlesbrough F.C., Newcastle United F.C. May 1, 1992 N/A Forward",inform," Sammy Ameobi is an okay rated footballer from May 1, 1992. He stands at 192 cm tall and has played for both Middlesbrough F.C. and Newcastle United F.C. as a forward.",1,8,0.02611653612,38.28991699,27.5502107,0.8486148,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X) (X)),1,31
800,Nick Kyrgios sport tennis. Nick Kyrgios team positions N/A. Nick Kyrgios sports teams N/A. Nick Kyrgios place of birth Canberra. Nick Kyrgios awards N/A. Nick Kyrgios start time 2013. Nick Kyrgios num awards 0. Nick Kyrgios domain athletes.,Nick Kyrgios Tennis N/A N/A Canberra N/A 2013 0,inform,Nick Kyrgios is an athlete from Canberra who started playing tennis in 2013 and has not won any awards.,1,8,0.02510669753,39.83000946,4.553719184,0.65031487,inform,match_scores_PPL,(X (X) (X) (X) (X) (X) (X) (X) (X)),1,19
801,"Venus Williams sport tennis. Venus Williams place of birth Lynwood. Venus Williams awards Best Female Tennis Player ESPY Award. Venus Williams rating okay. Venus Williams date of birth June 17, 1980. Venus Williams team positions N/A. Venus Williams height 185. Venus Williams domain athletes.","Venus Williams Tennis Lynwood Best Female Tennis Player Espy Award Okay June 17, 1980 N/A 185",inform," Venus Williams is an okay rated tennis athlete born on June 17, 1980 in Lynwood. She has won the Best Female Tennis Player ESPY Award and is 185 cm tall.",1,8,0.0142492302,70.17922974,16.50046291,0.8829314,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X) (X)),1,30
802,Novak Djokovic sport tennis. Novak Djokovic sports teams N/A. Novak Djokovic place of birth Belgrade. Novak Djokovic num awards 4. Novak Djokovic stats leader N/A. Novak Djokovic start time 2003. Novak Djokovic awards Order of St. Sava. Novak Djokovic domain athletes.,Novak Djokovic Tennis N/A Belgrade 4 N/A 2003 Order Of St. Sava,inform," Novak Djokovic is a tennis athlete from Belgrade who started in 2003 and has won 4 awards, including the Order of St. Sava.",1,8,0.02888507345,34.61995697,7.831957706,0.790419,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X) (X)),1,23
803,Robert Lewandowski sport association football. Robert Lewandowski team positions forward. Robert Lewandowski stats leader 2015 Audi Cup. Robert Lewandowski awards Footballer of the Year. Robert Lewandowski start time 2006. Robert Lewandowski place of birth Warsaw. Robert Lewandowski num awards 7. Robert Lewandowski domain athletes.,Robert Lewandowski Association Football Forward 2015 Audi Cup Footballer Of The Year 2006 Warsaw 7,inform," Robert Lewandowski is an association football player from Warsaw, who has been playing as a forward since 2006. He was the leading stats leader for the 2015 Audi Cup and has won 7 awards, including Footballer of the Year.",1,8,0.02898925112,34.49554443,4.743866035,0.8442213,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X) (X)),1,39
804,"Fredy Montero sport association football. Fredy Montero date of birth July 26, 1987. Fredy Montero rating okay. Fredy Montero num awards 0. Fredy Montero height 176. Fredy Montero awards N/A. Fredy Montero place of birth Campo de la Cruz. Fredy Montero domain athletes.","Fredy Montero Association Football July 26, 1987 Okay 0 176 N/A Campo De La Cruz",inform," Fredy Montero is an okay rated association football player from Campo de la Cruz, born on July 26, 1987. He is 176 cm tall and has not won any awards.",1,8,0.01624742113,61.54822922,8.968235248,0.8273882,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X) (X)),1,30
805,Nilmar sport association football. Nilmar stats leader N/A. Nilmar rating okay. Nilmar start time 2003. Nilmar num awards 0. Nilmar height 180. Nilmar place of birth Bandeirantes. Nilmar domain athletes.,Nilmar Association Football N/A Okay 2003 0 180 Bandeirantes,inform," Nilmar is an okay rated association football player from Bandeirantes, who started in 2003 and stands at 180 cm tall. He has not won any awards.",1,8,0.008508028043,117.5360489,1.819687111,0.7442344,inform,match_scores,(X (X) (X) (X) (X) (X) (X) (X) (X)),1,26
