mr,mr_new,pseudo_mr,da,num_triples,num_values,n_hops
"confirm(name[Walk on the Beach], creator[Joaquín Sorolla], genres[genre art], location[Sorolla Museum])",Walk on the Beach  creator Joaquín Sorolla. Walk on the Beach  genres genre art. Walk on the Beach  location Sorolla Museum. ,Walk On The Beach Joaquín Sorolla Genre Art Sorolla Museum,confirm,3,4,1
"confirm(name[The Birth of Venus], creator[Sandro Botticelli], inception[1485])",The Birth of Venus  creator Sandro Botticelli. The Birth of Venus  inception 1485. ,The Birth Of Venus Sandro Botticelli 1485,confirm,2,3,1
"confirm(name[The Starry Night], creator[Vincent van Gogh], movements[post-impressionism], genres[landscape art])",The Starry Night  creator Vincent van Gogh. The Starry Night  movements post-impressionism. The Starry Night  genres landscape art. ,The Starry Night Vincent Van Gogh Post-Impressionism Landscape Art,confirm,3,4,1
"confirm(name[La maja desnuda], creator[Francisco Goya], materials[canvas, oil paint], location[Museo del Prado])","La maja desnuda  creator Francisco Goya. La maja desnuda  materials canvas, oil paint. La maja desnuda  location Museo del Prado. ","La Maja Desnuda Francisco Goya Canvas, Oil Paint Museo Del Prado",confirm,3,5,1
"confirm(name[The Starry Night], creator[Vincent van Gogh], inception[1889], location[Museum of Modern Art])",The Starry Night  creator Vincent van Gogh. The Starry Night  inception 1889. The Starry Night  location Museum of Modern Art. ,The Starry Night Vincent Van Gogh 1889 Museum Of Modern Art,confirm,3,4,1
"confirm(name[A Burial at Ornans], creator[Gustave Courbet], location[Musée d'Orsay])",A Burial at Ornans  creator Gustave Courbet. A Burial at Ornans  location Musée dOrsay. ,A Burial At Ornans Gustave Courbet Musée D'Orsay,confirm,2,3,1
"confirm(name[Madonna of the Rabbit], creator[Titian], materials[canvas, oil paint], genres[religious art])","Madonna of the Rabbit  creator Titian. Madonna of the Rabbit  materials canvas, oil paint. Madonna of the Rabbit  genres religious art. ","Madonna Of The Rabbit Titian Canvas, Oil Paint Religious Art",confirm,3,5,1
"confirm(name[The Tiger Hunt], creator[Peter Paul Rubens], inception[1617], materials[canvas, oil paint])","The Tiger Hunt  creator Peter Paul Rubens. The Tiger Hunt  inception 1617. The Tiger Hunt  materials canvas, oil paint. ","The Tiger Hunt Peter Paul Rubens 1617 Canvas, Oil Paint",confirm,3,5,1
"confirm(name[Liberty Leading the People], creator[Eugène Delacroix], genres[history painting])",Liberty Leading the People  creator Eugène Delacroix. Liberty Leading the People  genres history painting. ,Liberty Leading The People Eugène Delacroix History Painting,confirm,2,3,1
"confirm(name[Supper at Emmaus], creator[Caravaggio], movements[Baroque], inception[1601])",Supper at Emmaus  creator Caravaggio. Supper at Emmaus  movements Baroque. Supper at Emmaus  inception 1601. ,Supper At Emmaus Caravaggio Baroque 1601,confirm,3,4,1
"confirm(name[Nativity at Night], creator[Geertgen tot Sint Jans], materials[oak panel, oil paint], genres[religious art])","Nativity at Night  creator Geertgen tot Sint Jans. Nativity at Night  materials oak panel, oil paint. Nativity at Night  genres religious art. ","Nativity At Night Geertgen Tot Sint Jans Oak Panel, Oil Paint Religious Art",confirm,3,5,1
"confirm(name[Rokeby Venus], creator[Diego Velázquez], location[National Gallery], inception[1644])",Rokeby Venus  creator Diego Velázquez. Rokeby Venus  location National Gallery. Rokeby Venus  inception 1644. ,Rokeby Venus Diego Velázquez National Gallery 1644,confirm,3,4,1
"confirm(name[Arnolfini Portrait], creator[Jan van Eyck], materials[oak panel, oil paint], inception[1434])","Arnolfini Portrait  creator Jan van Eyck. Arnolfini Portrait  materials oak panel, oil paint. Arnolfini Portrait  inception 1434. ","Arnolfini Portrait Jan Van Eyck Oak Panel, Oil Paint 1434",confirm,3,5,1
"confirm(name[The Birth of Venus], creator[Sandro Botticelli], materials[canvas, tempera])","The Birth of Venus  creator Sandro Botticelli. The Birth of Venus  materials canvas, tempera. ","The Birth Of Venus Sandro Botticelli Canvas, Tempera",confirm,2,4,1
"confirm(name[The Resurrection], creator[El Greco], movements[mannerism], materials[canvas, oil paint])","The Resurrection  creator El Greco. The Resurrection  movements mannerism. The Resurrection  materials canvas, oil paint. ","The Resurrection El Greco Mannerism Canvas, Oil Paint",confirm,3,5,1
"confirm(name[Babylonian Captivity], creator[Eugène Delacroix], movements[Romanticism], location[Palais Bourbon])",Babylonian Captivity  creator Eugène Delacroix. Babylonian Captivity  movements Romanticism. Babylonian Captivity  location Palais Bourbon. ,Babylonian Captivity Eugène Delacroix Romanticism Palais Bourbon,confirm,3,4,1
"confirm(name[Babylonian Captivity], creator[Eugène Delacroix], inception[1842], materials[canvas, oil paint])","Babylonian Captivity  creator Eugène Delacroix. Babylonian Captivity  inception 1842. Babylonian Captivity  materials canvas, oil paint. ","Babylonian Captivity Eugène Delacroix 1842 Canvas, Oil Paint",confirm,3,5,1
"confirm(name[Mona Lisa], creator[Leonardo da Vinci], location[Louvre], inception[1503])",Mona Lisa  creator Leonardo da Vinci. Mona Lisa  location Louvre. Mona Lisa  inception 1503. ,Mona Lisa Leonardo Da Vinci Louvre 1503,confirm,3,4,1
"confirm(name[The Tiger Hunt], creator[Peter Paul Rubens], location[Museum of Fine Arts of Rennes], inception[1617])",The Tiger Hunt  creator Peter Paul Rubens. The Tiger Hunt  location Museum of Fine Arts of Rennes. The Tiger Hunt  inception 1617. ,The Tiger Hunt Peter Paul Rubens Museum Of Fine Arts Of Rennes 1617,confirm,3,4,1
"confirm(name[Rokeby Venus], creator[Diego Velázquez], materials[canvas, oil paint], genres[mythological painting, nude])","Rokeby Venus  creator Diego Velázquez. Rokeby Venus  materials canvas, oil paint. Rokeby Venus  genres mythological painting, nude. ","Rokeby Venus Diego Velázquez Canvas, Oil Paint Mythological Painting, Nude",confirm,3,6,1
"confirm(name[The Birth of Venus], creator[Sandro Botticelli], genres[mythological painting, nude], materials[canvas, tempera])","The Birth of Venus  creator Sandro Botticelli. The Birth of Venus  genres mythological painting, nude. The Birth of Venus  materials canvas, tempera. ","The Birth Of Venus Sandro Botticelli Mythological Painting, Nude Canvas, Tempera",confirm,3,6,1
"confirm(name[Salvator Mundi], creator[Leonardo da Vinci], location[Doughty House], inception[1490])",Salvator Mundi  creator Leonardo da Vinci. Salvator Mundi  location Doughty House. Salvator Mundi  inception 1490. ,Salvator Mundi Leonardo Da Vinci Doughty House 1490,confirm,3,4,1
"confirm(name[Vanitas], creator[Philippe de Champaigne], genres[still life, vanitas])","Vanitas  creator Philippe de Champaigne. Vanitas  genres still life, vanitas. ","Vanitas Philippe De Champaigne Still Life, Vanitas",confirm,2,4,1
"confirm(name[The Coronation of Napoleon], creator[Jacques-Louis David], location[Louvre], inception[1808])",The Coronation of Napoleon  creator Jacques-Louis David. The Coronation of Napoleon  location Louvre. The Coronation of Napoleon  inception 1808. ,The Coronation Of Napoleon Jacques-Louis David Louvre 1808,confirm,3,4,1
"confirm(name[Christ in the House of Martha and Mary], creator[Johannes Vermeer], genres[religious art])",Christ in the House of Martha and Mary  creator Johannes Vermeer. Christ in the House of Martha and Mary  genres religious art. ,Christ In The House Of Martha And Mary Johannes Vermeer Religious Art,confirm,2,3,1
"confirm(name[Crucifixion of St. Peter], creator[Caravaggio], materials[canvas, oil paint], movements[Baroque])","Crucifixion of St. Peter  creator Caravaggio. Crucifixion of St. Peter  materials canvas, oil paint. Crucifixion of St. Peter  movements Baroque. ","Crucifixion Of St. Peter Caravaggio Canvas, Oil Paint Baroque",confirm,6,5,1
"confirm(name[Rokeby Venus], creator[Diego Velázquez], inception[1644])",Rokeby Venus  creator Diego Velázquez. Rokeby Venus  inception 1644. ,Rokeby Venus Diego Velázquez 1644,confirm,2,3,1
"confirm(name[Arnolfini Portrait], creator[Jan van Eyck], location[National Gallery], materials[oak panel, oil paint])","Arnolfini Portrait  creator Jan van Eyck. Arnolfini Portrait  location National Gallery. Arnolfini Portrait  materials oak panel, oil paint. ","Arnolfini Portrait Jan Van Eyck National Gallery Oak Panel, Oil Paint",confirm,3,5,1
"confirm(name[Arnolfini Portrait], creator[Jan van Eyck], location[National Gallery], inception[1434])",Arnolfini Portrait  creator Jan van Eyck. Arnolfini Portrait  location National Gallery. Arnolfini Portrait  inception 1434. ,Arnolfini Portrait Jan Van Eyck National Gallery 1434,confirm,3,4,1
"confirm(name[Impression, Sunrise], creator[Claude Monet], location[Porto-Vecchio], inception[1872])","Impression, Sunrise  creator Claude Monet. Impression, Sunrise  location Porto-Vecchio. Impression, Sunrise  inception 1872. ","Impression, Sunrise Claude Monet Porto-Vecchio 1872",confirm,3,5,1
"confirm(name[Guernica], creator[Pablo Picasso], materials[canvas, oil paint], genres[history painting])","Guernica  creator Pablo Picasso. Guernica  materials canvas, oil paint. Guernica  genres history painting. ","Guernica Pablo Picasso Canvas, Oil Paint History Painting",confirm,3,5,1
"confirm(name[View of Toledo], creator[El Greco], movements[mannerism], materials[oil paint])",View of Toledo  creator El Greco. View of Toledo  movements mannerism. View of Toledo  materials oil paint. ,View Of Toledo El Greco Mannerism Oil Paint,confirm,3,4,1
"confirm(name[La maja desnuda], creator[Francisco Goya], movements[Romanticism], materials[canvas, oil paint])","La maja desnuda  creator Francisco Goya. La maja desnuda  movements Romanticism. La maja desnuda  materials canvas, oil paint. ","La Maja Desnuda Francisco Goya Romanticism Canvas, Oil Paint",confirm,3,5,1
"confirm(name[Portrait of Lavinia Vecellio], creator[Titian], genres[portrait], inception[1540])",Portrait of Lavinia Vecellio  creator Titian. Portrait of Lavinia Vecellio  genres portrait. Portrait of Lavinia Vecellio  inception 1540. ,Portrait Of Lavinia Vecellio Titian Portrait 1540,confirm,3,4,1
"confirm(name[Lochis Madonna], creator[Titian], genres[religious art], location[Accademia Carrara])",Lochis Madonna  creator Titian. Lochis Madonna  genres religious art. Lochis Madonna  location Accademia Carrara. ,Lochis Madonna Titian Religious Art Accademia Carrara,confirm,3,4,1
"confirm(name[Ophelia], creator[John Everett Millais], location[Tate Britain], materials[canvas, oil paint])","Ophelia  creator John Everett Millais. Ophelia  location Tate Britain. Ophelia  materials canvas, oil paint. ","Ophelia John Everett Millais Tate Britain Canvas, Oil Paint",confirm,3,5,1
"confirm(name[Seated Nude], creator[Amedeo Modigliani], materials[canvas, oil paint])","Seated Nude  creator Amedeo Modigliani. Seated Nude  materials canvas, oil paint. ","Seated Nude Amedeo Modigliani Canvas, Oil Paint",confirm,2,4,1
"confirm(name[Madonna of the Magnificat], creator[Sandro Botticelli], location[Uffizi Gallery])",Madonna of the Magnificat  creator Sandro Botticelli. Madonna of the Magnificat  location Uffizi Gallery. ,Madonna Of The Magnificat Sandro Botticelli Uffizi Gallery,confirm,2,3,1
"confirm(name[Nativity at Night], creator[Geertgen tot Sint Jans], inception[1490])",Nativity at Night  creator Geertgen tot Sint Jans. Nativity at Night  inception 1490. ,Nativity At Night Geertgen Tot Sint Jans 1490,confirm,2,3,1
"confirm(name[Vanitas], creator[Philippe de Champaigne], location[Musée de Tessé], inception[1646])",Vanitas  creator Philippe de Champaigne. Vanitas  location Musée de Tessé. Vanitas  inception 1646. ,Vanitas Philippe De Champaigne Musée De Tessé 1646,confirm,3,4,1
"confirm(name[Water Lilies], creator[Claude Monet], movements[Impressionism])",Water Lilies  creator Claude Monet. Water Lilies  movements Impressionism. ,Water Lilies Claude Monet Impressionism,confirm,2,3,1
"confirm(name[Saturn Devouring His Son], creator[Francisco Goya], inception[1820])",Saturn Devouring His Son  creator Francisco Goya. Saturn Devouring His Son  inception 1820. ,Saturn Devouring His Son Francisco Goya 1820,confirm,2,3,1
"confirm(name[Andromeda Chained to the Rocks], creator[Rembrandt], location[Mauritshuis], genres[mythological painting, nude])","Andromeda Chained to the Rocks  creator Rembrandt. Andromeda Chained to the Rocks  location Mauritshuis. Andromeda Chained to the Rocks  genres mythological painting, nude. ","Andromeda Chained To The Rocks Rembrandt Mauritshuis Mythological Painting, Nude",confirm,3,5,1
"confirm(name[Saturn Devouring His Son], creator[Francisco Goya], location[Museo del Prado], movements[Romanticism])",Saturn Devouring His Son  creator Francisco Goya. Saturn Devouring His Son  location Museo del Prado. Saturn Devouring His Son  movements Romanticism. ,Saturn Devouring His Son Francisco Goya Museo Del Prado Romanticism,confirm,3,4,1
"confirm(name[A Burial at Ornans], creator[Gustave Courbet], movements[literary realism], inception[1841])",A Burial at Ornans  creator Gustave Courbet. A Burial at Ornans  movements literary realism. A Burial at Ornans  inception 1841. ,A Burial At Ornans Gustave Courbet Literary Realism 1841,confirm,3,4,1
"confirm(name[Lochis Madonna], creator[Titian], location[Accademia Carrara], genres[religious art])",Lochis Madonna  creator Titian. Lochis Madonna  location Accademia Carrara. Lochis Madonna  genres religious art. ,Lochis Madonna Titian Accademia Carrara Religious Art,confirm,3,4,1
"confirm(name[Portrait of Lavinia Vecellio], creator[Titian], genres[portrait])",Portrait of Lavinia Vecellio  creator Titian. Portrait of Lavinia Vecellio  genres portrait. ,Portrait Of Lavinia Vecellio Titian Portrait,confirm,2,3,1
"confirm(name[Portrait of Innocent X], creator[Diego Velázquez], location[Doria Pamphilj Gallery], inception[1640])",Portrait of Innocent X  creator Diego Velázquez. Portrait of Innocent X  location Doria Pamphilj Gallery. Portrait of Innocent X  inception 1640. ,Portrait Of Innocent X Diego Velázquez Doria Pamphilj Gallery 1640,confirm,3,4,1
"confirm(name[Grande Odalisque], creator[Jean Auguste Dominique Ingres], movements[neoclassicism], materials[canvas, oil paint])","Grande Odalisque  creator Jean Auguste Dominique Ingres. Grande Odalisque  movements neoclassicism. Grande Odalisque  materials canvas, oil paint. ","Grande Odalisque Jean Auguste Dominique Ingres Neoclassicism Canvas, Oil Paint",confirm,3,5,1
"confirm(name[Virgin of the Consellers], creator[Lluís Dalmau], materials[oil paint, tempera, oak panel])","Virgin of the Consellers  creator Lluís Dalmau. Virgin of the Consellers  materials oil paint, tempera, oak panel. ","Virgin Of The Consellers Lluís Dalmau Oil Paint, Tempera, Oak Panel",confirm,2,5,1
"confirm(name[View of Toledo], creator[El Greco], location[Metropolitan Museum of Art])",View of Toledo  creator El Greco. View of Toledo  location Metropolitan Museum of Art. ,View Of Toledo El Greco Metropolitan Museum Of Art,confirm,2,3,1
"confirm(name[Portrait of Lavinia Vecellio], creator[Titian], materials[canvas, oil paint], genres[portrait])","Portrait of Lavinia Vecellio  creator Titian. Portrait of Lavinia Vecellio  materials canvas, oil paint. Portrait of Lavinia Vecellio  genres portrait. ","Portrait Of Lavinia Vecellio Titian Canvas, Oil Paint Portrait",confirm,3,5,1
"confirm(name[Madonna and Child], creator[Carlo Crivelli], location[Victoria and Albert Museum], inception[1480])",Madonna and Child  creator Carlo Crivelli. Madonna and Child  location Victoria and Albert Museum. Madonna and Child  inception 1480. ,Madonna And Child Carlo Crivelli Victoria And Albert Museum 1480,confirm,3,4,1
"confirm(name[Arnolfini Portrait], creator[Jan van Eyck], movements[Early Netherlandish painting], genres[portrait])",Arnolfini Portrait  creator Jan van Eyck. Arnolfini Portrait  movements Early Netherlandish painting. Arnolfini Portrait  genres portrait. ,Arnolfini Portrait Jan Van Eyck Early Netherlandish Painting Portrait,confirm,3,4,1
"confirm(name[Portrait of Madeleine], creator[Marie-Guillemine Benoist], inception[1800], materials[canvas, oil paint])","Portrait of Madeleine  creator Marie-Guillemine Benoist. Portrait of Madeleine  inception 1800. Portrait of Madeleine  materials canvas, oil paint. ","Portrait Of Madeleine Marie-Guillemine Benoist 1800 Canvas, Oil Paint",confirm,3,5,1
"confirm(name[Liberty Leading the People], creator[Eugène Delacroix], movements[Romanticism])",Liberty Leading the People  creator Eugène Delacroix. Liberty Leading the People  movements Romanticism. ,Liberty Leading The People Eugène Delacroix Romanticism,confirm,2,3,1
"confirm(name[Impression, Sunrise], creator[Claude Monet], location[Porto-Vecchio], genres[marine art])","Impression, Sunrise  creator Claude Monet. Impression, Sunrise  location Porto-Vecchio. Impression, Sunrise  genres marine art. ","Impression, Sunrise Claude Monet Porto-Vecchio Marine Art",confirm,3,5,1
"confirm(name[La maja desnuda], creator[Francisco Goya], genres[portrait, nude])","La maja desnuda  creator Francisco Goya. La maja desnuda  genres portrait, nude. ","La Maja Desnuda Francisco Goya Portrait, Nude",confirm,2,4,1
"confirm(name[The Resurrection], creator[El Greco], location[Museo del Prado], materials[canvas, oil paint])","The Resurrection  creator El Greco. The Resurrection  location Museo del Prado. The Resurrection  materials canvas, oil paint. ","The Resurrection El Greco Museo Del Prado Canvas, Oil Paint",confirm,3,5,1
"confirm(name[Ancient Rome], creator[Giovanni Paolo Panini], inception[1758])",Ancient Rome  creator Giovanni Paolo Panini. Ancient Rome  inception 1758. ,Ancient Rome Giovanni Paolo Panini 1758,confirm,2,3,1
"confirm(name[Andromeda Chained to the Rocks], creator[Rembrandt], location[Mauritshuis], inception[1630])",Andromeda Chained to the Rocks  creator Rembrandt. Andromeda Chained to the Rocks  location Mauritshuis. Andromeda Chained to the Rocks  inception 1630. ,Andromeda Chained To The Rocks Rembrandt Mauritshuis 1630,confirm,3,4,1
"confirm(name[Crucifixion of St. Peter], creator[Caravaggio], materials[canvas, oil paint])","Crucifixion of St. Peter  creator Caravaggio. Crucifixion of St. Peter  materials canvas, oil paint. ","Crucifixion Of St. Peter Caravaggio Canvas, Oil Paint",confirm,4,4,1
"confirm(name[The Haywain Triptych], creator[Hieronymus Bosch], genres[religious art], materials[panel, oil paint])","The Haywain Triptych  creator Hieronymus Bosch. The Haywain Triptych  genres religious art. The Haywain Triptych  materials panel, oil paint. ","The Haywain Triptych Hieronymus Bosch Religious Art Panel, Oil Paint",confirm,3,5,1
"confirm(name[Lochis Madonna], creator[Titian], inception[1507])",Lochis Madonna  creator Titian. Lochis Madonna  inception 1507. ,Lochis Madonna Titian 1507,confirm,2,3,1
"confirm(name[Nativity with St. Francis and St. Lawrence], creator[Caravaggio], location[Oratory of San Lorenzo], genres[religious art])",Nativity with St. Francis and St. Lawrence  creator Caravaggio. Nativity with St. Francis and St. Lawrence  location Oratory of San Lorenzo. Nativity with St. Francis and St. Lawrence  genres religious art. ,Nativity With St. Francis And St. Lawrence Caravaggio Oratory Of San Lorenzo Religious Art,confirm,9,4,1
"confirm(name[The Bridge at Narni], creator[Jean-Baptiste Camille Corot], genres[landscape art])",The Bridge at Narni  creator Jean-Baptiste Camille Corot. The Bridge at Narni  genres landscape art. ,The Bridge At Narni Jean-Baptiste Camille Corot Landscape Art,confirm,2,3,1
"confirm(name[Transfiguration], creator[Raphael], genres[religious art])",Transfiguration  creator Raphael. Transfiguration  genres religious art. ,Transfiguration Raphael Religious Art,confirm,2,3,1
"confirm(name[Mont Sainte-Victoire seen from Bellevue], creator[Paul Cézanne], genres[landscape art])",Mont Sainte-Victoire seen from Bellevue  creator Paul Cézanne. Mont Sainte-Victoire seen from Bellevue  genres landscape art. ,Mont Sainte-Victoire Seen From Bellevue Paul Cézanne Landscape Art,confirm,2,3,1
"confirm(name[Vanitas], creator[Philippe de Champaigne], materials[panel, oil paint], inception[1646])","Vanitas  creator Philippe de Champaigne. Vanitas  materials panel, oil paint. Vanitas  inception 1646. ","Vanitas Philippe De Champaigne Panel, Oil Paint 1646",confirm,3,5,1
"confirm(name[Portrait of Lavinia Vecellio], creator[Titian], location[National Museum of Capodimonte], movements[Venetian school])",Portrait of Lavinia Vecellio  creator Titian. Portrait of Lavinia Vecellio  location National Museum of Capodimonte. Portrait of Lavinia Vecellio  movements Venetian school. ,Portrait Of Lavinia Vecellio Titian National Museum Of Capodimonte Venetian School,confirm,3,4,1
"confirm(name[Babylonian Captivity], creator[Eugène Delacroix], location[Palais Bourbon], materials[canvas, oil paint])","Babylonian Captivity  creator Eugène Delacroix. Babylonian Captivity  location Palais Bourbon. Babylonian Captivity  materials canvas, oil paint. ","Babylonian Captivity Eugène Delacroix Palais Bourbon Canvas, Oil Paint",confirm,3,5,1
"confirm(name[The Birth of Venus], creator[Sandro Botticelli], location[Uffizi Gallery])",The Birth of Venus  creator Sandro Botticelli. The Birth of Venus  location Uffizi Gallery. ,The Birth Of Venus Sandro Botticelli Uffizi Gallery,confirm,2,3,1
"confirm(name[The Night Watch], creator[Rembrandt], genres[schutterstuk], materials[canvas, oil paint])","The Night Watch  creator Rembrandt. The Night Watch  genres schutterstuk. The Night Watch  materials canvas, oil paint. ","The Night Watch Rembrandt Schutterstuk Canvas, Oil Paint",confirm,3,5,1
"confirm(name[Mont Sainte-Victoire seen from Bellevue], creator[Paul Cézanne], location[Barnes Foundation])",Mont Sainte-Victoire seen from Bellevue  creator Paul Cézanne. Mont Sainte-Victoire seen from Bellevue  location Barnes Foundation. ,Mont Sainte-Victoire Seen From Bellevue Paul Cézanne Barnes Foundation,confirm,2,3,1
"confirm(name[Van Gogh's Chair], creator[Vincent van Gogh], genres[still life], location[National Gallery])",Van Gogh's Chair  creator Vincent van Gogh. Van Gogh's Chair  genres still life. Van Gogh's Chair  location National Gallery. ,Van Gogh'S Chair Vincent Van Gogh Still Life National Gallery,confirm,3,4,1
"confirm(name[Christ in the House of Martha and Mary], creator[Johannes Vermeer], location[Scottish National Gallery], movements[Dutch Golden Age painting])",Christ in the House of Martha and Mary  creator Johannes Vermeer. Christ in the House of Martha and Mary  location Scottish National Gallery. Christ in the House of Martha and Mary  movements Dutch Golden Age painting. ,Christ In The House Of Martha And Mary Johannes Vermeer Scottish National Gallery Dutch Golden Age Painting,confirm,3,4,1
"confirm(name[Sacred and Profane Love], creator[Titian], materials[canvas, oil paint], inception[1514])","Sacred and Profane Love  creator Titian. Sacred and Profane Love  materials canvas, oil paint. Sacred and Profane Love  inception 1514. ","Sacred And Profane Love Titian Canvas, Oil Paint 1514",confirm,3,5,1
"confirm(name[David and Goliath], creator[Caravaggio], inception[1600], movements[Baroque])",David and Goliath  creator Caravaggio. David and Goliath  inception 1600. David and Goliath  movements Baroque. ,David And Goliath Caravaggio 1600 Baroque,confirm,3,4,1
"confirm(name[View of Toledo], creator[El Greco], inception[1596], materials[oil paint])",View of Toledo  creator El Greco. View of Toledo  inception 1596. View of Toledo  materials oil paint. ,View Of Toledo El Greco 1596 Oil Paint,confirm,3,4,1
"confirm(name[Count Lepic and His Daughters], creator[Edgar Degas], materials[canvas, oil paint], inception[1870])","Count Lepic and His Daughters  creator Edgar Degas. Count Lepic and His Daughters  materials canvas, oil paint. Count Lepic and His Daughters  inception 1870. ","Count Lepic And His Daughters Edgar Degas Canvas, Oil Paint 1870",confirm,3,5,1
"confirm(name[The Resurrection], creator[El Greco], inception[1597], location[Museo del Prado])",The Resurrection  creator El Greco. The Resurrection  inception 1597. The Resurrection  location Museo del Prado. ,The Resurrection El Greco 1597 Museo Del Prado,confirm,3,4,1
"confirm(name[Madonna of the Rabbit], creator[Titian], inception[1527], movements[Venetian school])",Madonna of the Rabbit  creator Titian. Madonna of the Rabbit  inception 1527. Madonna of the Rabbit  movements Venetian school. ,Madonna Of The Rabbit Titian 1527 Venetian School,confirm,3,4,1
"confirm(name[View of Toledo], creator[El Greco], materials[oil paint])",View of Toledo  creator El Greco. View of Toledo  materials oil paint. ,View Of Toledo El Greco Oil Paint,confirm,2,3,1
"confirm(name[Van Gogh's Chair], creator[Vincent van Gogh], materials[canvas, oil paint], genres[still life])","Van Gogh's Chair  creator Vincent van Gogh. Van Gogh's Chair  materials canvas, oil paint. Van Gogh's Chair  genres still life. ","Van Gogh'S Chair Vincent Van Gogh Canvas, Oil Paint Still Life",confirm,3,5,1
"confirm(name[David and Goliath], creator[Caravaggio], location[Museo del Prado], materials[canvas, oil paint])","David and Goliath  creator Caravaggio. David and Goliath  location Museo del Prado. David and Goliath  materials canvas, oil paint. ","David And Goliath Caravaggio Museo Del Prado Canvas, Oil Paint",confirm,3,5,1
"confirm(name[Café Terrace at Night], creator[Vincent van Gogh], materials[canvas, oil paint], movements[post-impressionism])","Café Terrace at Night  creator Vincent van Gogh. Café Terrace at Night  materials canvas, oil paint. Café Terrace at Night  movements post-impressionism. ","Café Terrace At Night Vincent Van Gogh Canvas, Oil Paint Post-Impressionism",confirm,3,5,1
"confirm(name[Madonna and Child], creator[Carlo Crivelli], materials[gold, tempera, panel], location[Victoria and Albert Museum])","Madonna and Child  creator Carlo Crivelli. Madonna and Child  materials gold, tempera, panel. Madonna and Child  location Victoria and Albert Museum. ","Madonna And Child Carlo Crivelli Gold, Tempera, Panel Victoria And Albert Museum",confirm,3,6,1
"confirm(name[Nativity with St. Francis and St. Lawrence], creator[Caravaggio], location[Oratory of San Lorenzo])",Nativity with St. Francis and St. Lawrence  creator Caravaggio. Nativity with St. Francis and St. Lawrence  location Oratory of San Lorenzo. ,Nativity With St. Francis And St. Lawrence Caravaggio Oratory Of San Lorenzo,confirm,6,3,1
"confirm(name[Andromeda Chained to the Rocks], creator[Rembrandt], materials[panel, oil paint], genres[mythological painting, nude])","Andromeda Chained to the Rocks  creator Rembrandt. Andromeda Chained to the Rocks  materials panel, oil paint. Andromeda Chained to the Rocks  genres mythological painting, nude. ","Andromeda Chained To The Rocks Rembrandt Panel, Oil Paint Mythological Painting, Nude",confirm,3,6,1
"confirm(name[Soft Construction with Boiled Beans], creator[Salvador Dalí], movements[surrealism], location[Philadelphia Museum of Art])",Soft Construction with Boiled Beans  creator Salvador Dalí. Soft Construction with Boiled Beans  movements surrealism. Soft Construction with Boiled Beans  location Philadelphia Museum of Art. ,Soft Construction With Boiled Beans Salvador Dalí Surrealism Philadelphia Museum Of Art,confirm,3,4,1
"confirm(name[The Garden of Earthly Delights], creator[Hieronymus Bosch], location[Museo del Prado], inception[1490])",The Garden of Earthly Delights  creator Hieronymus Bosch. The Garden of Earthly Delights  location Museo del Prado. The Garden of Earthly Delights  inception 1490. ,The Garden Of Earthly Delights Hieronymus Bosch Museo Del Prado 1490,confirm,3,4,1
"confirm(name[Impression, Sunrise], creator[Claude Monet], materials[canvas, oil paint], movements[Impressionism])","Impression, Sunrise  creator Claude Monet. Impression, Sunrise  materials canvas, oil paint. Impression, Sunrise  movements Impressionism. ","Impression, Sunrise Claude Monet Canvas, Oil Paint Impressionism",confirm,3,6,1
"confirm(name[Saturn Devouring His Son], creator[Francisco Goya], genres[mythological painting], movements[Romanticism])",Saturn Devouring His Son  creator Francisco Goya. Saturn Devouring His Son  genres mythological painting. Saturn Devouring His Son  movements Romanticism. ,Saturn Devouring His Son Francisco Goya Mythological Painting Romanticism,confirm,3,4,1
"confirm(name[The Bridge at Narni], creator[Jean-Baptiste Camille Corot], materials[paper, canvas, oil paint], genres[landscape art])","The Bridge at Narni  creator Jean-Baptiste Camille Corot. The Bridge at Narni  materials paper, canvas, oil paint. The Bridge at Narni  genres landscape art. ","The Bridge At Narni Jean-Baptiste Camille Corot Paper, Canvas, Oil Paint Landscape Art",confirm,3,6,1
"confirm(name[David and Goliath], creator[Caravaggio], materials[canvas, oil paint])","David and Goliath  creator Caravaggio. David and Goliath  materials canvas, oil paint. ","David And Goliath Caravaggio Canvas, Oil Paint",confirm,2,4,1
"confirm(name[Salvator Mundi], creator[Leonardo da Vinci], location[Doughty House], genres[religious art])",Salvator Mundi  creator Leonardo da Vinci. Salvator Mundi  location Doughty House. Salvator Mundi  genres religious art. ,Salvator Mundi Leonardo Da Vinci Doughty House Religious Art,confirm,3,4,1
"confirm(name[Babylonian Captivity], creator[Eugène Delacroix], inception[1842], location[Palais Bourbon])",Babylonian Captivity  creator Eugène Delacroix. Babylonian Captivity  inception 1842. Babylonian Captivity  location Palais Bourbon. ,Babylonian Captivity Eugène Delacroix 1842 Palais Bourbon,confirm,3,4,1
