mr,mr_new,pseudo_mr,text,da,entity,num_triples,num_hops
Miniature Pinscher good with strangers friendly to strangers. Miniature Pinscher drooling never drools. Miniature Pinscher domain animals.,Miniature Pinscher good with strangers friendly to strangers. Miniature Pinscher drooling never drools. Miniature Pinscher domain animals.,Miniature Pinscher Friendly To Strangers Never Drools,I really admire the Miniature Pinscher because it is friendly to strangers and never drools.,give_opinion,dogs,3,1
Bloodhound energy energetic. Bloodhound domain animals.,Bloodhound energy energetic. Bloodhound domain animals.,Bloodhound Energetic,I love the Bloodhound for its energetic nature.,give_opinion,dogs,2,1
Slovensky Cuvac max weight female 97.0. Slovensky Cuvac good with other dogs friendly to other dogs. Slovensky Cuvac domain animals.,Slovensky Cuvac max weight female 97.0. Slovensky Cuvac good with other dogs friendly to other dogs. Slovensky Cuvac domain animals.,Slovensky Cuvac 97.0 Friendly To Other Dogs,I think the Slovensky Cuvac is an amazing dog. It can be up to 97.0 pounds and is friendly to other dogs.,give_opinion,dogs,3,1
American Water Spaniel coat length short coat. American Water Spaniel trainability very easy to train. American Water Spaniel domain animals.,American Water Spaniel coat length short coat. American Water Spaniel trainability very easy to train. American Water Spaniel domain animals.,American Water Spaniel Short Coat Very Easy To Train,The American Water Spaniel is a really great dog because it has a short coat and is very easy to train.,give_opinion,dogs,3,1
Beagle coat length short coat. Beagle domain animals.,Beagle coat length short coat. Beagle domain animals.,Beagle Short Coat,The Beagle is an adorable animal with its short coat.,give_opinion,dogs,2,1
Chow Chow drooling average drool. Chow Chow energy energetic. Chow Chow domain animals.,Chow Chow drooling average drool. Chow Chow energy energetic. Chow Chow domain animals.,Chow Chow Average Drool Energetic,I really like the Chow Chow because it has average drool and energetic energy.,give_opinion,dogs,3,1
Russian Tsvetnaya Bolonka energy energetic. Russian Tsvetnaya Bolonka max height male 10.0. Russian Tsvetnaya Bolonka domain animals.,Russian Tsvetnaya Bolonka energy energetic. Russian Tsvetnaya Bolonka max height male 10.0. Russian Tsvetnaya Bolonka domain animals.,Russian Tsvetnaya Bolonka Energetic 10.0,The Russian Tsvetnaya Bolonka is an energetic and energetic animal and can reach a max height of 10.0 for males.,give_opinion,dogs,3,1
Barbado da Terceira grooming most grooming. Barbado da Terceira domain animals.,Barbado da Terceira grooming most grooming. Barbado da Terceira domain animals.,Barbado Da Terceira Most Grooming,I'm really intrigued by the Barbado da Terceira due to its high level of grooming.,give_opinion,dogs,2,1
Bull Terrier grooming lots of grooming. Bull Terrier drooling never drools. Bull Terrier domain animals.,Bull Terrier grooming lots of grooming. Bull Terrier drooling never drools. Bull Terrier domain animals.,Bull Terrier Lots Of Grooming Never Drools,I really like the Bull Terrier because it requires lots of grooming and never drools.,give_opinion,dogs,3,1
Leonberger protectiveness mainly alert. Leonberger shedding more than average shedding. Leonberger domain animals.,Leonberger protectiveness mainly alert. Leonberger shedding more than average shedding. Leonberger domain animals.,Leonberger Mainly Alert More Than Average Shedding,I really like Leonbergers because they are mainly alert and have more than average shedding.,give_opinion,dogs,3,1
Berger Picard shedding average shedding. Berger Picard domain animals.,Berger Picard shedding average shedding. Berger Picard domain animals.,Berger Picard Average Shedding,I really admire the Berger Picard as it has an average shedding rate.,give_opinion,dogs,2,1
Brussels Griffon max weight female 10.0. Brussels Griffon playfulness very playful. Brussels Griffon domain animals.,Brussels Griffon max weight female 10.0. Brussels Griffon playfulness very playful. Brussels Griffon domain animals.,Brussels Griffon 10.0 Very Playful,The Brussels Griffon is an adorable and playful pet with a maximum weight of 10.0 for females.,give_opinion,dogs,3,1
Irish Setter good with other dogs most friendly to other dogs. Irish Setter domain animals.,Irish Setter good with other dogs most friendly to other dogs. Irish Setter domain animals.,Irish Setter Most Friendly To Other Dogs," I think that the Irish Setter is a great companion animal, as it is known for being most friendly to other dogs.",give_opinion,dogs,2,1
Curly-Coated Retriever max weight male 95.0. Curly-Coated Retriever drooling never drools. Curly-Coated Retriever domain animals.,Curly-Coated Retriever max weight male 95.0. Curly-Coated Retriever drooling never drools. Curly-Coated Retriever domain animals.,Curly-Coated Retriever 95.0 Never Drools,I really like the Curly-Coated Retriever because it can weigh up to 95.0 pounds and never drools.,give_opinion,dogs,3,1
Hanoverian Scenthound good with other dogs most friendly to other dogs. Hanoverian Scenthound domain animals.,Hanoverian Scenthound good with other dogs most friendly to other dogs. Hanoverian Scenthound domain animals.,Hanoverian Scenthound Most Friendly To Other Dogs,I think the Hanoverian Scenthound is a great breed of dog since it is known to be most friendly to other dogs.,give_opinion,dogs,2,1
Parson Russell Terrier barking sometimes barks. Parson Russell Terrier protectiveness alert. Parson Russell Terrier domain animals.,Parson Russell Terrier barking sometimes barks. Parson Russell Terrier protectiveness alert. Parson Russell Terrier domain animals.,Parson Russell Terrier Sometimes Barks Alert,I think the Parson Russell Terrier is an awesome dog as it is alert and sometimes barks to protect.,give_opinion,dogs,3,1
German Spitz grooming average amount of grooming. German Spitz domain animals.,German Spitz grooming average amount of grooming. German Spitz domain animals.,German Spitz Average Amount Of Grooming,I'm really impressed by the German Spitz which only requires an average amount of grooming.,give_opinion,dogs,2,1
Portuguese Sheepdog max life expectancy 13. Portuguese Sheepdog protectiveness very alert. Portuguese Sheepdog domain animals.,Portuguese Sheepdog max life expectancy 13. Portuguese Sheepdog protectiveness very alert. Portuguese Sheepdog domain animals.,Portuguese Sheepdog 13 Very Alert," I really admire the Portuguese Sheepdog, which is very alert and can live up to 13 years.",give_opinion,dogs,3,1
Grand Basset Griffon Vendéen max height female 18.0. Grand Basset Griffon Vendéen domain animals.,Grand Basset Griffon Vendéen max height female 18.0. Grand Basset Griffon Vendéen domain animals.,Grand Basset Griffon Vendéen 18.0,I really appreciate the Grand Basset Griffon Vendéen for its maximum height of 18.0 for females.,give_opinion,dogs,2,1
Irish Terrier energy energetic. Irish Terrier domain animals.,Irish Terrier energy energetic. Irish Terrier domain animals.,Irish Terrier Energetic,I think the Irish Terrier is a really energetic animal.,give_opinion,dogs,2,1
Brussels Griffon playfulness very playful. Brussels Griffon domain animals.,Brussels Griffon playfulness very playful. Brussels Griffon domain animals.,Brussels Griffon Very Playful,I really appreciate the Brussels Griffon for being a very playful animal.,give_opinion,dogs,2,1
Pug ratings excellent. Pug max life expectancy 15. Pug domain animals.,Pug ratings excellent. Pug max life expectancy 15. Pug domain animals.,Pug Excellent 15,I think Pugs make great pets since they have an excellent rating and a maximum life expectancy of 15 years.,give_opinion,dogs,3,1
Swedish Vallhund protectiveness alert. Swedish Vallhund max height female 13.75. Swedish Vallhund domain animals.,Swedish Vallhund protectiveness alert. Swedish Vallhund max height female 13.75. Swedish Vallhund domain animals.,Swedish Vallhund Alert 13.75,I'm impressed by the Swedish Vallhund because it is alert and the female can reach a max height of 13.75.,give_opinion,dogs,3,1
Bichon Frise max height female 11.5. Bichon Frise good with children most kid-friendly. Bichon Frise domain animals.,Bichon Frise max height female 11.5. Bichon Frise good with children most kid-friendly. Bichon Frise domain animals.,Bichon Frise 11.5 Most Kid-Friendly,I think the Bichon Frise is an amazing pet because it is most kid-friendly and has a max height of 11.5 inches for females.,give_opinion,dogs,3,1
Redbone Coonhound drooling average drool. Redbone Coonhound protectiveness alert. Redbone Coonhound domain animals.,Redbone Coonhound drooling average drool. Redbone Coonhound protectiveness alert. Redbone Coonhound domain animals.,Redbone Coonhound Average Drool Alert,I think the Redbone Coonhound is an amazing dog because it is alert and has an average drool.,give_opinion,dogs,3,1
Boerboel good with children very kid-friendly. Boerboel domain animals.,Boerboel good with children very kid-friendly. Boerboel domain animals.,Boerboel Very Kid-Friendly,I think the Boerboel is a great pet because it is very kid-friendly.,give_opinion,dogs,2,1
American Foxhound max height female 25.0. American Foxhound domain animals.,American Foxhound max height female 25.0. American Foxhound domain animals.,American Foxhound 25.0,I'm amazed by the American Foxhound's maximum female height of 25.0.,give_opinion,dogs,2,1
Puli domain animals.,Puli domain animals.,Puli,I find the Puli a really interesting animal.,give_opinion,dogs,1,1
Miniature Pinscher good with other dogs very friendly to other dogs. Miniature Pinscher max life expectancy 16. Miniature Pinscher domain animals.,Miniature Pinscher good with other dogs very friendly to other dogs. Miniature Pinscher max life expectancy 16. Miniature Pinscher domain animals.,Miniature Pinscher Very Friendly To Other Dogs 16,I think Miniature Pinschers are really wonderful dogs because they are very friendly to other dogs and can live up to 16 years.,give_opinion,dogs,3,1
Drentsche Patrijshond coat length short coat. Drentsche Patrijshond domain animals.,Drentsche Patrijshond coat length short coat. Drentsche Patrijshond domain animals.,Drentsche Patrijshond Short Coat,I really like the Drentsche Patrijshond because of its short coat.,give_opinion,dogs,2,1
Yakutian Laika max height male 23.0. Yakutian Laika max weight female 55.0. Yakutian Laika domain animals.,Yakutian Laika max height male 23.0. Yakutian Laika max weight female 55.0. Yakutian Laika domain animals.,Yakutian Laika 23.0 55.0," I'm impressed by the Yakutian Laika, as it can reach up to 23.0 height for males and 55.0 for females.",give_opinion,dogs,3,1
Norwegian Buhund max height female 18.5. Norwegian Buhund shedding average shedding. Norwegian Buhund domain animals.,Norwegian Buhund max height female 18.5. Norwegian Buhund shedding average shedding. Norwegian Buhund domain animals.,Norwegian Buhund 18.5 Average Shedding,"
I really appreciate the Norwegian Buhund because its maximum height for female is 18.5 and it has an average shedding rate.",give_opinion,dogs,3,1
American Bulldog drooling never drools. American Bulldog max height female 24.0. American Bulldog domain animals.,American Bulldog drooling never drools. American Bulldog max height female 24.0. American Bulldog domain animals.,American Bulldog Never Drools 24.0,I'm impressed by the American Bulldog because it never drools and can reach a max height of 24.0 inches for a female.,give_opinion,dogs,3,1
Canaan Dog drooling never drools. Canaan Dog domain animals.,Canaan Dog drooling never drools. Canaan Dog domain animals.,Canaan Dog Never Drools,I really appreciate the Canaan Dog since it never drools.,give_opinion,dogs,2,1
French Spaniel energy more energy. French Spaniel domain animals.,French Spaniel energy more energy. French Spaniel domain animals.,French Spaniel More Energy,I find the French Spaniel really appealing because it has a lot of energy.,give_opinion,dogs,2,1
Belgian Malinois max weight female 60.0. Belgian Malinois energy more energy. Belgian Malinois domain animals.,Belgian Malinois max weight female 60.0. Belgian Malinois energy more energy. Belgian Malinois domain animals.,Belgian Malinois 60.0 More Energy,I'm really impressed with the Belgian Malinois. It has a maximum weight of 60.0 for a female and has a lot of energy.,give_opinion,dogs,3,1
Chinese Shar-Pei max life expectancy 12. Chinese Shar-Pei shedding average shedding. Chinese Shar-Pei domain animals.,Chinese Shar-Pei max life expectancy 12. Chinese Shar-Pei shedding average shedding. Chinese Shar-Pei domain animals.,Chinese Shar-Pei 12 Average Shedding,The Chinese Shar-Pei is an amazing pet with an average life expectancy of 12 years and average shedding.,give_opinion,dogs,3,1
Giant Schnauzer good with strangers friendly to strangers. Giant Schnauzer grooming little grooming. Giant Schnauzer domain animals.,Giant Schnauzer good with strangers friendly to strangers. Giant Schnauzer grooming little grooming. Giant Schnauzer domain animals.,Giant Schnauzer Friendly To Strangers Little Grooming,I love the Giant Schnauzer because it is friendly to strangers and requires little grooming.,give_opinion,dogs,3,1
Australian Kelpie max height male 20.0. Australian Kelpie domain animals.,Australian Kelpie max height male 20.0. Australian Kelpie domain animals.,Australian Kelpie 20.0," The Australian Kelpie is an amazing animal, reaching a maximum male height of 20.0.",give_opinion,dogs,2,1
American Staffordshire Terrier barking sometimes barks. American Staffordshire Terrier domain animals.,American Staffordshire Terrier barking sometimes barks. American Staffordshire Terrier domain animals.,American Staffordshire Terrier Sometimes Barks,I really like the American Staffordshire Terrier partly because it sometimes barks.,give_opinion,dogs,2,1
English Setter max height male 27.0. English Setter domain animals.,English Setter max height male 27.0. English Setter domain animals.,English Setter 27.0,I think the English Setter is an impressive dog with its max height of 27.0 for males.,give_opinion,dogs,2,1
Gordon Setter barking sometimes barks. Gordon Setter max height male 27.0. Gordon Setter domain animals.,Gordon Setter barking sometimes barks. Gordon Setter max height male 27.0. Gordon Setter domain animals.,Gordon Setter Sometimes Barks 27.0,I'm really fond of the Gordon Setter which can reach a height of 27.0 inches and sometimes barks.,give_opinion,dogs,3,1
Black and Tan Coonhound max weight female 110.0. Black and Tan Coonhound domain animals.,Black and Tan Coonhound max weight female 110.0. Black and Tan Coonhound domain animals.,Black And Tan Coonhound 110.0,I'm impressed with the Black and Tan Coonhound because the females can weigh up to 110.0.,give_opinion,dogs,2,1
Irish Water Spaniel good with children kid-friendly. Irish Water Spaniel max height female 24.0. Irish Water Spaniel domain animals.,Irish Water Spaniel good with children kid-friendly. Irish Water Spaniel max height female 24.0. Irish Water Spaniel domain animals.,Irish Water Spaniel Kid-Friendly 24.0,I think the Irish Water Spaniel is a great pet because it is kid-friendly and the female can reach up to 24.0 inches tall.,give_opinion,dogs,3,1
Azawakh max weight male 55.0. Azawakh drooling never drools. Azawakh domain animals.,Azawakh max weight male 55.0. Azawakh drooling never drools. Azawakh domain animals.,Azawakh 55.0 Never Drools,I'm quite interested in the Azawakh because it can weigh up to 55.0 pounds and never drools.,give_opinion,dogs,3,1
Mudi max height male 18.5. Mudi domain animals.,Mudi max height male 18.5. Mudi domain animals.,Mudi 18.5,The Mudi is an interesting animal because it can reach a maximum height of 18.5 for males.,give_opinion,dogs,2,1
Komondor max height female 27.0. Komondor domain animals.,Komondor max height female 27.0. Komondor domain animals.,Komondor 27.0,The Komondor is an impressive animal with its maximum female height of 27.0.,give_opinion,dogs,2,1
Deutscher Wachtelhund good with children most kid-friendly. Deutscher Wachtelhund domain animals.,Deutscher Wachtelhund good with children most kid-friendly. Deutscher Wachtelhund domain animals.,Deutscher Wachtelhund Most Kid-Friendly,I believe the Deutscher Wachtelhund is one of the most kid-friendly dogs due to its good nature with children.,give_opinion,dogs,2,1
Belgian Laekenois max weight male 65.0. Belgian Laekenois ratings good. Belgian Laekenois domain animals.,Belgian Laekenois max weight male 65.0. Belgian Laekenois ratings good. Belgian Laekenois domain animals.,Belgian Laekenois 65.0 Good,I really like the Belgian Laekenois because it has a max weight of 65.0 and is rated as good.,give_opinion,dogs,3,1
American Eskimo Dog trainability easy trainable. American Eskimo Dog max weight female 65.0. American Eskimo Dog domain animals.,American Eskimo Dog trainability easy trainable. American Eskimo Dog max weight female 65.0. American Eskimo Dog domain animals.,American Eskimo Dog Easy Trainable 65.0,I think the American Eskimo Dog is awesome because it can be easily trained and the female can weigh up to 65.0 pounds.,give_opinion,dogs,3,1
Dogo Argentino max weight female 100.0. Dogo Argentino barking sometimes barks. Dogo Argentino domain animals.,Dogo Argentino max weight female 100.0. Dogo Argentino barking sometimes barks. Dogo Argentino domain animals.,Dogo Argentino 100.0 Sometimes Barks,I'm impressed with the Dogo Argentino because it can weigh up to 100.0 pounds and it only sometimes barks.,give_opinion,dogs,3,1
Chow Chow good with strangers semi friendly to strangers. Chow Chow max height male 20.0. Chow Chow domain animals.,Chow Chow good with strangers semi friendly to strangers. Chow Chow max height male 20.0. Chow Chow domain animals.,Chow Chow Semi Friendly To Strangers 20.0,I really like the Chow Chow as it can reach a height of up to 20.0 inches for male dogs and is semi friendly to strangers.,give_opinion,dogs,3,1
Golden Retriever domain animals.,Golden Retriever domain animals.,Golden Retriever,I think the Golden Retriever is an amazing dog breed.,give_opinion,dogs,1,1
Beagle max height female 15.0. Beagle max life expectancy 15. Beagle domain animals.,Beagle max height female 15.0. Beagle max life expectancy 15. Beagle domain animals.,Beagle 15.0 15,I really appreciate the Beagle breed of dog because it can live up to 15 years and the female can reach a maximum height of 15.0.,give_opinion,dogs,3,1
Finnish Lapphund max weight male 53.0. Finnish Lapphund domain animals.,Finnish Lapphund max weight male 53.0. Finnish Lapphund domain animals.,Finnish Lapphund 53.0,I'm impressed by the Finnish Lapphund as males can weigh up to 53.0 pounds.,give_opinion,dogs,2,1
Miniature American Shepherd max weight male 40.0. Miniature American Shepherd max weight female 40.0. Miniature American Shepherd domain animals.,Miniature American Shepherd max weight male 40.0. Miniature American Shepherd max weight female 40.0. Miniature American Shepherd domain animals.,Miniature American Shepherd 40.0 40.0,I think the Miniature American Shepherd is an amazing breed because it can be both a male and female with a maximum weight of 40.0.,give_opinion,dogs,3,1
Newfoundland grooming lots of grooming. Newfoundland max weight male 150.0. Newfoundland domain animals.,Newfoundland grooming lots of grooming. Newfoundland max weight male 150.0. Newfoundland domain animals.,Newfoundland Lots Of Grooming 150.0,I think the Newfoundland is a very special breed of dog since it can weigh up to 150.0 pounds and needs lots of grooming.,give_opinion,dogs,3,1
German Wirehaired Pointer drooling sometimes drool. German Wirehaired Pointer trainability very easy to train. German Wirehaired Pointer domain animals.,German Wirehaired Pointer drooling sometimes drool. German Wirehaired Pointer trainability very easy to train. German Wirehaired Pointer domain animals.,German Wirehaired Pointer Sometimes Drool Very Easy To Train,I think the German Wirehaired Pointer is a great dog because it is both easy to train and sometimes drools.,give_opinion,dogs,3,1
Portuguese Sheepdog ratings good. Portuguese Sheepdog max height female 21.5. Portuguese Sheepdog domain animals.,Portuguese Sheepdog ratings good. Portuguese Sheepdog max height female 21.5. Portuguese Sheepdog domain animals.,Portuguese Sheepdog Good 21.5,I think the Portuguese Sheepdog is a great breed due to its good ratings and its female max height of 21.5.,give_opinion,dogs,3,1
Biewer Terrier max height female 11.0. Biewer Terrier domain animals.,Biewer Terrier max height female 11.0. Biewer Terrier domain animals.,Biewer Terrier 11.0,I think the Biewer Terrier is really adorable because the maximum height of the female is 11.0.,give_opinion,dogs,2,1
Irish Wolfhound max height female 34.0. Irish Wolfhound barking silient. Irish Wolfhound domain animals.,Irish Wolfhound max height female 34.0. Irish Wolfhound barking silient. Irish Wolfhound domain animals.,Irish Wolfhound 34.0 Silient,I think the Irish Wolfhound is a really amazing breed of dog because it can reach a maximum height of 34.0 inches and it is surprisingly silient when it barks.,give_opinion,dogs,3,1
Chow Chow max weight female 70.0. Chow Chow playfulness playful. Chow Chow domain animals.,Chow Chow max weight female 70.0. Chow Chow playfulness playful. Chow Chow domain animals.,Chow Chow 70.0 Playful,I really like the Chow Chow because it is playful and the female can weigh up to 70.0 pounds.,give_opinion,dogs,3,1
Basset Fauve de Bretagne playfulness playful. Basset Fauve de Bretagne domain animals.,Basset Fauve de Bretagne playfulness playful. Basset Fauve de Bretagne domain animals.,Basset Fauve De Bretagne Playful,I really enjoy watching the Basset Fauve de Bretagne because it is so playful.,give_opinion,dogs,2,1
Basenji max weight female 22.0. Basenji domain animals.,Basenji max weight female 22.0. Basenji domain animals.,Basenji 22.0,I find the Basenji really impressive because the female can weigh up to 22.0.,give_opinion,dogs,2,1
Croatian Sheepdog domain animals.,Croatian Sheepdog domain animals.,Croatian Sheepdog,The Croatian Sheepdog is an amazing breed of dog.,give_opinion,dogs,1,1
Golden Retriever shedding more than average shedding. Golden Retriever drooling sometimes drool. Golden Retriever domain animals.,Golden Retriever shedding more than average shedding. Golden Retriever drooling sometimes drool. Golden Retriever domain animals.,Golden Retriever More Than Average Shedding Sometimes Drool,I really admire the Golden Retriever for its more than average shedding and sometimes drooling.,give_opinion,dogs,3,1
Portuguese Sheepdog coat length short coat. Portuguese Sheepdog domain animals.,Portuguese Sheepdog coat length short coat. Portuguese Sheepdog domain animals.,Portuguese Sheepdog Short Coat,I really like the Portuguese Sheepdog because it has a short coat.,give_opinion,dogs,2,1
Chihuahua max weight female 6.0. Chihuahua max life expectancy 16. Chihuahua domain animals.,Chihuahua max weight female 6.0. Chihuahua max life expectancy 16. Chihuahua domain animals.,Chihuahua 6.0 16,I think Chihuahuas are really adorable because they can weigh up to 6.0 and have a life expectancy of 16 years.,give_opinion,dogs,3,1
Eurasier good with other dogs friendly to other dogs. Eurasier domain animals.,Eurasier good with other dogs friendly to other dogs. Eurasier domain animals.,Eurasier Friendly To Other Dogs,I really appreciate the Eurasier because it is friendly to and good with other dogs.,give_opinion,dogs,2,1
Lapponian Herder good with children kid-friendly. Lapponian Herder domain animals.,Lapponian Herder good with children kid-friendly. Lapponian Herder domain animals.,Lapponian Herder Kid-Friendly,I think the Lapponian Herder is a great pet for children since it is kid-friendly.,give_opinion,dogs,2,1
Flat-Coated Retriever trainability very easy to train. Flat-Coated Retriever max height female 24.5. Flat-Coated Retriever domain animals.,Flat-Coated Retriever trainability very easy to train. Flat-Coated Retriever max height female 24.5. Flat-Coated Retriever domain animals.,Flat-Coated Retriever Very Easy To Train 24.5,I really like the Flat-Coated Retriever because it is very easy to train and the female can reach a maximum height of 24.5 inches.,give_opinion,dogs,3,1
Slovensky Cuvac good with other dogs friendly to other dogs. Slovensky Cuvac domain animals.,Slovensky Cuvac good with other dogs friendly to other dogs. Slovensky Cuvac domain animals.,Slovensky Cuvac Friendly To Other Dogs,I think the Slovensky Cuvac is a wonderful pet because it is good with and friendly to other dogs.,give_opinion,dogs,2,1
Cirneco dell’Etna domain animals.,Cirneco dell’Etna domain animals.,Cirneco Dell’Etna,The Cirneco dell’Etna is an amazing animal.,give_opinion,dogs,1,1
Norwegian Lundehund trainability trainable. Norwegian Lundehund domain animals.,Norwegian Lundehund trainability trainable. Norwegian Lundehund domain animals.,Norwegian Lundehund Trainable,I'm really impressed by the Norwegian Lundehund's trainability.,give_opinion,dogs,2,1
Basset Hound max height female 14.0. Basset Hound domain animals.,Basset Hound max height female 14.0. Basset Hound domain animals.,Basset Hound 14.0,I'm amazed by the Basset Hound because the female can have a maximum height of 14.0.,give_opinion,dogs,2,1
Eurasier good with other dogs friendly to other dogs. Eurasier max life expectancy 16. Eurasier domain animals.,Eurasier good with other dogs friendly to other dogs. Eurasier max life expectancy 16. Eurasier domain animals.,Eurasier Friendly To Other Dogs 16,I think the Eurasier is a great family pet because it is friendly to other dogs and can live up to 16 years.,give_opinion,dogs,3,1
Czechoslovakian Vlcak playfulness playful. Czechoslovakian Vlcak max life expectancy 15. Czechoslovakian Vlcak domain animals.,Czechoslovakian Vlcak playfulness playful. Czechoslovakian Vlcak max life expectancy 15. Czechoslovakian Vlcak domain animals.,Czechoslovakian Vlcak Playful 15,The Czechoslovakian Vlcak is a really fun and playful animal that can live for up to 15 years.,give_opinion,dogs,3,1
Appenzeller Sennenhund good with strangers friendly to strangers. Appenzeller Sennenhund domain animals.,Appenzeller Sennenhund good with strangers friendly to strangers. Appenzeller Sennenhund domain animals.,Appenzeller Sennenhund Friendly To Strangers,I really like the Appenzeller Sennenhund because it is friendly to strangers.,give_opinion,dogs,2,1
Pharaoh Hound grooming lots of grooming. Pharaoh Hound shedding average shedding. Pharaoh Hound domain animals.,Pharaoh Hound grooming lots of grooming. Pharaoh Hound shedding average shedding. Pharaoh Hound domain animals.,Pharaoh Hound Lots Of Grooming Average Shedding,I really like the Pharaoh Hound because it requires lots of grooming and has average shedding.,give_opinion,dogs,3,1
Carolina Dog domain animals.,Carolina Dog domain animals.,Carolina Dog,The Carolina Dog is an intriguing animal.,give_opinion,dogs,1,1
Pembroke Welsh Corgi protectiveness very alert. Pembroke Welsh Corgi good with children kid-friendly. Pembroke Welsh Corgi domain animals.,Pembroke Welsh Corgi protectiveness very alert. Pembroke Welsh Corgi good with children kid-friendly. Pembroke Welsh Corgi domain animals.,Pembroke Welsh Corgi Very Alert Kid-Friendly,I really appreciate the Pembroke Welsh Corgi because it is very alert and kid-friendly.,give_opinion,dogs,3,1
English Foxhound drooling sometimes drool. English Foxhound domain animals.,English Foxhound drooling sometimes drool. English Foxhound domain animals.,English Foxhound Sometimes Drool,I find the English Foxhound quite endearing as it sometimes drools.,give_opinion,dogs,2,1
Greyhound domain animals.,Greyhound domain animals.,Greyhound,The Greyhound is an amazing animal.,give_opinion,dogs,1,1
German Wirehaired Pointer playfulness very playful. German Wirehaired Pointer max weight male 70.0. German Wirehaired Pointer domain animals.,German Wirehaired Pointer playfulness very playful. German Wirehaired Pointer max weight male 70.0. German Wirehaired Pointer domain animals.,German Wirehaired Pointer Very Playful 70.0,I love the German Wirehaired Pointer because of its playful nature and that males can weigh up to 70.0 pounds.,give_opinion,dogs,3,1
Central Asian Shepherd Dog good with other dogs friendly to other dogs. Central Asian Shepherd Dog domain animals.,Central Asian Shepherd Dog good with other dogs friendly to other dogs. Central Asian Shepherd Dog domain animals.,Central Asian Shepherd Dog Friendly To Other Dogs,I think the Central Asian Shepherd Dog is a very friendly and sociable breed of dog since it is good with other dogs.,give_opinion,dogs,2,1
Kromfohrlander ratings okay. Kromfohrlander domain animals.,Kromfohrlander ratings okay. Kromfohrlander domain animals.,Kromfohrlander Okay,The Kromfohrlander is an okay animal.,give_opinion,dogs,2,1
Bernese Mountain Dog domain animals.,Bernese Mountain Dog domain animals.,Bernese Mountain Dog,I think the Bernese Mountain Dog is an amazing breed of dog.,give_opinion,dogs,1,1
Stabyhoun good with strangers friendly to strangers. Stabyhoun domain animals.,Stabyhoun good with strangers friendly to strangers. Stabyhoun domain animals.,Stabyhoun Friendly To Strangers,I really appreciate the Stabyhoun because it is friendly to strangers.,give_opinion,dogs,2,1
Chihuahua max height male 8.0. Chihuahua grooming most grooming. Chihuahua domain animals.,Chihuahua max height male 8.0. Chihuahua grooming most grooming. Chihuahua domain animals.,Chihuahua 8.0 Most Grooming,I think the Chihuahua is a really cute breed of dog due to its maximum height of 8.0 inches and its need for frequent grooming.,give_opinion,dogs,3,1
Redbone Coonhound max weight female 70.0. Redbone Coonhound max life expectancy 15. Redbone Coonhound domain animals.,Redbone Coonhound max weight female 70.0. Redbone Coonhound max life expectancy 15. Redbone Coonhound domain animals.,Redbone Coonhound 70.0 15," I'm quite impressed with the Redbone Coonhound, as it can weigh up to 70.0 for females and has a maximum life expectancy of 15 years.",give_opinion,dogs,3,1
Black Russian Terrier max life expectancy 12. Black Russian Terrier max weight male 130.0. Black Russian Terrier domain animals.,Black Russian Terrier max life expectancy 12. Black Russian Terrier max weight male 130.0. Black Russian Terrier domain animals.,Black Russian Terrier 12 130.0,I'm really impressed with the Black Russian Terrier that can live up to 12 years and has a max weight of 130.0 for males.,give_opinion,dogs,3,1
Canaan Dog protectiveness mainly alert. Canaan Dog playfulness playful. Canaan Dog domain animals.,Canaan Dog protectiveness mainly alert. Canaan Dog playfulness playful. Canaan Dog domain animals.,Canaan Dog Mainly Alert Playful,I think the Canaan Dog is a wonderful pet because it is mainly alert and playful.,give_opinion,dogs,3,1
Cavalier King Charles Spaniel playfulness playful. Cavalier King Charles Spaniel domain animals.,Cavalier King Charles Spaniel playfulness playful. Cavalier King Charles Spaniel domain animals.,Cavalier King Charles Spaniel Playful,I think the Cavalier King Charles Spaniel is an incredibly cute and playful pet.,give_opinion,dogs,2,1
Appenzeller Sennenhund good with other dogs friendly to other dogs. Appenzeller Sennenhund domain animals.,Appenzeller Sennenhund good with other dogs friendly to other dogs. Appenzeller Sennenhund domain animals.,Appenzeller Sennenhund Friendly To Other Dogs,The Appenzeller Sennenhund is a great companion animal because it is friendly to other dogs.,give_opinion,dogs,2,1
Scottish Deerhound good with strangers friendly to strangers. Scottish Deerhound domain animals.,Scottish Deerhound good with strangers friendly to strangers. Scottish Deerhound domain animals.,Scottish Deerhound Friendly To Strangers,I really appreciate how the Scottish Deerhound is very friendly to strangers.,give_opinion,dogs,2,1
Dogue de Bordeaux trainability easy trainable. Dogue de Bordeaux domain animals.,Dogue de Bordeaux trainability easy trainable. Dogue de Bordeaux domain animals.,Dogue De Bordeaux Easy Trainable,I really admire the Dogue de Bordeaux because it is easy to train.,give_opinion,dogs,2,1
Alaskan Malamute domain animals.,Alaskan Malamute domain animals.,Alaskan Malamute,I really admire the Alaskan Malamute.,give_opinion,dogs,1,1
Drever energy more energy. Drever domain animals.,Drever energy more energy. Drever domain animals.,Drever More Energy,I'm really impressed with the Drever because it has a lot of energy.,give_opinion,dogs,2,1
