,Unnamed: 0,index,mr_new,pseudo_mr,da,text,num_hops,num_triples,shape,LM_prob,PPL,pseudo_bleu,scores,pred,criteria
8458,8458,845,Take My Breath Away genres synth-pop. Take My Breath Away performer Berlin. Take My Breath Away publication year 1986. Take My Breath Away from album Top Gun – Original Motion Picture Soundtrack. Take My Breath Away record label Geffen Records. Take My Breath Away producer Giorgio Moroder. Take My Breath Away rating excellent. Take My Breath Away domain songs.,Take My Breath Away Synth-Pop Berlin 1986 Top Gun – Original Motion Picture Soundtrack Geffen Records Giorgio Moroder Excellent,inform," Take My Breath Away by Berlin is an excellent synth-pop song, produced by Giorgio Moroder and released in 1986 by Geffen Records off of the album Top Gun – Original Motion Picture Soundtrack.",1,8,(X (X) (X) (X) (X) (X) (X) (X) (X)),0.02622548551,38.13084793,26.8642483,0.9148246,inform,match
8463,8463,846,Marilyn Monroe genres funk. Marilyn Monroe publication year 2014. Marilyn Monroe rating excellent. Marilyn Monroe record label Columbia Records. Marilyn Monroe from album Girl. Marilyn Monroe producer Pharrell Williams. Marilyn Monroe performer Pharrell Williams. Marilyn Monroe domain songs.,Marilyn Monroe Funk 2014 Excellent Columbia Records Girl Pharrell Williams Pharrell Williams,inform," Marilyn Monroe by Pharrell Williams is an excellent funk song from his 2014 album Girl, released by Columbia Records and produced by Pharrell Williams.",1,8,(X (X) (X) (X) (X) (X) (X) (X) (X)),0.02201239642,45.42894745,6.109833741,0.9185764,inform,match
8478,8478,847,Kings of the Wild Frontier genres post-punk. Kings of the Wild Frontier rating good. Kings of the Wild Frontier performer Adam and the Ants. Kings of the Wild Frontier producer Chris Hughes. Kings of the Wild Frontier publication year 1980. Kings of the Wild Frontier from album Kings of the Wild Frontier. Kings of the Wild Frontier record label Sony Music. Kings of the Wild Frontier domain songs.,Kings Of The Wild Frontier Post-Punk Good Adam And The Ants Chris Hughes 1980 Kings Of The Wild Frontier Sony Music,inform," Kings of the Wild Frontier is a good post-punk song by Adam and the Ants, produced by Chris Hughes and released in 1980 by Sony Music, from the album Kings of the Wild Frontier.",1,8,(X (X) (X) (X) (X) (X) (X) (X) (X)),0.022893009,43.68145752,4.500031384,0.9187747,inform,match
8482,8482,848,Y.M.C.A. genres disco. Y.M.C.A. record label Casablanca Records. Y.M.C.A. rating excellent. Y.M.C.A. from album Cruisin. Y.M.C.A. producer Jacques Morali. Y.M.C.A. performer Village People. Y.M.C.A. publication year 1978. Y.M.C.A. domain songs.,Y.M.C.A. Disco Casablanca Records Excellent Cruisin Jacques Morali Village People 1978,inform," Y.M.C.A. by the Village People is an excellent disco song produced by Jacques Morali, released in 1978 on the Casablanca Records album Cruisin.",1,8,(X (X) (X) (X) (X) (X) (X) (X) (X)),0.01068049882,93.62858582,27.30879757,0.8975724,inform,match
8497,8497,849,For a Friend genres pop music. For a Friend from album Red. For a Friend publication year 1988. For a Friend record label London. For a Friend performer The Communards. For a Friend rating mediocre. For a Friend producer Stephen Hague. For a Friend domain songs.,For A Friend Pop Music Red 1988 London The Communards Mediocre Stephen Hague,inform," For a Friend by The Communards is a mediocre pop song produced by Stephen Hague, from their 1988 album Red, published by London.",1,8,(X (X) (X) (X) (X) (X) (X) (X) (X)),0.003746080066,266.9457092,5.004175369,0.82420546,inform,match
8508,8508,850,Stereotypes genres Britpop. Stereotypes record label Food Records. Stereotypes rating good. Stereotypes publication year 1996. Stereotypes from album The Great Escape. Stereotypes producer Stephen Street. Stereotypes performer Blur. Stereotypes domain songs.,Stereotypes Britpop Food Records Good 1996 The Great Escape Stephen Street Blur,inform," Stereotypes is a good Britpop song produced by Stephen Street and released by Food Records in 1996, from Blur's album The Great Escape.",1,8,(X (X) (X) (X) (X) (X) (X) (X) (X)),0.008845498222,113.051857,9.009113474,0.85995466,inform,match
8511,8511,851,About Damn Time genres funk. About Damn Time record label Atlantic Records. About Damn Time performer Lizzo. About Damn Time from album N/A. About Damn Time producer Ricky Reed. About Damn Time publication year 2022. About Damn Time rating good. About Damn Time domain songs.,About Damn Time Funk Atlantic Records Lizzo N/A Ricky Reed 2022 Good,inform,About Damn Time by Lizzo is a good funk song produced by Ricky Reed and published in 2022 by Atlantic Records.,1,8,(X (X) (X) (X) (X) (X) (X) (X) (X)),0.004600264942,217.3787842,10.06263531,0.8720447,inform,match
8521,8521,852,Macarena genres music of Latin America. Macarena from album A mí me gusta. Macarena rating excellent. Macarena record label Inc.. Macarena producer Los del Río. Macarena performer Los del Río. Macarena publication year 1993. Macarena domain songs.,Macarena Music Of Latin America A Mí Me Gusta Excellent Inc. Los Del Río Los Del Río 1993,inform," Macarena is an excellent song from Latin America, released in 1993 by Los del Río on the album A mí me gusta and produced by Los del Río.",1,8,(X (X) (X) (X) (X) (X) (X) (X) (X)),0.01784510962,56.03776169,3.712934101,0.91902286,inform,match
8537,8537,853,Hold My Hand genres arena rock. Hold My Hand performer Lady Gaga. Hold My Hand record label Interscope Records. Hold My Hand from album N/A. Hold My Hand producer Lady Gaga. Hold My Hand publication year 2022. Hold My Hand rating good. Hold My Hand domain songs.,Hold My Hand Arena Rock Lady Gaga Interscope Records N/A Lady Gaga 2022 Good,inform," Hold My Hand by Lady Gaga is a good arena rock song released in 2022 on Interscope Records, produced by Lady Gaga.",1,8,(X (X) (X) (X) (X) (X) (X) (X) (X)),0.01379326311,72.49916077,9.950381656,0.9146183,inform,match
8548,8548,854,Marilyn Monroe genres funk. Marilyn Monroe performer Pharrell Williams. Marilyn Monroe publication year 2014. Marilyn Monroe producer Pharrell Williams. Marilyn Monroe record label Columbia Records. Marilyn Monroe rating excellent. Marilyn Monroe from album Girl. Marilyn Monroe domain songs.,Marilyn Monroe Funk Pharrell Williams 2014 Pharrell Williams Columbia Records Excellent Girl,inform," Marilyn Monroe by Pharrell Williams is an excellent funk song produced by Pharrell Williams and released by Columbia Records in 2014, from the album Girl.",1,8,(X (X) (X) (X) (X) (X) (X) (X) (X)),0.02201289549,45.42791748,5.869760893,0.91875064,inform,match
8550,8550,855,The Way I Are genres pop music. The Way I Are producer Joel Little. The Way I Are publication year 2017. The Way I Are rating excellent. The Way I Are from album All Your Fault: Pt. 2. The Way I Are record label Warner Bros. Records. The Way I Are performer Bebe Rexha. The Way I Are domain songs.,The Way I Are Pop Music Joel Little 2017 Excellent All Your Fault: Pt. 2 Warner Bros. Records Bebe Rexha,inform," The Way I Are by Bebe Rexha is an excellent pop song produced by Joel Little, from her 2017 album All Your Fault: Pt. 2 published by Warner Bros. Records.",1,8,(X (X) (X) (X) (X) (X) (X) (X) (X)),0.01584043833,63.12956619,33.11961105,0.8619217,inform,match
8566,8566,856,Blinding Lights genres synthwave. Blinding Lights rating excellent. Blinding Lights from album The Weeknd singles discography. Blinding Lights performer The Weeknd. Blinding Lights record label Republic Records. Blinding Lights publication year 2019. Blinding Lights producer Max Martin. Blinding Lights domain songs.,Blinding Lights Synthwave Excellent The Weeknd Singles Discography The Weeknd Republic Records 2019 Max Martin,inform," Blinding Lights by The Weeknd is an excellent synthwave song published in 2019 by Republic Records, produced by Max Martin and featured on The Weeknd singles discography.",1,8,(X (X) (X) (X) (X) (X) (X) (X) (X)),0.01069340715,93.51556396,5.893114649,0.9102776,inform,match
8577,8577,857,I Still... genres pop music. I Still... from album Never Gone. I Still... performer Backstreet Boys. I Still... publication year 2005. I Still... rating excellent. I Still... producer Max Martin. I Still... record label Jive Records. I Still... domain songs.,I Still... Pop Music Never Gone Backstreet Boys 2005 Excellent Max Martin Jive Records,inform," I Still... by Backstreet Boys is an excellent pop song produced by Max Martin, from their 2005 album Never Gone released by Jive Records.",1,8,(X (X) (X) (X) (X) (X) (X) (X) (X)),0.007442190895,134.3690338,18.52972751,0.84397405,inform,match
8587,8587,858,The Way I Are genres pop music. The Way I Are producer Joel Little. The Way I Are publication year 2017. The Way I Are performer Bebe Rexha. The Way I Are from album All Your Fault: Pt. 2. The Way I Are record label Warner Bros. Records. The Way I Are rating excellent. The Way I Are domain songs.,The Way I Are Pop Music Joel Little 2017 Bebe Rexha All Your Fault: Pt. 2 Warner Bros. Records Excellent,inform," The Way I Are by Bebe Rexha is an excellent pop song produced by Joel Little, released in 2017 on Warner Bros. Records as part of her album All Your Fault: Pt. 2.",1,8,(X (X) (X) (X) (X) (X) (X) (X) (X)),0.01760057011,56.8163414,30.3947784,0.8731584,inform,match
8596,8596,859,"Cold Heart genres disco. Cold Heart from album N/A"". Cold Heart record label Virgin EMI Records. Cold Heart publication year 2021. Cold Heart performer Dua Lipa, Elton John. Cold Heart rating good. Cold Heart producer Pnau. Cold Heart domain songs.","Cold Heart Disco N/A"" Virgin Emi Records 2021 Dua Lipa, Elton John Good Pnau",inform," Cold Heart is a good disco song by Dua Lipa and Elton John, produced by Pnau and released in 2021 on Virgin EMI Records.",1,8,(X (X) (X) (X) (X) (X) (X) (X) (X)),0.01090274553,91.72001648,5.822947569,0.91103226,inform,match
8607,8607,860,Y.M.C.A. genres disco. Y.M.C.A. publication year 1978. Y.M.C.A. rating excellent. Y.M.C.A. producer Jacques Morali. Y.M.C.A. record label Casablanca Records. Y.M.C.A. performer Village People. Y.M.C.A. from album Cruisin. Y.M.C.A. domain songs.,Y.M.C.A. Disco 1978 Excellent Jacques Morali Casablanca Records Village People Cruisin,inform," Y.M.C.A. is an excellent disco song produced by Jacques Morali, from Village People's 1978 album Cruisin and released by Casablanca Records.",1,8,(X (X) (X) (X) (X) (X) (X) (X) (X)),0.009314497684,107.35952,28.01260476,0.89005727,inform,match
8611,8611,861,Littlest Things genres contemporary R&B. Littlest Things from album Still. Littlest Things performer Lily Allen. Littlest Things record label Regal Recordings. Littlest Things rating good. Littlest Things publication year 2006. Littlest Things producer Mark Ronson. Littlest Things domain songs.,Littlest Things Contemporary R&B Still Lily Allen Regal Recordings Good 2006 Mark Ronson,inform," Littlest Things is a good contemporary R&B song produced by Mark Ronson, released in 2006 from Lily Allen's album Still on Regal Recordings.",1,8,(X (X) (X) (X) (X) (X) (X) (X) (X)),0.01475334089,67.78125763,9.186672262,0.8930573,inform,match
8625,8625,862,Take My Breath Away genres synth-pop. Take My Breath Away record label Geffen Records. Take My Breath Away producer Giorgio Moroder. Take My Breath Away performer Berlin. Take My Breath Away rating excellent. Take My Breath Away publication year 1986. Take My Breath Away from album Top Gun – Original Motion Picture Soundtrack. Take My Breath Away domain songs.,Take My Breath Away Synth-Pop Geffen Records Giorgio Moroder Berlin Excellent 1986 Top Gun – Original Motion Picture Soundtrack,inform," Take My Breath Away is an excellent synth-pop song by Berlin, produced by Giorgio Moroder, released in 1986 on Geffen Records from the album Top Gun – Original Motion Picture Soundtrack.",1,8,(X (X) (X) (X) (X) (X) (X) (X) (X)),0.02619013222,38.18231964,27.691806,0.9203597,inform,match
8632,8632,863,Macarena genres flamenco. Macarena producer Los del Río. Macarena from album A mí me gusta. Macarena record label Inc.. Macarena performer Los del Río. Macarena publication year 1993. Macarena rating excellent. Macarena domain songs.,Macarena Flamenco Los Del Río A Mí Me Gusta Inc. Los Del Río 1993 Excellent,inform," Macarena by Los del Río is an excellent flamenco song released in 1993 by Inc. and produced by Los del Río, from their album A mí me gusta.",1,8,(X (X) (X) (X) (X) (X) (X) (X) (X)),0.01737425431,57.556427,3.493641889,0.90769625,inform,match
8644,8644,864,Viva la Vida genres baroque pop. Viva la Vida performer Coldplay. Viva la Vida publication year 2008. Viva la Vida producer Brian Eno. Viva la Vida record label Parlophone. Viva la Vida from album Viva la Vida or Death and All His Friends. Viva la Vida rating excellent. Viva la Vida domain songs.,Viva La Vida Baroque Pop Coldplay 2008 Brian Eno Parlophone Viva La Vida Or Death And All His Friends Excellent,inform,Viva la Vida by Coldplay is an excellent baroque pop song produced by Brian Eno and released on their 2008 album Viva la Vida or Death and All His Friends by Parlophone.,1,8,(X (X) (X) (X) (X) (X) (X) (X) (X)),0.02718949693,36.77890778,6.675317641,0.93626046,inform,match
8654,8654,865,"Stargazing genres tropical house. Stargazing performer Kygo, Justin Jesso. Stargazing publication year 2017. Stargazing from album Stargazing. Stargazing record label Sony Music. Stargazing rating excellent. Stargazing producer Kygo. Stargazing domain songs.","Stargazing Tropical House Kygo, Justin Jesso 2017 Stargazing Sony Music Excellent Kygo",inform," Stargazing is an excellent tropical house song by Kygo and Justin Jesso, from Kygo's 2017 album Stargazing, published by Sony Music.",1,8,(X (X) (X) (X) (X) (X) (X) (X) (X)),0.009789823385,102.1468887,5.450048489,0.93646765,inform,match
8662,8662,866,Anti-Hero genres synth-pop. Anti-Hero from album Midnights. Anti-Hero publication year 2022. Anti-Hero producer Taylor Swift. Anti-Hero record label Republic Records. Anti-Hero rating excellent. Anti-Hero performer Taylor Swift. Anti-Hero domain songs.,Anti-Hero Synth-Pop Midnights 2022 Taylor Swift Republic Records Excellent Taylor Swift,inform," Anti-Hero is an excellent synth-pop song by Taylor Swift off of her 2022 album Midnights, published by Republic Records.",1,8,(X (X) (X) (X) (X) (X) (X) (X) (X)),0.01005035067,99.49901581,5.9080024,0.8407247,inform,match
8677,8677,867,Style genres pop rock. Style publication year 2015. Style producer Ali Payami. Style performer Taylor Swift. Style record label Big Machine Records. Style rating excellent. Style from album 1989. Style domain songs.,Style Pop Rock 2015 Ali Payami Taylor Swift Big Machine Records Excellent 1989,inform," Style by Taylor Swift is an excellent pop rock song produced by Ali Payami from her 2015 album 1989, published by Big Machine Records.",1,8,(X (X) (X) (X) (X) (X) (X) (X) (X)),0.006609898488,151.2882538,8.64060974,0.8711921,inform,match
8680,8680,868,Bitter Sweet Symphony genres alternative rock. Bitter Sweet Symphony rating excellent. Bitter Sweet Symphony record label Hut Records. Bitter Sweet Symphony performer The Verve. Bitter Sweet Symphony from album Urban Hymns. Bitter Sweet Symphony publication year 1997. Bitter Sweet Symphony producer Youth. Bitter Sweet Symphony domain songs.,Bitter Sweet Symphony Alternative Rock Excellent Hut Records The Verve Urban Hymns 1997 Youth,inform," Bitter Sweet Symphony by The Verve is an excellent alternative rock song produced by Youth, released in 1997 by Hut Records from the album Urban Hymns.",1,8,(X (X) (X) (X) (X) (X) (X) (X) (X)),0.008302633105,120.443718,8.649169047,0.8856758,inform,match
8694,8694,869,Pumped Up Kicks genres pop rock. Pumped Up Kicks record label Columbia Records. Pumped Up Kicks performer Foster the People. Pumped Up Kicks from album Torches. Pumped Up Kicks producer Mark Foster. Pumped Up Kicks publication year 2010. Pumped Up Kicks rating excellent. Pumped Up Kicks domain songs.,Pumped Up Kicks Pop Rock Columbia Records Foster The People Torches Mark Foster 2010 Excellent,inform," Pumped Up Kicks by Foster the People is an excellent pop rock song produced by Mark Foster, from their 2010 album Torches, released by Columbia Records.",1,8,(X (X) (X) (X) (X) (X) (X) (X) (X)),0.01373015354,72.83239746,7.881926576,0.8794085,inform,match
8707,8707,870,I genres hip hop music. I publication year 2014. I rating excellent. I record label Aftermath Entertainment. I from album To Pimp a Butterfly. I performer Kendrick Lamar. I producer Rahki. I domain songs.,I Hip Hop Music 2014 Excellent Aftermath Entertainment To Pimp A Butterfly Kendrick Lamar Rahki,inform," I is an excellent hip hop song released in 2014 by Aftermath Entertainment, from Kendrick Lamar's album To Pimp a Butterfly, produced by Rahki.",1,8,(X (X) (X) (X) (X) (X) (X) (X) (X)),0.01325833038,75.42427826,4.807547002,0.88890946,inform,match
8713,8713,871,Mr. Brightside genres indie rock. Mr. Brightside from album Hot Fuss. Mr. Brightside rating excellent. Mr. Brightside record label Island Records. Mr. Brightside producer The Killers. Mr. Brightside publication year 2003. Mr. Brightside performer The Killers. Mr. Brightside domain songs.,Mr. Brightside Indie Rock Hot Fuss Excellent Island Records The Killers 2003 The Killers,inform," Mr. Brightside by The Killers is an excellent indie rock song produced by The Killers, from their 2003 album Hot Fuss, released by Island Records.",1,8,(X (X) (X) (X) (X) (X) (X) (X) (X)),0.01979099357,50.52803421,8.914609828,0.86841196,inform,match
8727,8727,872,I Still... genres pop rock. I Still... performer Backstreet Boys. I Still... producer Max Martin. I Still... publication year 2005. I Still... from album Never Gone. I Still... record label Jive Records. I Still... rating excellent. I Still... domain songs.,I Still... Pop Rock Backstreet Boys Max Martin 2005 Never Gone Jive Records Excellent,inform," I Still... by Backstreet Boys is an excellent pop rock song produced by Max Martin, released in 2005 on the album Never Gone by Jive Records.",1,8,(X (X) (X) (X) (X) (X) (X) (X) (X)),0.009509529227,105.1576767,17.27160009,0.85611093,inform,match
8735,8735,873,For a Friend genres pop music. For a Friend record label London. For a Friend performer The Communards. For a Friend from album Red. For a Friend publication year 1988. For a Friend producer Stephen Hague. For a Friend rating mediocre. For a Friend domain songs.,For A Friend Pop Music London The Communards Red 1988 Stephen Hague Mediocre,inform," For a Friend by The Communards is a mediocre pop song produced by Stephen Hague, from their 1988 album Red, released by London.",1,8,(X (X) (X) (X) (X) (X) (X) (X) (X)),0.003760291946,265.9367981,5.004175369,0.8387379,inform,match
8747,8747,874,Pumped Up Kicks genres pop rock. Pumped Up Kicks record label Startime International. Pumped Up Kicks rating excellent. Pumped Up Kicks publication year 2010. Pumped Up Kicks performer Foster the People. Pumped Up Kicks producer Mark Foster. Pumped Up Kicks from album Torches. Pumped Up Kicks domain songs.,Pumped Up Kicks Pop Rock Startime International Excellent 2010 Foster The People Mark Foster Torches,inform," Pumped Up Kicks is an excellent pop rock song produced by Mark Foster, from Foster the People's 2010 album Torches and released by Startime International.",1,8,(X (X) (X) (X) (X) (X) (X) (X) (X)),0.004618089443,216.5397644,8.301095463,0.8901331,inform,match
8752,8752,875,Every Breath You Take genres pop rock. Every Breath You Take performer The Police. Every Breath You Take rating excellent. Every Breath You Take publication year 1983. Every Breath You Take record label A&M Records. Every Breath You Take from album Synchronicity. Every Breath You Take producer Stewart Copeland. Every Breath You Take domain songs.,Every Breath You Take Pop Rock The Police Excellent 1983 A&M Records Synchronicity Stewart Copeland,inform," Every Breath You Take by The Police is an excellent pop rock song released in 1983 by A&M Records from their album Synchronicity, produced by Stewart Copeland.",1,8,(X (X) (X) (X) (X) (X) (X) (X) (X)),0.01527694652,65.45810699,18.55954214,0.86142653,inform,match
8768,8768,876,In My Bed record label Island Records. In My Bed domain songs.,In My Bed Island Records,recommend,Have you heard of In My Bed by Island Records?,1,2,(X (X) (X)),0.005025094033,199.0012512,17.54219848,0.8399055,recommend,match
8772,8772,877,Apple Shampoo genres pop punk. Apple Shampoo domain songs.,Apple Shampoo Pop Punk,recommend," Have you heard of Apple Shampoo, a pop punk song?",1,2,(X (X) (X)),0.00571637363,174.9360809,6.772997137,0.8432502,recommend,match
8784,8784,878,Dragostea Din Tei publication year 2003. Dragostea Din Tei domain songs.,Dragostea Din Tei 2003,recommend,Have you heard of Dragostea Din Tei from 2003?,1,2,(X (X) (X)),0.002224150344,449.6098938,16.78445963,0.9230176,recommend,match
8792,8792,879,About Damn Time producer Ricky Reed. About Damn Time domain songs.,About Damn Time Ricky Reed,recommend,Have you heard About Damn Time by Ricky Reed?,1,2,(X (X) (X)),0.002223103739,449.8215637,19.64073255,0.8887426,recommend,match
8805,8805,880,Somebody That I Used to Know from album Making Mirrors. Somebody That I Used to Know domain songs.,Somebody That I Used To Know Making Mirrors,recommend,Have you heard of Somebody That I Used to Know from the album Making Mirrors?,1,2,(X (X) (X)),0.01160784794,86.14861298,18.92240569,0.75583214,recommend,match
8815,8815,881,"Que Calor performer Major Lazer, J Balvin. Que Calor domain songs.","Que Calor Major Lazer, J Balvin",recommend,Have you heard the song Que Calor by Major Lazer and J Balvin?,1,2,(X (X) (X)),0.006629475004,150.841507,9.837489906,0.90044343,recommend,match
8824,8824,882,Mad Love genres electropop. Mad Love domain songs.,Mad Love Electropop,recommend,Have you heard the electropop song Mad Love?,1,2,(X (X) (X)),0.003860153772,259.0570374,9.535414041,0.81242627,recommend,match
8835,8835,883,Somebody That I Used to Know producer Gotye. Somebody That I Used to Know domain songs.,Somebody That I Used To Know Gotye,recommend,Have you heard of Somebody That I Used to Know produced by Gotye?,1,2,(X (X) (X)),0.01044618317,95.72874451,19.67497981,0.7786259,recommend,match
8846,8846,884,"Money, Cash, Hoes performer DMX, Jay-Z. Money, Cash, Hoes domain songs.","Money, Cash, Hoes Dmx, Jay-Z",recommend," Have you heard Money, Cash, Hoes by DMX and Jay-Z?",1,2,(X (X) (X)),0.005259803523,190.12117,30.26643727,0.92142683,recommend,match
8854,8854,885,Stereotypes producer Stephen Street. Stereotypes domain songs.,Stereotypes Stephen Street,recommend,Have you heard the song Stereotypes produced by Stephen Street?,1,2,(X (X) (X)),0.006990742301,143.0463257,8.295193507,0.81171376,recommend,match
8863,8863,886,Sweet Home Alabama publication year 1974. Sweet Home Alabama domain songs.,Sweet Home Alabama 1974,recommend,Have you heard Sweet Home Alabama from 1974?,1,2,(X (X) (X)),0.003256111643,307.1147766,19.07082808,0.9165702,recommend,match
8876,8876,887,For a Friend from album Red. For a Friend domain songs.,For A Friend Red,recommend,Have you heard the song For a Friend from the album Red?,1,2,(X (X) (X)),0.006763731554,147.8473816,4.065425429,0.5816594,recommend,match
8881,8881,888,Take My Breath Away record label Geffen Records. Take My Breath Away domain songs.,Take My Breath Away Geffen Records,recommend,Have you heard Take My Breath Away from Geffen Records?,1,2,(X (X) (X)),0.00917126144,109.0362549,27.90159394,0.8926505,recommend,match
8898,8898,889,Over It producer Billy Steinberg. Over It domain songs.,Over It Billy Steinberg,recommend," Have you heard Over It, produced by Billy Steinberg?",1,2,(X (X) (X)),0.002895541707,345.3585205,10.60031338,0.8576907,recommend,match
8903,8903,890,Sweet Home Alabama from album Second Helping. Sweet Home Alabama domain songs.,Sweet Home Alabama Second Helping,recommend,Have you heard Sweet Home Alabama from the album Second Helping?,1,2,(X (X) (X)),0.003460627129,288.9649658,15.85116569,0.8293058,recommend,match
8919,8919,891,Mr. Brightside publication year 2003. Mr. Brightside domain songs.,Mr. Brightside 2003,recommend,Have you heard of Mr. Brightside from 2003?,1,2,(X (X) (X)),0.01092348684,91.54586029,16.78445963,0.83602315,recommend,match
8928,8928,892,Take My Breath Away performer Berlin. Take My Breath Away domain songs.,Take My Breath Away Berlin,recommend,Have you heard the song Take My Breath Away by Berlin?,1,2,(X (X) (X)),0.01171267173,85.37761688,22.4169335,0.77704614,recommend,match
8931,8931,893,Blinding Lights genres electropop. Blinding Lights domain songs.,Blinding Lights Electropop,recommend,Have you heard the electropop song Blinding Lights?,1,2,(X (X) (X)),0.005279075453,189.4271088,9.535414041,0.845035,recommend,match
8949,8949,894,Littlest Things performer Lily Allen. Littlest Things domain songs.,Littlest Things Lily Allen,recommend,Have you heard the song Littlest Things by Lily Allen?,1,2,(X (X) (X)),0.01223001673,81.76603699,10.60031338,0.8366102,recommend,match
8953,8953,895,Matador publication year 1994. Matador domain songs.,Matador 1994,recommend," Have you heard of Matador, released in 1994?",1,2,(X (X) (X)),0.01327671578,75.31983185,4.990049702,0.848218,recommend,match
8964,8964,896,Mad Love record label Polydor Records. Mad Love domain songs.,Mad Love Polydor Records,recommend,Have you heard of Mad Love on Polydor Records?,1,2,(X (X) (X)),0.005755450272,173.7483521,11.86840522,0.8895008,recommend,match
8972,8972,897,So Good genres pop rap. So Good domain songs.,So Good Pop Rap,recommend,Have you heard the pop rap song So Good?,1,2,(X (X) (X)),0.006352744022,157.4122925,8.392229813,0.74708647,recommend,match
8986,8986,898,Paint It Black performer The Rolling Stones. Paint It Black domain songs.,Paint It Black The Rolling Stones,recommend,Have you heard of Paint It Black by The Rolling Stones?,1,2,(X (X) (X)),0.01338939899,74.68595123,21.20062676,0.85196596,recommend,match
8998,8998,899,Bitter Sweet Symphony from album Urban Hymns. Bitter Sweet Symphony domain songs.,Bitter Sweet Symphony Urban Hymns,recommend,Have you heard of Bitter Sweet Symphony from the album Urban Hymns?,1,2,(X (X) (X)),0.008279750347,120.7765884,14.45892467,0.851917,recommend,match
9000,9000,900,For a Friend performer The Communards. For a Friend domain songs.,For A Friend The Communards,recommend,Have you heard the song For a Friend by The Communards?,1,2,(X (X) (X)),0.005627465494,177.6998901,8.054496385,0.7968258,recommend,match
9014,9014,901,Blurred Lines record label Universal Music Group. Blurred Lines domain songs.,Blurred Lines Universal Music Group,recommend,Have you heard Blurred Lines from Universal Music Group?,1,2,(X (X) (X)),0.01316213084,75.97554016,19.64073255,0.8792441,recommend,match
9023,9023,902,Stairway to Heaven genres progressive rock. Stairway to Heaven domain songs.,Stairway To Heaven Progressive Rock,recommend,Have you heard the progressive rock song Stairway to Heaven?,1,2,(X (X) (X)),0.02431905099,41.12002563,4.456882761,0.851952,recommend,match
9035,9035,903,Que Calor from album Music Is the Weapon. Que Calor domain songs.,Que Calor Music Is The Weapon,recommend,Have you heard the song Que Calor from Music Is the Weapon?,1,2,(X (X) (X)),0.003136234593,318.8536987,9.23843021,0.8617956,recommend,match
9043,9043,904,Viva la Vida performer Coldplay. Viva la Vida domain songs.,Viva La Vida Coldplay,recommend,Have you heard the Coldplay song Viva la Vida?,1,2,(X (X) (X)),0.02621870773,38.14070511,5.522397784,0.88525945,recommend,match
9056,9056,905,All or Nothing performer Milli Vanilli. All or Nothing domain songs.,All Or Nothing Milli Vanilli,recommend,Have you heard the song All or Nothing by Milli Vanilli?,1,2,(X (X) (X)),0.01881677092,53.14408112,8.054496385,0.86266637,recommend,match
9067,9067,906,King of Sorrow publication year 2001. King of Sorrow domain songs.,King Of Sorrow 2001,recommend,Have you heard King of Sorrow from 2001?,1,2,(X (X) (X)),0.005309310948,188.3483582,6.274655311,0.8744639,recommend,match
9077,9077,907,Old Town Road performer Lil Nas X. Old Town Road domain songs.,Old Town Road Lil Nas X,recommend,Have you heard the song Old Town Road by Lil Nas X?,1,2,(X (X) (X)),0.002837820646,352.3830872,19.33853138,0.8711219,recommend,match
9086,9086,908,Habibi from album N/A. Habibi domain songs.,Habibi N/A,recommend,Have you heard Habibi? It's a great song.,1,2,(X (X) (X)),0.01346961065,74.24119568,4.196114906,0.643597,recommend,match
9094,9094,909,So Good performer B.o.B. So Good domain songs.,So Good B.O.B,recommend,Have you heard the song So Good by B.o.B?,1,2,(X (X) (X)),0.02575490924,38.82754898,9.837489906,0.7752214,recommend,match
9109,9109,910,"Money, Cash, Hoes publication year 1998. Money, Cash, Hoes domain songs.","Money, Cash, Hoes 1998",recommend," Have you heard of Money, Cash, Hoes from 1998?",1,2,(X (X) (X)),0.004481628442,223.1331787,33.18077403,0.8899826,recommend,match
9111,9111,911,About Damn Time record label Nice Life Recording Company. About Damn Time domain songs.,About Damn Time Nice Life Recording Company,recommend,Have you heard About Damn Time by Nice Life Recording Company?,1,2,(X (X) (X)),0.001684176767,593.7619019,30.6614871,0.87883,recommend,match
9121,9121,912,Y.M.C.A. record label Casablanca Records. Y.M.C.A. domain songs.,Y.M.C.A. Casablanca Records,recommend,Have you heard Y.M.C.A. by Casablanca Records?,1,2,(X (X) (X)),0.02878281428,34.74295425,52.02556881,0.9195961,recommend,match
9130,9130,913,Paint It Black producer Andrew Loog Oldham. Paint It Black domain songs.,Paint It Black Andrew Loog Oldham,recommend,Have you heard of Paint It Black produced by Andrew Loog Oldham?,1,2,(X (X) (X)),0.004055731654,246.5646362,19.33853138,0.89741606,recommend,match
9149,9149,914,Hold My Hand producer Lady Gaga. Hold My Hand domain songs.,Hold My Hand Lady Gaga,recommend,Have you heard of Hold My Hand by Lady Gaga?,1,2,(X (X) (X)),0.009523583242,105.0024948,17.54219848,0.8782772,recommend,match
9156,9156,915,Every Breath You Take publication year 1983. Every Breath You Take domain songs.,Every Breath You Take 1983,recommend,Have you heard of Every Breath You Take from 1983?,1,2,(X (X) (X)),0.009330233032,107.1784592,24.808415,0.86145914,recommend,match
