,Unnamed: 0,index,mr_new,da,text,num_hops,num_triples,shape,pseudo_mr,pred,probs,LM_prob,PPL,pseudo_bleu,scores,criteria,
31832,31832,1849,Atlanta cast member Donald Glover. Donald Glover genre hip hop music. Atlanta cast member Brian Tyree Henry. Atlanta cast member Zazie Beetz. Donald Glover genre rap. Donald Glover award received Primetime Emmy Award for Outstanding Lead Actor in a Comedy Series. Donald Glover domain tv.,inform," Atlanta stars Donald Glover, Brian Tyree Henry, and Zazie Beetz. Donald Glover is a rapper and hip hop musician who has won the Primetime Emmy Award for Outstanding Lead Actor in a Comedy Series.",2,5,(X (X) (X) (X (X) (X) (X))),Atlanta Donald Glover hip hop music | Atlanta Brian Tyree Henry | Atlanta Zazie Beetz | Donald Glover rap | Donald Glover Primetime Emmy Award for Outstanding Lead Actor in a Comedy Series,inform,0.968563,0.05584765374,17.90585518,35.90421906,0.86296463,match_scores,
31833,31833,1850,Atlanta genre comedy television series. Friends genre comedy television series. Atlanta cast member Zazie Beetz. Atlanta screenwriter Donald Glover. The Jetsons genre comedy television series. Dexter's Laboratory genre comedy television series. comedy television series domain tv.,inform," Atlanta is a comedy television series written by Donald Glover and starring Zazie Beetz. Other comedy television series include Friends, The Jetsons, and Dexter's Laboratory.",2,5,(X (X) (X) (X (X) (X) (X))),Atlanta comedy television series Friends | Atlanta Zazie Beetz | Atlanta Donald Glover | comedy television series The Jetsons | comedy television series Dexter's Laboratory,inform,0.9947444,0.03943996228,25.35499382,12.24134695,0.845051,match_scores_PPL,
31843,31843,1851,Star Trek: Picard genre science fiction television program. Beauty and the Beast genre science fiction television program. Star Trek: Picard cast member Jonathan Frakes. Star Trek: Picard cast member Harry Treadaway. Mighty Morphin Power Rangers genre science fiction television program. Galactica 1980 genre science fiction television program. science fiction television program domain tv.,inform," Star Trek: Picard is a science fiction television program starring Jonathan Frakes and Harry Treadaway. Mighty Morphin Power Rangers, Beauty and the Beast, and Galactica 1980 are also science fiction television programs.",2,5,(X (X) (X) (X (X) (X) (X))),Star Trek: Picard science fiction television program Beauty and the Beast | Star Trek: Picard Jonathan Frakes | Star Trek: Picard Harry Treadaway | science fiction television program Mighty Morphin Power Rangers | science fiction television program Galactica 1980,inform,0.99512863,0.03453416573,28.95683098,27.38240677,0.857537,match_scores,
31855,31855,1852,Twin Peaks genre drama television series. Prison Break genre drama television series. Twin Peaks cast member Rodney Rowland. Twin Peaks cast member Jack McGee. The Day of Days genre drama television series. Kita no kuni kara genre drama television series. drama television series domain tv.,inform,Twin Peaks is a drama television series starring Rodney Rowland and Jack McGee. Prison Break is also a drama television series. The Day of Days and Kita no kuni kara are both drama television series.,2,5,(X (X) (X) (X (X) (X) (X))),Twin Peaks drama television series Prison Break | Twin Peaks Rodney Rowland | Twin Peaks Jack McGee | drama television series The Day of Days | drama television series Kita no kuni kara,inform,0.9916837,0.01170817705,85.41039276,23.71144605,0.86487556,match_scores,
31868,31868,1853,Twin Peaks creator David Lynch. David Lynch genre magic realism. Twin Peaks cast member Billy Zane. Twin Peaks cast member Kyle MacLachlan. David Lynch award received European Film Award for Best Non-European Film. David Lynch award received Cannes Best Director Award. David Lynch domain tv.,inform," Twin Peaks is a magic realism television series created by David Lynch, starring Billy Zane and Kyle MacLachlan. David Lynch has won awards such as the European Film Award for Best Non-European Film and the Cannes Best Director Award.",2,5,(X (X) (X) (X (X) (X) (X))),Twin Peaks David Lynch magic realism | Twin Peaks Billy Zane | Twin Peaks Kyle MacLachlan | David Lynch European Film Award for Best Non-European Film | David Lynch Cannes Best Director Award,inform,0.99700195,0.04810565981,20.78757477,25.89299864,0.8528421,match_scores,
31877,31877,1854,Twin Peaks producer David Lynch. David Lynch genre magic realism. Twin Peaks cast member Royal Dano. Twin Peaks cast member Michael Ontkean. David Lynch award received Knight of the Legion of Honour. David Lynch award received Saturn Award. David Lynch domain tv.,inform," Twin Peaks is a magic realism TV series produced by David Lynch, starring Royal Dano and Michael Ontkean. David Lynch has received the Knight of the Legion of Honour and Saturn Award.",2,5,(X (X) (X) (X (X) (X) (X))),Twin Peaks David Lynch magic realism | Twin Peaks Royal Dano | Twin Peaks Michael Ontkean | David Lynch Knight of the Legion of Honour | David Lynch Saturn Award,inform,0.99617743,0.01145984699,87.26119995,21.87990349,0.831165,match_scores,
31888,31888,1855,Stargirl genre action television series. Supernatural genre action television series. Stargirl rating good. Stargirl cast member Brec Bassinger. The Avengers genre action television series. MacGyver genre action television series. action television series domain tv.,inform," Stargirl is a good-rated action television series starring Brec Bassinger. Supernatural, The Avengers, and MacGyver are all other action television series.",2,5,(X (X) (X) (X (X) (X) (X))),Stargirl action television series Supernatural | Stargirl good | Stargirl Brec Bassinger | action television series The Avengers | action television series MacGyver,inform,0.99367416,0.01106925403,90.3403244,12.66042279,0.86513954,match_scores,
31895,31895,1856,Peacemaker cast member John Cena. John Cena genre hip hop music. Peacemaker cast member Freddie Stroma. Peacemaker cast member Lochlyn Munro. 12 Rounds cast member John Cena. WWE Smackdown cast member John Cena. John Cena domain tv.,inform," John Cena is a cast member of Peacemaker, 12 Rounds, and WWE Smackdown. He is also a hip hop music artist. He stars alongside Freddie Stroma and Lochlyn Munro in Peacemaker.",2,5,(X (X) (X) (X (X) (X) (X))),Peacemaker John Cena hip hop music | Peacemaker Freddie Stroma | Peacemaker Lochlyn Munro | John Cena 12 Rounds | John Cena WWE Smackdown,inform,0.9835442,0.01702325515,58.74317169,7.806367188,0.7702747,match_scores,
31906,31906,1857,Peacemaker genre action television series. Supernatural genre action television series. Peacemaker cast member Robert Patrick. Peacemaker cast member Lochlyn Munro. Charlie's Angels genre action television series. The Avengers genre action television series. action television series domain tv.,inform," Peacemaker, Supernatural, Charlie's Angels, and The Avengers are all action television series, with Robert Patrick and Lochlyn Munro appearing in Peacemaker.",2,5,(X (X) (X) (X (X) (X) (X))),Peacemaker action television series Supernatural | Peacemaker Robert Patrick | Peacemaker Lochlyn Munro | action television series Charlie's Angels | action television series The Avengers,inform,0.98700166,0.01399742653,71.4417038,10.40157761,0.8339001,match_scores,
31917,31917,1858,Vikings genre historical drama. Downton Abbey genre historical drama. Vikings characters Harald Fairhair. Vikings characters Charles the Bald. Halt and Catch Fire genre historical drama. Houdini genre historical drama. historical drama domain tv.,inform," Vikings, Downton Abbey, and Halt and Catch Fire are historical drama television series featuring Harald Fairhair and Charles the Bald as characters. Houdini is also a historical drama.",2,5,(X (X) (X) (X (X) (X) (X))),Vikings historical drama Downton Abbey | Vikings Harald Fairhair | Vikings Charles the Bald | historical drama Halt and Catch Fire | historical drama Houdini,inform,0.9920265,0.0110541689,90.46360779,15.1860715,0.8131624,match_scores,
31928,31928,1859,Vikings screenwriter Michael Hirst. Michael Hirst genre historical prose literature. Vikings characters Alfred the Great. Vikings characters Ziyadat Allah I of Ifriqiya. The Raft of Medusa screenwriter Michael Hirst. Have No Fear: The Life of Pope John Paul II screenwriter Michael Hirst. Michael Hirst domain tv.,inform," Michael Hirst is a writer for the television series Vikings, the historical prose literature The Raft of Medusa, and Have No Fear: The Life of Pope John Paul II. In Vikings, he wrote for characters Alfred the Great and Ziyadat Allah I of Ifriqiya.",2,5,(X (X) (X) (X (X) (X) (X))),Vikings Michael Hirst historical prose literature | Vikings Alfred the Great | Vikings Ziyadat Allah I of Ifriqiya | Michael Hirst The Raft of Medusa | Michael Hirst Have No Fear: The Life of Pope John Paul II,inform,0.96517557,0.008240803584,121.3473892,38.07481974,0.82868177,match_scores,
31930,31930,1860,Vikings creator Michael Hirst. Michael Hirst genre historical prose literature. Vikings characters Alfred the Great. Vikings characters Charles the Bald. All Change screenwriter Michael Hirst. The Last Act screenwriter Michael Hirst. Michael Hirst domain tv.,inform," Vikings is a historical prose literature created by Michael Hirst, featuring characters Alfred the Great and Charles the Bald. Michael Hirst also wrote the screenplays for All Change and The Last Act.",2,5,(X (X) (X) (X (X) (X) (X))),Vikings Michael Hirst historical prose literature | Vikings Alfred the Great | Vikings Charles the Bald | Michael Hirst All Change | Michael Hirst The Last Act,inform,0.9917224,0.01184588992,84.41746521,13.50489931,0.78182465,match_scores_PPL,
31939,31939,1861,Foundation genre science fiction television program. Beauty and the Beast genre science fiction television program. Foundation cast member Laura Birn. Foundation cast member Terrence Mann. Mighty Morphin Power Rangers genre science fiction television program. The Twilight Zone genre science fiction television program. science fiction television program domain tv.,inform," Foundation, Beauty and the Beast, Mighty Morphin Power Rangers and The Twilight Zone are all science fiction television programs starring Laura Birn and Terrence Mann.",2,5,(X (X) (X) (X (X) (X) (X))),Foundation science fiction television program Beauty and the Beast | Foundation Laura Birn | Foundation Terrence Mann | science fiction television program Mighty Morphin Power Rangers | science fiction television program The Twilight Zone,inform,0.9745603,0.01346400557,74.27210236,22.04738733,0.7938711,match_scores,
31949,31949,1862,True Detective genre drama television series. Prison Break genre drama television series. True Detective cast member Adria Arjona. True Detective genre neo-noir. CSI: Crime Scene Investigation genre drama television series. Heroes genre drama television series. drama television series domain tv.,inform," True Detective is a neo-noir drama television series starring Adria Arjona. Other drama television series include Prison Break, CSI: Crime Scene Investigation, and Heroes.",2,5,(X (X) (X) (X (X) (X) (X))),True Detective drama television series Prison Break | True Detective Adria Arjona | True Detective neo-noir | drama television series CSI: Crime Scene Investigation | drama television series Heroes,inform,0.99073267,0.0258384429,38.70202255,23.77319838,0.87812513,match_scores_PPL,
31965,31965,1863,True Detective screenwriter Nic Pizzolatto. Nic Pizzolatto genre novel. True Detective genre Investigative television series. True Detective cast member Adria Arjona. Orpheus Descending screenwriter Nic Pizzolatto. The Long Bright Dark screenwriter Nic Pizzolatto. Nic Pizzolatto domain tv.,inform," Nic Pizzolatto is a novelist who wrote the screenplays for the Investigative television series True Detective, Orpheus Descending, and The Long Bright Dark. He has also been cast in True Detective as Adria Arjona.",2,5,(X (X) (X) (X (X) (X) (X))),True Detective Nic Pizzolatto novel | True Detective Investigative television series | True Detective Adria Arjona | Nic Pizzolatto Orpheus Descending | Nic Pizzolatto The Long Bright Dark,inform,0.93611157,0.01850740815,54.0324173,13.02577516,0.7938352,match_scores,
31973,31973,1864,True Detective creator Nic Pizzolatto. Nic Pizzolatto genre novel. True Detective cast member Adria Arjona. True Detective genre mystery television series. The Final Country screenwriter Nic Pizzolatto. Now Am Found screenwriter Nic Pizzolatto. Nic Pizzolatto domain tv.,inform,Nic Pizzolatto is the creator of the mystery television series True Detective and the novelist of The Final Country and Now Am Found. He stars Adria Arjona in True Detective and works in the TV domain.,2,5,(X (X) (X) (X (X) (X) (X))),True Detective Nic Pizzolatto novel | True Detective Adria Arjona | True Detective mystery television series | Nic Pizzolatto The Final Country | Nic Pizzolatto Now Am Found,inform,0.9829762,0.01189618934,84.06053162,10.95332764,0.7665221,match_scores,
31985,31985,1865,The Empress characters Franz Liszt. Franz Liszt genre classical music. The Empress characters Empress Elisabeth of Austria. The Empress characters Archduke Franz Karl of Austria. Franz Liszt award received Pour le Mérite. Franz Liszt award received Order of the Iron Crown. Franz Liszt domain tv.,inform," The Empress is a classical music TV series featuring Franz Liszt, Empress Elisabeth of Austria, and Archduke Franz Karl of Austria. Franz Liszt has won the Pour le Mérite and Order of the Iron Crown awards.",2,5,(X (X) (X) (X (X) (X) (X))),The Empress Franz Liszt classical music | The Empress Empress Elisabeth of Austria | The Empress Archduke Franz Karl of Austria | Franz Liszt Pour le Mérite | Franz Liszt Order of the Iron Crown,inform,0.98771507,0.02690561328,37.16696548,30.55785608,0.91162306,match_scores,
31997,31997,1866,The Empress genre drama television series. Prison Break genre drama television series. The Empress characters Alexander II of Russia. The Empress characters Princess Sophie of Bavaria. Tomorrow will be better genre drama television series. Downton Abbey genre drama television series. drama television series domain tv.,inform," The Empress is a drama television series featuring Alexander II of Russia and Princess Sophie of Bavaria. Prison Break, Tomorrow will be better and Downton Abbey are also drama television series.",2,5,(X (X) (X) (X (X) (X) (X))),The Empress drama television series Prison Break | The Empress Alexander II of Russia | The Empress Princess Sophie of Bavaria | drama television series Tomorrow will be better | drama television series Downton Abbey,inform,0.9949431,0.01015972862,98.42782593,29.29112938,0.8621739,match_scores,
32006,32006,1867,Strike creator J. K. Rowling. J. K. Rowling genre fantasy. Strike cast member Alisha Bailey. Strike cast member Ben Crompton. J. K. Rowling award received Geffen Award. J. K. Rowling award received Fellow of the Royal Society of Edinburgh. J. K. Rowling domain tv.,inform," Strike is a fantasy television series created by J. K. Rowling, starring Alisha Bailey and Ben Crompton. J. K. Rowling has received the Geffen Award and the Fellow of the Royal Society of Edinburgh.",2,5,(X (X) (X) (X (X) (X) (X))),Strike J. K. Rowling fantasy | Strike Alisha Bailey | Strike Ben Crompton | J. K. Rowling Geffen Award | J. K. Rowling Fellow of the Royal Society of Edinburgh,inform,0.99546826,0.02700992049,37.02343369,35.90466066,0.83434886,match_scores,
32015,32015,1868,Strike genre crime television series. Charlie's Angels genre crime television series. Strike cast member Alisha Bailey. Strike screenwriter Tom Edge. The Fugitive genre crime television series. Sons of Anarchy genre crime television series. crime television series domain tv.,inform," Strike is a crime television series starring Alisha Bailey, written by Tom Edge. Other crime television series include Charlie's Angels, The Fugitive, and Sons of Anarchy.",2,5,(X (X) (X) (X (X) (X) (X))),Strike crime television series Charlie's Angels | Strike Alisha Bailey | Strike Tom Edge | crime television series The Fugitive | crime television series Sons of Anarchy,inform,0.99451053,0.01781689845,56.12649155,13.75090231,0.8391169,match_scores,
32023,32023,1869,"Dae Jang Geum genre historical fiction. Gentleman Jack genre historical fiction. Dae Jang Geum screenwriter Kim Young-hyun. Dae Jang Geum cast member Im Ho. Saimdang, Memoir of Colors genre historical fiction. Murdoch Mysteries genre historical fiction. historical fiction domain tv.",inform," Dae Jang Geum is a historical fiction written by Kim Young-hyun, starring Im Ho. Gentleman Jack, Saimdang, Memoir of Colors and Murdoch Mysteries are all historical fiction TV series.",2,5,(X (X) (X) (X (X) (X) (X))),"Dae Jang Geum historical fiction Gentleman Jack | Dae Jang Geum Kim Young-hyun | Dae Jang Geum Im Ho | historical fiction Saimdang, Memoir of Colors | historical fiction Murdoch Mysteries",inform,0.99190056,0.005456100478,183.2810822,20.37976514,0.8274308,match_scores,
32029,32029,1870,Perry Mason genre legal drama. Law & Order: Special Victims Unit genre legal drama. Perry Mason cast member Molly Ephraim. Perry Mason cast member Gretchen Mol. The Good Wife genre legal drama. Ally McBeal genre legal drama. legal drama domain tv.,inform," Perry Mason, Law & Order: Special Victims Unit, The Good Wife, and Ally McBeal are legal drama television series. Perry Mason stars Molly Ephraim and Gretchen Mol.",2,5,(X (X) (X) (X (X) (X) (X))),Perry Mason legal drama Law & Order: Special Victims Unit | Perry Mason Molly Ephraim | Perry Mason Gretchen Mol | legal drama The Good Wife | legal drama Ally McBeal,inform,0.9919248,0.01927294877,51.88619614,29.45464365,0.850734,match_scores,
32045,32045,1871,"Belgravia genre television series based on a novel. True Blood genre television series based on a novel. Belgravia rating poor. Belgravia characters Charles Lennox, 4th Duke of Richmond. Heartland genre television series based on a novel. Under the Dome genre television series based on a novel. television series based on a novel domain tv.",inform," Belgravia is a poorly rated television series based on a novel, starring Charles Lennox, 4th Duke of Richmond. Other television series based on a novel include True Blood, Heartland, and Under the Dome.",2,5,(X (X) (X) (X (X) (X) (X))),"Belgravia television series based on a novel True Blood | Belgravia poor | Belgravia Charles Lennox, 4th Duke of Richmond | television series based on a novel Heartland | television series based on a novel Under the Dome",inform,0.99299836,0.0292324421,34.20856857,43.67402749,0.8689969,match_scores,
32056,32056,1872,Bleak House genre television series based on a novel. True Blood genre television series based on a novel. Bleak House rating poor. Bleak House cast member Tony Haygarth. Michel aus Lönneberga genre television series based on a novel. Heartland genre television series based on a novel. television series based on a novel domain tv.,inform," Bleak House is a poorly-rated television series based on a novel, starring Tony Haygarth. Michel aus Lönneberga and Heartland are also television series based on a novel.",2,5,(X (X) (X) (X (X) (X) (X))),Bleak House television series based on a novel True Blood | Bleak House poor | Bleak House Tony Haygarth | television series based on a novel Michel aus Lönneberga | television series based on a novel Heartland,inform,0.994785,0.007348535137,136.081543,31.21329604,0.85613734,match_scores,
32065,32065,1873,Ekaterina genre drama film. Manifest genre drama film. Ekaterina rating poor. Ekaterina characters Arvid Axel Mardefelt. The Morning Show genre drama film. Killing Eve genre drama film. drama film domain tv.,inform," Ekaterina is a poor-rated drama film featuring Arvid Axel Mardefelt, while Manifest, The Morning Show, and Killing Eve are all drama films.",2,5,(X (X) (X) (X (X) (X) (X))),Ekaterina drama film Manifest | Ekaterina poor | Ekaterina Arvid Axel Mardefelt | drama film The Morning Show | drama film Killing Eve,inform,0.96695405,0.004076166647,245.328537,12.14256794,0.83748084,match_scores,
32072,32072,1874,Ekaterina cast member Alexey Vorobyov. Alexey Vorobyov genre pop music. Ekaterina characters Arvid Axel Mardefelt. Ekaterina characters Peter III of Russia. Lyubov s ogranicheniyami cast member Alexey Vorobyov. Deffchonki cast member Alexey Vorobyov. Alexey Vorobyov domain tv.,inform," Alexey Vorobyov is a cast member of Ekaterina, Lyubov s ogranicheniyami and Deffchonki, all in the pop music genre. He portrays Arvid Axel Mardefelt and Peter III of Russia in the Ekaterina series.",2,5,(X (X) (X) (X (X) (X) (X))),Ekaterina Alexey Vorobyov pop music | Ekaterina Arvid Axel Mardefelt | Ekaterina Peter III of Russia | Alexey Vorobyov Lyubov s ogranicheniyami | Alexey Vorobyov Deffchonki,inform,0.97995114,0.006853182056,145.9176178,14.01764506,0.8775043,match_scores,
32087,32087,1875,Knightfall genre drama film. Manifest genre drama film. Knightfall characters Jacques de Molay. Knightfall characters Isabella of France. The Morning Show genre drama film. Raised by Wolves genre drama film. drama film domain tv.,inform," Knightfall is a drama film featuring characters Jacques de Molay and Isabella of France. The Morning Show, Manifest, and Raised by Wolves are all drama films.",2,5,(X (X) (X) (X (X) (X) (X))),Knightfall drama film Manifest | Knightfall Jacques de Molay | Knightfall Isabella of France | drama film The Morning Show | drama film Raised by Wolves,inform,0.9962022,0.007753436553,128.9750671,14.68656036,0.8124139,match_scores,
32091,32091,1876,The Affair genre drama television series. Prison Break genre drama television series. The Affair genre mystery television series. The Affair cast member Julia Goldani Telles. The Day of Days genre drama television series. Tomorrow will be better genre drama television series. drama television series domain tv.,inform," The Affair is a drama, mystery television series starring Julia Goldani Telles, Prison Break is a drama television series and The Day of Days and Tomorrow will be better are both drama television series.",2,5,(X (X) (X) (X (X) (X) (X))),The Affair drama television series Prison Break | The Affair mystery television series | The Affair Julia Goldani Telles | drama television series The Day of Days | drama television series Tomorrow will be better,inform,0.9932284,0.004174157446,239.5693054,25.20764053,0.89605945,match_scores,
32099,32099,1877,Freud genre crime film. The Crown genre crime film. Freud characters Theodor Meynert. Freud characters Jacob Freud. Jesse Stone genre crime film. The Equalizer genre crime film. crime film domain tv.,inform," Freud, The Crown, Jesse Stone, and The Equalizer are all crime films. Freud features characters Theodor Meynert and Jacob Freud.",2,5,(X (X) (X) (X (X) (X) (X))),Freud crime film The Crown | Freud Theodor Meynert | Freud Jacob Freud | crime film Jesse Stone | crime film The Equalizer,inform,0.9686649,0.004846979491,206.3140564,7.192508778,0.85595924,match_scores,
32110,32110,1878,The Girlfriend Experience genre drama television series. Prison Break genre drama television series. The Girlfriend Experience cast member Anna Friel. The Girlfriend Experience cast member Frank Dillane. Tomorrow will be better genre drama television series. Britannic genre drama television series. drama television series domain tv.,inform," The Girlfriend Experience is a drama television series starring Anna Friel and Frank Dillane. Prison Break and Tomorrow will be better are also drama television series, while Britannic is another drama television series.",2,5,(X (X) (X) (X (X) (X) (X))),The Girlfriend Experience drama television series Prison Break | The Girlfriend Experience Anna Friel | The Girlfriend Experience Frank Dillane | drama television series Tomorrow will be better | drama television series Britannic,inform,0.99168736,0.01035257536,96.5943222,19.2269736,0.8647017,match_scores,
32128,32128,1879,The I-Land genre action television series. Supernatural genre action television series. The I-Land cast member Kate Bosworth. The I-Land cast member Victor Slezak. The Avengers genre action television series. Winx Club genre action television series. action television series domain tv.,inform," The I-Land is an action television series starring Kate Bosworth and Victor Slezak. Supernatural, The Avengers, and Winx Club are also action television series.",2,5,(X (X) (X) (X (X) (X) (X))),The I-Land action television series Supernatural | The I-Land Kate Bosworth | The I-Land Victor Slezak | action television series The Avengers | action television series Winx Club,inform,0.9950504,0.0109030158,91.71774292,13.2835474,0.84173024,match_scores_PPL,
32133,32133,1880,Bordertown genre Nordic noir. The Bridge genre Nordic noir. Bordertown rating poor. Bordertown cast member Matleena Kuusniemi. The Killing genre Nordic noir. Marcella genre Nordic noir. Nordic noir domain tv.,inform," Bordertown is a Nordic noir television series, starring Matleena Kuusniemi, which has received a poor rating. The Bridge, The Killing and Marcella are other Nordic noir series.",2,5,(X (X) (X) (X (X) (X) (X))),Bordertown Nordic noir The Bridge | Bordertown poor | Bordertown Matleena Kuusniemi | Nordic noir The Killing | Nordic noir Marcella,inform,0.9927642,0.008081435357,123.7403946,5.539213584,0.8351778,match_scores,
32142,32142,1881,Vigil genre police procedural. SOKO 5113 genre police procedural. Vigil cast member Lauren Lyle. Vigil cast member Suranne Jones. Criminal Minds genre police procedural. Blindspot genre police procedural. police procedural domain tv.,inform,Vigil and SOKO 5113 are police procedurals starring Lauren Lyle and Suranne Jones. Criminal Minds and Blindspot are also police procedurals.,2,5,(X (X) (X) (X (X) (X) (X))),Vigil police procedural SOKO 5113 | Vigil Lauren Lyle | Vigil Suranne Jones | police procedural Criminal Minds | police procedural Blindspot,inform,0.9916352,0.004968952011,201.2496796,7.289334177,0.8289771,match_scores,
32157,32157,1882,Drop Dead Diva genre comedy drama. Suits genre comedy drama. Drop Dead Diva cast member Josh Stamberg. Drop Dead Diva cast member Jackson Hurst. Never Have I Ever genre comedy drama. Girls genre comedy drama. comedy drama domain tv.,inform," Drop Dead Diva is a comedy drama featuring Josh Stamberg and Jackson Hurst, as well as other comedy dramas like Suits, Never Have I Ever, and Girls.",2,5,(X (X) (X) (X (X) (X) (X))),Drop Dead Diva comedy drama Suits | Drop Dead Diva Josh Stamberg | Drop Dead Diva Jackson Hurst | comedy drama Never Have I Ever | comedy drama Girls,inform,0.9931704,0.01289253161,77.56428528,15.01665011,0.8528992,match_scores,
32160,32160,1883,Wallander screenwriter Henning Mankell. Henning Mankell genre drama. Wallander rating average. Wallander cast member Richard McCabe. Henning Mankell genre crime novel. Henning Mankell award received Deutscher Jugendliteraturpreis. Henning Mankell domain tv.,inform," Wallander is a drama television series based on the crime novels of Henning Mankell, with an average rating and Richard McCabe as the cast. Henning Mankell has won the Deutscher Jugendliteraturpreis award.",2,5,(X (X) (X) (X (X) (X) (X))),Wallander Henning Mankell drama | Wallander average | Wallander Richard McCabe | Henning Mankell crime novel | Henning Mankell Deutscher Jugendliteraturpreis,inform,0.9949511,0.01441028774,69.39486694,4.674499231,0.8054576,match_scores,
32176,32176,1884,Wallander creator Henning Mankell. Henning Mankell genre drama. Wallander cast member Sarah Smart. Wallander cast member Kenneth Branagh. Henning Mankell genre young adult literature. Henning Mankell award received Deutscher Jugendliteraturpreis. Henning Mankell domain tv.,inform," Wallander is a drama created by Henning Mankell, starring Sarah Smart and Kenneth Branagh. Henning Mankell is also known for his young adult literature, and has won the Deutscher Jugendliteraturpreis award.",2,5,(X (X) (X) (X (X) (X) (X))),Wallander Henning Mankell drama | Wallander Sarah Smart | Wallander Kenneth Branagh | Henning Mankell young adult literature | Henning Mankell Deutscher Jugendliteraturpreis,inform,0.9906598,0.01627691923,61.43668747,8.039649324,0.8350549,match_scores,
32183,32183,1885,Wallander genre drama television series. Prison Break genre drama television series. Wallander cast member Richard McCabe. Wallander cast member David Warner. Kita no kuni kara genre drama television series. Britannic genre drama television series. drama television series domain tv.,inform,Wallander is a drama television series starring Richard McCabe and David Warner. Prison Break is another drama television series. Kita no Kuni Kara and Britannic are also drama television series.,2,5,(X (X) (X) (X (X) (X) (X))),Wallander drama television series Prison Break | Wallander Richard McCabe | Wallander David Warner | drama television series Kita no kuni kara | drama television series Britannic,inform,0.98234826,0.00893519976,111.9169159,13.05192286,0.874849,match_scores_PPL,
32191,32191,1886,Gunpowder genre historical drama. Downton Abbey genre historical drama. Gunpowder characters James VI and I. Gunpowder characters Anne Vaux. Over the Garden Wall genre historical drama. Houdini genre historical drama. historical drama domain tv.,inform," Gunpowder, Downton Abbey, Over the Garden Wall, and Houdini are all historical dramas featured on television, with characters James VI and I and Anne Vaux in Gunpowder.",2,5,(X (X) (X) (X (X) (X) (X))),Gunpowder historical drama Downton Abbey | Gunpowder James VI and I | Gunpowder Anne Vaux | historical drama Over the Garden Wall | historical drama Houdini,inform,0.95066595,0.01152021848,86.8039093,18.55954214,0.799327,match_scores,
32199,32199,1887,Galactica 1980 genre science fiction television program. Beauty and the Beast genre science fiction television program. Galactica 1980 cast member James Patrick Stuart. Galactica 1980 cast member Bill McKinney. The Transformers genre science fiction television program. Warehouse 13 genre science fiction television program. science fiction television program domain tv.,inform," Galactica 1980 is a science fiction television program starring James Patrick Stuart and Bill McKinney. Other science fiction television programs include Beauty and the Beast, The Transformers, and Warehouse 13.",2,5,(X (X) (X) (X (X) (X) (X))),Galactica 1980 science fiction television program Beauty and the Beast | Galactica 1980 James Patrick Stuart | Galactica 1980 Bill McKinney | science fiction television program The Transformers | science fiction television program Warehouse 13,inform,0.9966696,0.02091095852,47.82181549,23.30952863,0.85695654,match_scores,
32211,32211,1888,Galactica 1980 cast member Jack Ging. Jack Ging genre Western. Galactica 1980 cast member James Patrick Stuart. Galactica 1980 cast member Richard Lynch. Play Misty for Me cast member Jack Ging. The Waltons cast member Jack Ging. Jack Ging domain tv.,inform," Jack Ging starred in the Western series Galactica 1980 alongside James Patrick Stuart and Richard Lynch, as well as Play Misty for Me and The Waltons.",2,5,(X (X) (X) (X (X) (X) (X))),Galactica 1980 Jack Ging Western | Galactica 1980 James Patrick Stuart | Galactica 1980 Richard Lynch | Jack Ging Play Misty for Me | Jack Ging The Waltons,inform,0.8985975,0.004112648257,243.1523285,17.21916742,0.7833228,match_scores,
32221,32221,1889,Angel genre detective television series. Sherlock genre detective television series. Angel cast member Eliza Dushku. Angel cast member Josh Holloway. Prison Break genre detective television series. Midsomer Murders genre detective television series. detective television series domain tv.,inform," Angel, Sherlock, Prison Break, and Midsomer Murders are all detective television series, with Angel starring Eliza Dushku and Josh Holloway.",2,5,(X (X) (X) (X (X) (X) (X))),Angel detective television series Sherlock | Angel Eliza Dushku | Angel Josh Holloway | detective television series Prison Break | detective television series Midsomer Murders,inform,0.9884614,0.01572401022,63.59700775,10.8451829,0.81728613,match_scores,
32237,32237,1890,The Musketeers genre swashbuckler film. The Three Musketeers genre swashbuckler film. The Musketeers characters Bonacieux. The Musketeers characters Anne of Austria. Pirates of the Caribbean: At World's End genre swashbuckler film. The Corsican Brothers genre swashbuckler film. swashbuckler film domain tv.,inform," The Musketeers, The Three Musketeers, Pirates of the Caribbean: At World's End, and The Corsican Brothers are swashbuckler films featuring characters Bonacieux and Anne of Austria.",2,5,(X (X) (X) (X (X) (X) (X))),The Musketeers swashbuckler film The Three Musketeers | The Musketeers Bonacieux | The Musketeers Anne of Austria | swashbuckler film Pirates of the Caribbean: At World's End | swashbuckler film The Corsican Brothers,inform,0.9820848,0.02865297129,34.90039444,33.02567618,0.84767056,match_scores,
