mr_new,pseudo_mr,text,da,entity,num_triples,num_hops
dogs name German Longhaired Pointer. German Longhaired Pointer shedding average shedding. German Longhaired Pointer trainability very easy to train.,German Longhaired Pointer Average Shedding Very Easy To Train,Do you mean the German Longhaired Pointer that has an average shedding rate and is very easy to train?,confirm,dogs,3,1
dogs name Hamiltonstovare. Hamiltonstovare max height female 24.0. Hamiltonstovare playfulness very playful.,Hamiltonstovare 24.0 Very Playful,Do you mean the very playful Hamiltonstovare whose max height for females is 24.0?,confirm,dogs,3,1
dogs name Entlebucher Mountain Dog. Entlebucher Mountain Dog max weight male 65.0. Entlebucher Mountain Dog coat length short coat.,Entlebucher Mountain Dog 65.0 Short Coat,"Do you mean the Entlebucher Mountain Dog, the one with a max weight of 65.0 and a short coat?",confirm,dogs,3,1
dogs name Alaskan Klee Kai. Alaskan Klee Kai max weight male 130.0. Alaskan Klee Kai grooming lots of grooming.,Alaskan Klee Kai 130.0 Lots Of Grooming,"Do you mean the Alaskan Klee Kai, the one with a maximum weight of 130.0 for males and that requires lots of grooming?",confirm,dogs,3,1
dogs name Russian Toy. Russian Toy good with other dogs friendly to other dogs. Russian Toy max height male 11.0.,Russian Toy Friendly To Other Dogs 11.0,"Do you mean the Russian Toy, the one that is friendly to other dogs and has a maximum height of 11.0 for males?",confirm,dogs,3,1
dogs name Eurasier. Eurasier shedding average shedding.,Eurasier Average Shedding,Do you mean the animal known as the Eurasier that has an average shedding rate?,confirm,dogs,2,1
dogs name Swedish Lapphund.,Swedish Lapphund,Do you mean the Swedish Lapphund?,confirm,dogs,1,1
dogs name Manchester Terrier (Toy). Manchester Terrier (Toy) playfulness very playful.,Manchester Terrier (Toy) Very Playful,Are you talking about the very playful Manchester Terrier (Toy)?,confirm,dogs,2,1
dogs name Alaskan Klee Kai. Alaskan Klee Kai trainability trainable. Alaskan Klee Kai protectiveness minimal alerting.,Alaskan Klee Kai Trainable Minimal Alerting,"Do you mean the Alaskan Klee Kai, the one that is trainable and has minimal alerting protectiveness?",confirm,dogs,3,1
dogs name Cocker Spaniel. Cocker Spaniel max weight male 30.0.,Cocker Spaniel 30.0,"Are you referring to the Cocker Spaniel, the male of which can weigh up to 30.0?",confirm,dogs,2,1
dogs name Labrador Retriever. Labrador Retriever playfulness most playful. Labrador Retriever good with children most kid-friendly.,Labrador Retriever Most Playful Most Kid-Friendly,Do you mean the most playful and kid-friendly Labrador Retriever?,confirm,dogs,3,1
dogs name Keeshond. Keeshond max weight female 45.0.,Keeshond 45.0,Do you mean the Keeshond whose maximum female weight is 45.0?,confirm,dogs,2,1
dogs name Bohemian Shepherd. Bohemian Shepherd coat length short coat. Bohemian Shepherd max height male 21.7.,Bohemian Shepherd Short Coat 21.7,Are you referring to the Bohemian Shepherd that has a short coat and a maximum height for males of 21.7?,confirm,dogs,3,1
dogs name Boston Terrier. Boston Terrier coat length short coat. Boston Terrier max height female 17.0.,Boston Terrier Short Coat 17.0,"Do you mean the Boston Terrier, the dog with a short coat and a maximum female height of 17.0?",confirm,dogs,3,1
dogs name Bernese Mountain Dog. Bernese Mountain Dog playfulness very playful.,Bernese Mountain Dog Very Playful,Are you referring to the very playful Bernese Mountain Dog?,confirm,dogs,2,1
dogs name American Water Spaniel. American Water Spaniel coat length short coat. American Water Spaniel max weight female 40.0.,American Water Spaniel Short Coat 40.0,Do you mean the American Water Spaniel with a short coat and a female max weight of 40.0?,confirm,dogs,3,1
dogs name Lagotto Romagnolo. Lagotto Romagnolo grooming lots of grooming. Lagotto Romagnolo shedding no shedding.,Lagotto Romagnolo Lots Of Grooming No Shedding,Do you mean the Lagotto Romagnolo that requires lots of grooming and doesn't shed?,confirm,dogs,3,1
dogs name Belgian Laekenois.,Belgian Laekenois,Do you mean the Belgian Laekenois?,confirm,dogs,1,1
dogs name Jindo. Jindo protectiveness very alert.,Jindo Very Alert,Are you referring to the very alert Jindo?,confirm,dogs,2,1
dogs name Petit Basset Griffon Vendéen. Petit Basset Griffon Vendéen ratings okay.,Petit Basset Griffon Vendéen Okay,"Do you mean the Petit Basset Griffon Vendéen, which is rated as okay?",confirm,dogs,2,1
dogs name Curly-Coated Retriever. Curly-Coated Retriever good with strangers friendly to strangers.,Curly-Coated Retriever Friendly To Strangers,"Are you referring to the Curly-Coated Retriever, the one that is friendly to strangers?",confirm,dogs,2,1
dogs name Airedale Terrier.,Airedale Terrier,Do you mean the Airedale Terrier?,confirm,dogs,1,1
dogs name Airedale Terrier. Airedale Terrier energy energetic.,Airedale Terrier Energetic,Are you referring to the energetic Airedale Terrier?,confirm,dogs,2,1
dogs name American English Coonhound. American English Coonhound max life expectancy 12.,American English Coonhound 12,"Do you mean the American English Coonhound, which can live up to 12 years?",confirm,dogs,2,1
dogs name German Wirehaired Pointer. German Wirehaired Pointer drooling sometimes drool. German Wirehaired Pointer protectiveness alert.,German Wirehaired Pointer Sometimes Drool Alert,"Do you mean the German Wirehaired Pointer, the one that is alert and may sometimes drool?",confirm,dogs,3,1
dogs name Dogo Argentino. Dogo Argentino coat length short coat.,Dogo Argentino Short Coat,"Do you mean the Dogo Argentino, the one with the short coat?",confirm,dogs,2,1
dogs name Chesapeake Bay Retriever. Chesapeake Bay Retriever drooling sometimes drool.,Chesapeake Bay Retriever Sometimes Drool,Do you mean the Chesapeake Bay Retriever that sometimes drools?,confirm,dogs,2,1
dogs name Pembroke Welsh Corgi. Pembroke Welsh Corgi drooling never drools. Pembroke Welsh Corgi protectiveness very alert.,Pembroke Welsh Corgi Never Drools Very Alert,Do you mean the Pembroke Welsh Corgi that is very alert and never drools?,confirm,dogs,3,1
dogs name Chinese Crested. Chinese Crested trainability easy trainable.,Chinese Crested Easy Trainable,"Do you mean the Chinese Crested, the one that is easy to train?",confirm,dogs,2,1
dogs name Caucasian Shepherd Dog. Caucasian Shepherd Dog drooling often drools. Caucasian Shepherd Dog coat length short coat.,Caucasian Shepherd Dog Often Drools Short Coat,"Do you mean the Caucasian Shepherd Dog, the one with a short coat that often drools?",confirm,dogs,3,1
dogs name Berger Picard. Berger Picard max weight female 70.0.,Berger Picard 70.0,"Do you mean the Berger Picard, the one whose females can reach a weight of 70.0?",confirm,dogs,2,1
dogs name Siberian Husky. Siberian Husky max life expectancy 14.,Siberian Husky 14,"Do you mean the Siberian Husky, the animal that can live for up to 14 years?",confirm,dogs,2,1
dogs name Airedale Terrier. Airedale Terrier playfulness playful. Airedale Terrier max weight female 70.0.,Airedale Terrier Playful 70.0,"Do you mean the playful Airedale Terrier, the one with the maximum female weight of 70.0?",confirm,dogs,3,1
dogs name Kromfohrlander. Kromfohrlander drooling never drools.,Kromfohrlander Never Drools,"Do you mean the Kromfohrlander, the one that never drools?",confirm,dogs,2,1
dogs name Black Russian Terrier. Black Russian Terrier good with other dogs friendly to other dogs.,Black Russian Terrier Friendly To Other Dogs,Are you referring to the Black Russian Terrier that is good with and friendly to other dogs?,confirm,dogs,2,1
dogs name Leonberger. Leonberger coat length short coat.,Leonberger Short Coat,Do you mean the Leonberger that has a short coat?,confirm,dogs,2,1
dogs name Chesapeake Bay Retriever. Chesapeake Bay Retriever drooling sometimes drool. Chesapeake Bay Retriever ratings good.,Chesapeake Bay Retriever Sometimes Drool Good,"Do you mean the Chesapeake Bay Retriever, the one that sometimes drools and has good ratings?",confirm,dogs,3,1
dogs name Kai Ken. Kai Ken max life expectancy 15.,Kai Ken 15,Do you mean the animal with a maximum life expectancy of 15 years known as the Kai Ken?,confirm,dogs,2,1
dogs name Japanese Chin. Japanese Chin barking bark occasionally.,Japanese Chin Bark Occasionally,"Are you talking about the Japanese Chin, the one that barks occasionally?",confirm,dogs,2,1
dogs name Puli. Puli protectiveness very alert. Puli max weight male 35.0.,Puli Very Alert 35.0,"Are you referring to the Puli, the one that is very alert and has a maximum male weight of 35.0?",confirm,dogs,3,1
dogs name Appenzeller Sennenhund.,Appenzeller Sennenhund,Do you mean the Appenzeller Sennenhund?,confirm,dogs,1,1
dogs name Briard.,Briard,Do you mean the animal known as the Briard?,confirm,dogs,1,1
dogs name Biewer Terrier. Biewer Terrier max life expectancy 16. Biewer Terrier energy energetic.,Biewer Terrier 16 Energetic,Do you mean the energetic Biewer Terrier that has a maximum life expectancy of 16 years?,confirm,dogs,3,1
dogs name Cane Corso. Cane Corso good with other dogs friendly to other dogs. Cane Corso max weight female 99.0.,Cane Corso Friendly To Other Dogs 99.0,"Do you mean the Cane Corso, the dog that is friendly to other dogs and has a maximum weight of 99.0 for females?",confirm,dogs,3,1
dogs name Entlebucher Mountain Dog. Entlebucher Mountain Dog max weight female 55.0. Entlebucher Mountain Dog max life expectancy 13.,Entlebucher Mountain Dog 55.0 13,"Do you mean the Entlebucher Mountain Dog, the one with a maximum weight of 55.0 and a maximum life expectancy of 13?",confirm,dogs,3,1
dogs name Old English Sheepdog. Old English Sheepdog protectiveness mainly alert. Old English Sheepdog max weight female 100.0.,Old English Sheepdog Mainly Alert 100.0,"Do you mean the Old English Sheepdog, which is mainly alert and has a maximum female weight of 100.0?",confirm,dogs,3,1
dogs name Saluki. Saluki barking sometimes barks. Saluki shedding minimal shedding.,Saluki Sometimes Barks Minimal Shedding,Are you referring to the Saluki that sometimes barks and has minimal shedding?,confirm,dogs,3,1
dogs name Slovensky Cuvac. Slovensky Cuvac ratings alright. Slovensky Cuvac trainability trainable.,Slovensky Cuvac Alright Trainable,Are you referring to the Slovensky Cuvac that has an alright rating and is considered to be trainable?,confirm,dogs,3,1
dogs name Shih Tzu. Shih Tzu max weight female 16.0. Shih Tzu energy energetic.,Shih Tzu 16.0 Energetic,"Are you referring to the energetic Shih Tzu, with a maximum female weight of 16.0?",confirm,dogs,3,1
dogs name Cirneco dell’Etna. Cirneco dell’Etna max life expectancy 14. Cirneco dell’Etna good with other dogs very friendly to other dogs.,Cirneco Dell’Etna 14 Very Friendly To Other Dogs,"Do you mean the Cirneco dell’Etna, the animal with a maximum life expectancy of 14 and is very friendly to other dogs?",confirm,dogs,3,1
dogs name Dogo Argentino. Dogo Argentino max life expectancy 15. Dogo Argentino protectiveness very alert.,Dogo Argentino 15 Very Alert,"Are you referring to the Dogo Argentino, the one that has a maximum life expectancy of 15 and is very alert?",confirm,dogs,3,1
dogs name Bullmastiff. Bullmastiff drooling average drool. Bullmastiff grooming most grooming.,Bullmastiff Average Drool Most Grooming,"Do you mean the Bullmastiff, the one that drools an average amount and requires the most grooming?",confirm,dogs,3,1
dogs name Anatolian Shepherd Dog. Anatolian Shepherd Dog drooling never drools. Anatolian Shepherd Dog max weight female 120.0.,Anatolian Shepherd Dog Never Drools 120.0,Are you referring to the Anatolian Shepherd Dog that never drools and has a female maximum weight of 120.0?,confirm,dogs,3,1
dogs name Japanese Terrier. Japanese Terrier max height male 13.0. Japanese Terrier trainability trainable.,Japanese Terrier 13.0 Trainable,"Are you talking about the Japanese Terrier, which has a max height of 13.0 for males and is trainable?",confirm,dogs,3,1
dogs name Glen of Imaal Terrier. Glen of Imaal Terrier playfulness playful. Glen of Imaal Terrier shedding minimal shedding.,Glen Of Imaal Terrier Playful Minimal Shedding,"Are you referring to the playful animal with minimal shedding, the Glen of Imaal Terrier?",confirm,dogs,3,1
dogs name Cane Corso. Cane Corso max height male 27.5. Cane Corso good with strangers friendly to strangers.,Cane Corso 27.5 Friendly To Strangers,"Are you referring to the Cane Corso, the one with a maximum height of 27.5 inches and is friendly to strangers?",confirm,dogs,3,1
dogs name Nederlandse Kooikerhondje. Nederlandse Kooikerhondje good with strangers very friendly to strangers.,Nederlandse Kooikerhondje Very Friendly To Strangers,"Do you mean the Nederlandse Kooikerhondje, the one that is very friendly to strangers?",confirm,dogs,2,1
dogs name Swedish Vallhund. Swedish Vallhund ratings excellent. Swedish Vallhund max height female 13.75.,Swedish Vallhund Excellent 13.75,"Do you mean the Swedish Vallhund, the one with an excellent rating and a max female height of 13.75?",confirm,dogs,3,1
dogs name Belgian Laekenois. Belgian Laekenois energy more energy.,Belgian Laekenois More Energy,"Are you referring to the Belgian Laekenois, the one that has more energy?",confirm,dogs,2,1
dogs name Miniature Pinscher. Miniature Pinscher ratings okay.,Miniature Pinscher Okay,Do you mean the Miniature Pinscher rated as,confirm,dogs,2,1
dogs name Nova Scotia Duck Tolling Retriever. Nova Scotia Duck Tolling Retriever shedding average shedding. Nova Scotia Duck Tolling Retriever max height male 21.0.,Nova Scotia Duck Tolling Retriever Average Shedding 21.0,Do you mean the Nova Scotia Duck Tolling Retriever that has an average shedding and a maximum height of 21.0 for males?,confirm,dogs,3,1
dogs name Bergamasco Sheepdog. Bergamasco Sheepdog protectiveness mainly alert.,Bergamasco Sheepdog Mainly Alert,Are you referring to the Bergamasco Sheepdog that is mainly alert?,confirm,dogs,2,1
dogs name Cirneco dell’Etna. Cirneco dell’Etna max life expectancy 14. Cirneco dell’Etna max weight female 22.0.,Cirneco Dell’Etna 14 22.0,"Do you mean the Cirneco dell'Etna, the animal with a maximum life expectancy of 14 and a maximum weight of 22.0 for the female?",confirm,dogs,3,1
dogs name Giant Schnauzer.,Giant Schnauzer,Do you mean the Giant Schnauzer?,confirm,dogs,1,1
dogs name Ibizan Hound. Ibizan Hound max height female 27.5.,Ibizan Hound 27.5,Do you mean the Ibizan Hound whose maximum height for females is 27.5?,confirm,dogs,2,1
dogs name Lagotto Romagnolo. Lagotto Romagnolo good with strangers very friendly to strangers. Lagotto Romagnolo max weight female 31.0.,Lagotto Romagnolo Very Friendly To Strangers 31.0,"Are you referring to the Lagotto Romagnolo, which is very friendly to strangers and has a maximum female weight of 31.0?",confirm,dogs,3,1
dogs name Komondor. Komondor good with other dogs semi friendly to other dogs.,Komondor Semi Friendly To Other Dogs,"Are you referring to the Komondor, the one that is semi friendly to other dogs?",confirm,dogs,2,1
dogs name Staffordshire Bull Terrier. Staffordshire Bull Terrier ratings excellent. Staffordshire Bull Terrier coat length short coat.,Staffordshire Bull Terrier Excellent Short Coat,Do you mean the Staffordshire Bull Terrier that has an excellent rating and a short coat?,confirm,dogs,3,1
dogs name Miniature American Shepherd. Miniature American Shepherd good with other dogs most friendly to other dogs.,Miniature American Shepherd Most Friendly To Other Dogs,"Are you referring to the Miniature American Shepherd, the one that is most friendly to other dogs?",confirm,dogs,2,1
dogs name Chinook. Chinook shedding average shedding. Chinook grooming average amount of grooming.,Chinook Average Shedding Average Amount Of Grooming,"Are you referring to the animal that requires an average amount of shedding and grooming, known as the Chinook?",confirm,dogs,3,1
dogs specifier playful. dogs shedding average shedding. dogs good with children most kid-friendly.,Playful Average Shedding Most Kid-Friendly,What playful animal has an average shedding rate and is known to be most kid-friendly?,request,dogs,3,1
dogs specifier aggressive. dogs trainability trainable. dogs max height female 27.0.,Aggressive Trainable 27.0,Do you know of any aggressive female animals that are trainable and have a maximum height of 27.0?,request,dogs,3,1
dogs specifier affectionate. dogs max height female 10.0. dogs good with other dogs friendly to other dogs.,Affectionate 10.0 Friendly To Other Dogs,"Are there any affectionate animals that are female, 10.0 inches tall at maximum, friendly to other dogs, and good with other dogs?",request,dogs,3,1
dogs specifier affectionate. dogs grooming average amount of grooming. dogs coat length short coat.,Affectionate Average Amount Of Grooming Short Coat,Do you know of any affectionate animals that require an average amount of grooming and have a short coat?,request,dogs,3,1
dogs specifier needy. dogs trainability very easy to train.,Needy Very Easy To Train,Do you know of any needy animals that are very easy to train?,request,dogs,2,1
dogs specifier needy. dogs max height male 25.0. dogs good with strangers very friendly to strangers.,Needy 25.0 Very Friendly To Strangers,Do you know of any needy male animals with a maximum height of 25.0 who are very friendly to strangers?,request,dogs,3,1
dogs specifier playful. dogs coat length short coat. dogs max height male 15.0.,Playful Short Coat 15.0,Do you know of any playful animals that have a short coat and a maximum height of 15.0 for males?,request,dogs,3,1
dogs specifier needy. dogs max weight female 17.0.,Needy 17.0,Do you know of any needy female animals that have a maximum weight of 17.0?,request,dogs,2,1
dogs specifier playful. dogs playfulness playful. dogs barking sometimes barks.,Playful Playful Sometimes Barks,Do you know of any playful animals that sometimes bark and have a playful domain?,request,dogs,3,1
dogs specifier intelligent. dogs max weight male 60.0.,Intelligent 60.0,Do you know of any intelligent male animals that weigh up to 60.0 pounds?,request,dogs,2,1
dogs specifier needy. dogs max life expectancy 12. dogs coat length short coat.,Needy 12 Short Coat,Are there any needy animals that have a maximum life expectancy of 12 and a short coat?,request,dogs,3,1
dogs specifier playful. dogs playfulness playful.,Playful Playful,Do you know of any playful animals that are known for being playful?,request,dogs,2,1
dogs specifier anxious. dogs grooming average amount of grooming.,Anxious Average Amount Of Grooming,Do you know of any anxious animals that require an average amount of grooming?,request,dogs,2,1
dogs specifier playful. dogs energy more energy.,Playful More Energy,Can you think of any playful animals that have more energy than most?,request,dogs,2,1
dogs specifier loyal. dogs max height male 24.5. dogs max weight female 70.0.,Loyal 24.5 70.0,Do you know of any loyal male animals that are 24.5 inches tall and any loyal female animals that are 70.0 pounds?,request,dogs,3,1
dogs specifier aggressive. dogs max height female 26.0.,Aggressive 26.0,Do you know of any aggressive female animals that are no taller than 26.0 inches?,request,dogs,2,1
dogs specifier aggressive. dogs trainability very easy to train. dogs barking sometimes barks.,Aggressive Very Easy To Train Sometimes Barks,Are there any aggressive animals that are very easy to train and sometimes bark?,request,dogs,3,1
dogs specifier anxious. dogs barking sometimes barks. dogs ratings okay.,Anxious Sometimes Barks Okay,Do you know of any anxious animals that sometimes bark and have an okay rating?,request,dogs,3,1
dogs specifier intelligent. dogs energy more energy.,Intelligent More Energy,Do you know of any intelligent animals that have more energy than others?,request,dogs,2,1
dogs specifier needy. dogs energy more energy. dogs good with children kid-friendly.,Needy More Energy Kid-Friendly,Do you know of any needy animals that have more energy and are kid-friendly?,request,dogs,3,1
dogs specifier aggressive. dogs good with strangers not friendly to strangers.,Aggressive Not Friendly To Strangers,Do you know of any aggressive animals that are not friendly to strangers but are good with them?,request,dogs,2,1
dogs specifier intelligent. dogs coat length short coat. dogs good with other dogs friendly to other dogs.,Intelligent Short Coat Friendly To Other Dogs,Do you know of an intelligent animal with a short coat that is friendly to other dogs?,request,dogs,3,1
dogs specifier needy. dogs max weight male 18.0.,Needy 18.0,Do you know of any needy male animals that weigh 18.0 or less?,request,dogs,2,1
dogs specifier playful. dogs trainability trainable.,Playful Trainable,Can you think of any playful animals that are trainable?,request,dogs,2,1
dogs specifier needy. dogs trainability easy trainable. dogs good with children kid-friendly.,Needy Easy Trainable Kid-Friendly,"Is there a needy animal that is easy to train, kid-friendly, and good with children?",request,dogs,3,1
dogs specifier anxious. dogs drooling never drools. dogs good with children kid-friendly.,Anxious Never Drools Kid-Friendly,Can you think of any anxious animals that never drool and are kid-friendly?,request,dogs,3,1
dogs specifier affectionate. dogs good with strangers not friendly to strangers.,Affectionate Not Friendly To Strangers,"Do you know of any affectionate animals that are good with strangers, but not friendly to strangers?",request,dogs,2,1
dogs specifier intelligent. dogs good with strangers semi friendly to strangers.,Intelligent Semi Friendly To Strangers,Do you know of any intelligent animals that are semi friendly to strangers?,request,dogs,2,1
dogs specifier needy. dogs max weight male 65.0.,Needy 65.0,Are you aware of any needy male animals that weigh no more than 65.0 pounds?,request,dogs,2,1
dogs specifier loyal. dogs max height male 21.0.,Loyal 21.0,Do you know of any loyal animals that have a maximum height of 21.0 for males?,request,dogs,2,1
dogs specifier intelligent. dogs energy energetic.,Intelligent Energetic,Do you know of any intelligent animals that have an energetic energy?,request,dogs,2,1
dogs specifier intelligent. dogs max height male 12.0. dogs shedding average shedding.,Intelligent 12.0 Average Shedding,"Do you know of any intelligent male animals with an average shedding pattern, a maximum height of 12.0 feet, and a domain in the animal kingdom?",request,dogs,3,1
dogs specifier playful. dogs drooling never drools. dogs good with children very kid-friendly.,Playful Never Drools Very Kid-Friendly,Do you know of any playful animals that never drool and are very kid-friendly?,request,dogs,3,1
dogs specifier aggressive. dogs barking sometimes barks. dogs good with children kid-friendly.,Aggressive Sometimes Barks Kid-Friendly,Do you know of any aggressive animals that sometimes bark and are kid-friendly?,request,dogs,3,1
dogs specifier anxious. dogs drooling never drools. dogs energy more energy.,Anxious Never Drools More Energy,Do you know of any anxious animals that never drool and have more energy?,request,dogs,3,1
dogs specifier anxious. dogs max life expectancy 14. dogs good with strangers friendly to strangers.,Anxious 14 Friendly To Strangers,Do you know of any anxious animals with a maximum life expectancy of 14 that are friendly to strangers?,request,dogs,3,1
dogs specifier anxious. dogs max weight female 95.0.,Anxious 95.0,Are there any anxious female animals that weigh up to 95.0?,request,dogs,2,1
dogs specifier aggressive. dogs trainability very easy to train.,Aggressive Very Easy To Train,Do you know of any aggressive animals that are very easy to train?,request,dogs,2,1
dogs specifier stubborn. dogs good with children most kid-friendly.,Stubborn Most Kid-Friendly,Do you know of any stubborn animals that are most kid-friendly and good with children?,request,dogs,2,1
dogs specifier aggressive. dogs max weight female 35.0. dogs good with strangers very friendly to strangers.,Aggressive 35.0 Very Friendly To Strangers,Are you familiar with any aggressive animals that weigh up to 35.0 for females and are very friendly to strangers?,request,dogs,3,1
dogs specifier destructive. dogs protectiveness alert. dogs barking sometimes barks.,Destructive Alert Sometimes Barks,Do you know of any destructive animals that are alert and sometimes bark?,request,dogs,3,1
dogs specifier loyal. dogs max weight female 44.0.,Loyal 44.0,Do you know of any loyal animals with a maximum female weight of 44.0?,request,dogs,2,1
dogs specifier anxious. dogs playfulness playful.,Anxious Playful,Do you know of any anxious animals that have a playful side?,request,dogs,2,1
dogs specifier affectionate. dogs playfulness playful. dogs coat length short coat.,Affectionate Playful Short Coat,Do you know of any affectionate animals with a short coat and playful demeanor?,request,dogs,3,1
dogs specifier playful. dogs trainability easy trainable.,Playful Easy Trainable,Do you know of any playful animals that are easily trainable?,request,dogs,2,1
dogs specifier energetic. dogs max life expectancy 16. dogs coat length short coat.,Energetic 16 Short Coat,Do you know of any energetic animals that have a maximum life expectancy of 16 and a short coat?,request,dogs,3,1
dogs specifier destructive. dogs energy more energy.,Destructive More Energy,Do you know of any destructive animals that have more energy than others?,request,dogs,2,1
dogs specifier stubborn. dogs good with other dogs friendly to other dogs. dogs shedding average shedding.,Stubborn Friendly To Other Dogs Average Shedding,Do you know of any stubborn animals who are friendly to other dogs and have average shedding?,request,dogs,3,1
dogs specifier destructive. dogs shedding average shedding. dogs max weight male 50.0.,Destructive Average Shedding 50.0,"Do you know of any destructive animals that have an average shedding, with male weight reaching up to 50.0?",request,dogs,3,1
dogs specifier intelligent. dogs max height male 25.0. dogs trainability easy trainable.,Intelligent 25.0 Easy Trainable,Do you know of any intelligent male animals that are 25.0 feet tall and are easily trainable?,request,dogs,3,1
dogs specifier stubborn. dogs trainability easy trainable. dogs drooling never drools.,Stubborn Easy Trainable Never Drools,Do you know of any stubborn animals that are easy to train and never drool?,request,dogs,3,1
dogs specifier stubborn. dogs max height male 18.0. dogs barking sometimes barks.,Stubborn 18.0 Sometimes Barks,Is there any stubborn male animal that is no taller than 18.0 and sometimes barks?,request,dogs,3,1
dogs specifier needy. dogs ratings excellent.,Needy Excellent,Do you know of any needy animals that have excellent ratings?,request,dogs,2,1
dogs specifier anxious. dogs max weight male 130.0.,Anxious 130.0,Do you know of any anxious male animals that weigh up to 130.0 pounds?,request,dogs,2,1
dogs specifier playful. dogs max weight male 65.0.,Playful 65.0,Do you know of any playful male animals that weigh up to 65.0?,request,dogs,2,1
dogs specifier destructive. dogs max life expectancy 18. dogs barking sometimes barks.,Destructive 18 Sometimes Barks,Do you know of any destructive animals that live only up to 18 years and sometimes bark?,request,dogs,3,1
dogs specifier needy. dogs good with strangers very friendly to strangers. dogs max height female 15.0.,Needy Very Friendly To Strangers 15.0,Do you know of any needy animals that are very friendly to strangers and have a maximum height of 15.0 for females?,request,dogs,3,1
dogs specifier affectionate. dogs coat length short coat. dogs trainability very easy to train.,Affectionate Short Coat Very Easy To Train,Do you know of any affectionate animals with a short coat that is very easy to train?,request,dogs,3,1
dogs specifier intelligent. dogs max height male 20.5.,Intelligent 20.5,Do you know of any intelligent male animals that are no taller than 20.5 who specialize in animals?,request,dogs,2,1
dogs specifier affectionate. dogs max weight male 75.0. dogs barking silient.,Affectionate 75.0 Silient,Do you know of any affectionate male animals that weigh up to 75.0 and can bark silently?,request,dogs,3,1
dogs specifier anxious. dogs max height male 21.0. dogs good with children most kid-friendly.,Anxious 21.0 Most Kid-Friendly,Do you know of any anxious male animals who are 21.0ft tall and are most kid-friendly when it comes to animals?,request,dogs,3,1
dogs specifier destructive. dogs energy high energy.,Destructive High Energy,Do you know of any destructive animals that have high energy?,request,dogs,2,1
dogs specifier affectionate. dogs barking sometimes barks. dogs max weight female 65.0.,Affectionate Sometimes Barks 65.0,Do you know of any affectionate animals that sometimes bark and are female and have a maximum weight of 65.0?,request,dogs,3,1
dogs specifier affectionate. dogs barking sometimes barks. dogs max weight male 100.0.,Affectionate Sometimes Barks 100.0,Do you know of any affectionate animals that sometimes bark and weigh up to 100.0 pounds?,request,dogs,3,1
dogs specifier needy. dogs trainability easy trainable. dogs good with strangers very friendly to strangers.,Needy Easy Trainable Very Friendly To Strangers,"Do you know of any needy animals that are easy to train, very friendly to strangers, and good for acting?",request,dogs,3,1
dogs specifier playful. dogs playfulness serious and stern. dogs energy energetic.,Playful Serious And Stern Energetic,"Do you know of any playful animals who are both serious and stern, yet energetic?",request,dogs,3,1
dogs specifier anxious. dogs coat length short coat.,Anxious Short Coat,Are there any anxious animals with a short coat?,request,dogs,2,1
dogs specifier aggressive. dogs max height male 28.0. dogs coat length short coat.,Aggressive 28.0 Short Coat,Are there any aggressive animals with a male maximum height of 28.0 and a short coat?,request,dogs,3,1
dogs specifier playful. dogs drooling never drools. dogs shedding average shedding.,Playful Never Drools Average Shedding,Do you know of any playful animals that never drool and have an average shedding rate?,request,dogs,3,1
dogs specifier loyal. dogs good with other dogs most friendly to other dogs. dogs max height male 17.0.,Loyal Most Friendly To Other Dogs 17.0,"Do you know of any loyal animals that are good with other dogs and are most friendly to them, with a maximum height of 17.0 for males?",request,dogs,3,1
dogs specifier loyal. dogs drooling sometimes drool. dogs good with children most kid-friendly.,Loyal Sometimes Drool Most Kid-Friendly,"Do you know of any loyal animals that sometimes drool and are good with children, making them the most kid-friendly?",request,dogs,3,1
dogs specifier affectionate. dogs good with strangers friendly to strangers. dogs ratings okay.,Affectionate Friendly To Strangers Okay,"Do you know of any affectionate animals that are friendly to strangers, have okay ratings, and are good with strangers?",request,dogs,3,1
dogs specifier playful. dogs drooling sometimes drool. dogs good with children most kid-friendly.,Playful Sometimes Drool Most Kid-Friendly,Do you know of any playful animals that sometimes drool and are most kid-friendly?,request,dogs,3,1
dogs specifier intelligent. dogs max life expectancy 14.,Intelligent 14,Do you know of any intelligent animals that live no more than 14 years?,request,dogs,2,1
dogs specifier aggressive. dogs max weight male 25.0.,Aggressive 25.0,Are there any aggressive animals with a maximum male weight of 25.0?,request,dogs,2,1
dogs specifier energetic. dogs max height female 26.0. dogs protectiveness mainly alert.,Energetic 26.0 Mainly Alert,Do you know any energetic female animals with a maximum height of 26.0 that are mainly alert and protective?,request,dogs,3,1
dogs specifier loyal. dogs good with other dogs friendly to other dogs. dogs playfulness playful.,Loyal Friendly To Other Dogs Playful,"Do you know of any loyal animals that are good with other dogs, friendly to other dogs, and playful?",request,dogs,3,1
dogs specifier loyal. dogs good with children most kid-friendly. dogs max weight male 34.0.,Loyal Most Kid-Friendly 34.0,Do you know of any loyal male animals that are especially kid-friendly and weigh up to 34.0 pounds?,request,dogs,3,1
dogs specifier destructive. dogs good with children not kid-friendly.,Destructive Not Kid-Friendly,Do you know of any destructive animals that are not kid-friendly but are good with children?,request,dogs,2,1
dogs specifier energetic. dogs good with other dogs friendly to other dogs.,Energetic Friendly To Other Dogs,Do you know of any energetic animals that are good with other dogs and friendly to other dogs?,request,dogs,2,1
